post_id,mentor_id,target_level_num,required_education_num,is_open,is_available,capacity,program_enrollment_count,program_popularity_log,spots_left,spots_left_log,required_skill_count,avg_required_skill_level,program_difficulty_score,requirement_set,requirement_level_map,deadline,days_until_deadline,deadline_passed
799,2768,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{56, 48, 50}","{50: 1, 56: 2, 48: 2}",2025-12-24 00:00:00,94,0
800,2768,1,1,1,1,5,0,0.0,5,1.791759469228055,3,2.0,1.4,"{33, 30, 31}","{31: 1, 33: 1, 30: 4}",2026-07-11 00:00:00,293,0
801,2815,1,4,1,1,7,0,0.0,7,2.0794415416798357,2,2.0,1.4,"{64, 57}","{57: 2, 64: 2}",2025-11-03 00:00:00,43,0
802,2815,1,5,1,1,9,0,0.0,9,2.302585092994046,2,3.0,1.8000000000000003,"{64, 57}","{64: 2, 57: 4}",2026-06-17 00:00:00,269,0
803,2815,1,2,1,1,6,0,0.0,6,1.9459101490553132,2,1.5,1.2000000000000002,"{64, 57}","{64: 1, 57: 2}",2026-07-10 00:00:00,292,0
804,2863,1,5,1,1,9,0,0.0,9,2.302585092994046,3,1.0,1.0,"{152, 153, 154}","{152: 1, 154: 1, 153: 1}",2026-06-27 00:00:00,279,0
805,2863,1,1,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.1333333333333333,"{153, 154, 151}","{151: 1, 154: 1, 153: 2}",2026-03-05 00:00:00,165,0
808,4563,1,5,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.2666666666666666,"{42, 38, 47}","{38: 1, 47: 2, 42: 2}",2026-07-13 00:00:00,295,0
809,4563,1,2,1,1,7,0,0.0,7,2.0794415416798357,3,2.0,1.4,"{1, 5, 6}","{1: 1, 5: 2, 6: 3}",2026-02-25 00:00:00,157,0
810,4563,2,4,1,1,11,3,1.3862943611198906,8,2.1972245773362196,3,2.0,2.0,"{1, 5, 6}","{1: 2, 6: 2, 5: 2}",2025-09-22 00:00:00,1,0
815,3414,2,3,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.8666666666666667,"{128, 130, 134}","{134: 1, 130: 1, 128: 3}",2026-04-03 00:00:00,194,0
818,5112,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,2.0,1.4,"{32, 33, 34}","{34: 1, 33: 2, 32: 3}",2026-06-25 00:00:00,277,0
819,5112,1,3,1,1,4,1,0.6931471805599453,3,1.3862943611198906,3,1.6666666666666667,1.2666666666666666,"{25, 22, 23}","{23: 1, 22: 2, 25: 2}",2025-10-08 00:00:00,17,0
820,2562,1,1,1,1,10,0,0.0,10,2.3978952727983707,3,1.3333333333333333,1.1333333333333333,"{12, 20, 14}","{14: 1, 12: 1, 20: 2}",2026-06-27 00:00:00,279,0
821,1346,2,2,1,1,7,0,0.0,7,2.0794415416798357,2,3.5,2.6,"{80, 77}","{80: 3, 77: 4}",2026-07-02 00:00:00,284,0
822,1346,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{72, 73, 75}","{73: 1, 72: 2, 75: 2}",2025-12-24 00:00:00,94,0
823,1346,1,2,1,1,3,0,0.0,3,1.3862943611198906,3,1.6666666666666667,1.2666666666666666,"{97, 101, 103}","{101: 1, 103: 1, 97: 3}",2026-05-31 00:00:00,252,0
826,3515,1,1,1,1,8,0,0.0,8,2.1972245773362196,3,1.3333333333333333,1.1333333333333333,"{10, 19, 21}","{10: 1, 21: 1, 19: 2}",2026-06-25 00:00:00,277,0
831,1519,2,2,1,1,6,1,0.6931471805599453,5,1.791759469228055,3,2.0,2.0,"{125, 126, 127}","{125: 1, 126: 2, 127: 3}",2025-10-18 00:00:00,27,0
832,1519,1,2,1,1,11,5,1.791759469228055,6,1.9459101490553132,3,1.3333333333333333,1.1333333333333333,"{117, 118, 119}","{119: 1, 117: 1, 118: 2}",2025-11-21 00:00:00,61,0
833,1519,1,1,1,1,9,0,0.0,9,2.302585092994046,3,2.0,1.4,"{125, 126, 127}","{125: 1, 127: 2, 126: 3}",2026-02-24 00:00:00,156,0
834,70,1,1,1,1,11,3,1.3862943611198906,8,2.1972245773362196,3,1.0,1.0,"{10, 20, 14}","{20: 1, 10: 1, 14: 1}",2025-10-17 00:00:00,26,0
837,5343,2,4,1,1,6,0,0.0,6,1.9459101490553132,3,2.0,2.0,"{44, 46, 36}","{36: 1, 46: 1, 44: 4}",2026-07-05 00:00:00,287,0
838,5343,2,5,1,1,6,0,0.0,6,1.9459101490553132,3,1.6666666666666667,1.8666666666666667,"{18, 20, 13}","{13: 1, 18: 2, 20: 2}",2026-07-04 00:00:00,286,0
839,5343,1,1,1,1,9,0,0.0,9,2.302585092994046,3,2.0,1.4,"{46, 44, 36}","{36: 1, 44: 1, 46: 4}",2026-07-02 00:00:00,284,0
840,5343,2,4,1,1,10,0,0.0,10,2.3978952727983707,3,2.6666666666666665,2.2666666666666666,"{18, 20, 13}","{20: 2, 18: 2, 13: 4}",2025-10-16 00:00:00,25,0
841,5343,1,5,1,1,9,0,0.0,9,2.302585092994046,3,1.3333333333333333,1.1333333333333333,"{42, 44, 46}","{42: 1, 46: 1, 44: 2}",2026-06-12 00:00:00,264,0
843,805,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,1.0,1.0,"{80, 76, 79}","{80: 1, 79: 1, 76: 1}",2026-06-07 00:00:00,259,0
844,805,2,2,1,1,10,0,0.0,10,2.3978952727983707,3,2.0,2.0,"{58, 59, 76}","{59: 1, 58: 2, 76: 3}",2026-05-31 00:00:00,252,0
845,805,1,3,1,1,9,1,0.6931471805599453,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{80, 76, 79}","{76: 1, 80: 1, 79: 3}",2025-09-28 00:00:00,7,0
846,805,1,3,1,1,9,1,0.6931471805599453,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{58, 59, 79}","{58: 1, 79: 3, 59: 3}",2026-06-19 00:00:00,271,0
847,4717,2,3,1,1,8,0,0.0,8,2.1972245773362196,2,3.5,2.6,"{44, 39}","{44: 3, 39: 4}",2026-06-03 00:00:00,255,0
848,4717,1,2,1,1,8,0,0.0,8,2.1972245773362196,2,2.0,1.4,"{44, 39}","{44: 1, 39: 3}",2026-06-15 00:00:00,267,0
849,4717,1,5,1,1,3,0,0.0,3,1.3862943611198906,3,1.6666666666666667,1.2666666666666666,"{49, 53, 54}","{53: 1, 49: 1, 54: 3}",2026-06-06 00:00:00,258,0
850,4717,1,5,1,1,10,0,0.0,10,2.3978952727983707,2,3.0,1.8000000000000003,"{35, 31}","{31: 3, 35: 3}",2026-06-27 00:00:00,279,0
851,4717,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,1.3333333333333333,1.1333333333333333,"{49, 53, 54}","{54: 1, 49: 1, 53: 2}",2026-06-11 00:00:00,263,0
852,1682,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,1.0,1.0,"{65, 66, 67}","{65: 1, 66: 1, 67: 1}",2026-06-11 00:00:00,263,0
853,1682,2,1,1,1,8,4,1.6094379124341003,4,1.6094379124341003,3,1.3333333333333333,1.7333333333333334,"{59, 60, 62}","{60: 1, 62: 1, 59: 2}",2025-11-16 00:00:00,56,0
855,301,1,2,1,1,8,0,0.0,8,2.1972245773362196,3,1.3333333333333333,1.1333333333333333,"{40, 36, 38}","{38: 1, 36: 1, 40: 2}",2026-06-24 00:00:00,276,0
858,333,1,3,1,1,7,0,0.0,7,2.0794415416798357,3,2.6666666666666665,1.6666666666666665,"{1, 3, 4}","{3: 1, 1: 3, 4: 4}",2026-06-04 00:00:00,256,0
862,333,2,4,1,1,7,0,0.0,7,2.0794415416798357,3,2.0,2.0,"{1, 3, 4}","{4: 1, 1: 1, 3: 4}",2026-06-25 00:00:00,277,0
863,4168,2,4,1,1,6,3,1.3862943611198906,3,1.3862943611198906,3,1.3333333333333333,1.7333333333333334,"{32, 30, 31}","{30: 1, 31: 1, 32: 2}",2025-10-08 00:00:00,17,0
864,4168,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,2.6666666666666665,1.6666666666666665,"{42, 36, 46}","{42: 2, 46: 3, 36: 3}",2026-02-19 00:00:00,151,0
865,4168,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,1.3333333333333333,1.1333333333333333,"{42, 44, 46}","{42: 1, 44: 1, 46: 2}",2025-12-16 00:00:00,86,0
868,4819,1,3,1,1,7,1,0.6931471805599453,6,1.9459101490553132,2,1.0,1.0,"{64, 60}","{64: 1, 60: 1}",2025-10-15 17:52:00,24,0
869,996,1,3,1,1,7,0,0.0,7,2.0794415416798357,2,2.0,1.4,"{65, 70}","{65: 2, 70: 2}",2026-06-02 00:00:00,254,0
870,996,1,3,1,1,7,0,0.0,7,2.0794415416798357,2,1.5,1.2000000000000002,"{65, 70}","{70: 1, 65: 2}",2026-07-03 00:00:00,285,0
871,996,1,2,1,1,7,0,0.0,7,2.0794415416798357,2,3.0,1.8000000000000003,"{65, 70}","{65: 2, 70: 4}",2026-06-30 00:00:00,282,0
873,3070,1,4,1,1,5,1,0.6931471805599453,4,1.6094379124341003,3,2.6666666666666665,1.6666666666666665,"{121, 117, 118}","{117: 2, 121: 3, 118: 3}",2025-09-22 00:00:00,1,0
874,3070,1,1,1,1,8,0,0.0,8,2.1972245773362196,2,3.0,1.8000000000000003,"{117, 118}","{118: 3, 117: 3}",2026-05-29 00:00:00,250,0
878,3724,1,2,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{42, 44, 45}","{42: 1, 44: 2, 45: 3}",2026-07-11 00:00:00,293,0
879,1488,2,5,1,1,10,0,0.0,10,2.3978952727983707,3,2.0,2.0,"{122, 125, 126}","{125: 1, 126: 2, 122: 3}",2026-06-03 00:00:00,255,0
880,2295,1,3,1,1,10,0,0.0,10,2.3978952727983707,3,2.6666666666666665,1.6666666666666665,"{91, 93, 94}","{93: 2, 94: 2, 91: 4}",2026-06-04 00:00:00,256,0
881,2295,1,4,1,1,6,0,0.0,6,1.9459101490553132,3,1.0,1.0,"{96, 97, 103}","{97: 1, 96: 1, 103: 1}",2026-06-25 00:00:00,277,0
882,2295,1,3,1,1,3,0,0.0,3,1.3862943611198906,3,1.3333333333333333,1.1333333333333333,"{91, 93, 94}","{93: 1, 94: 1, 91: 2}",2026-06-07 00:00:00,259,0
883,2295,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,2.6666666666666665,1.6666666666666665,"{96, 98, 103}","{98: 2, 96: 2, 103: 4}",2026-06-11 00:00:00,263,0
884,246,1,2,1,1,10,0,0.0,10,2.3978952727983707,3,1.6666666666666667,1.2666666666666666,"{88, 85, 86}","{88: 1, 85: 2, 86: 2}",2026-07-11 00:00:00,293,0
886,246,1,4,1,1,3,0,0.0,3,1.3862943611198906,3,1.0,1.0,"{57, 59, 63}","{57: 1, 59: 1, 63: 1}",2026-06-19 00:00:00,271,0
887,246,2,3,1,1,11,5,1.791759469228055,6,1.9459101490553132,3,1.6666666666666667,1.8666666666666667,"{72, 73, 75}","{73: 1, 75: 2, 72: 2}",2025-10-18 00:00:00,27,0
888,4761,1,1,1,1,9,0,0.0,9,2.302585092994046,2,3.0,1.8000000000000003,"{91, 94}","{94: 2, 91: 4}",2026-06-30 00:00:00,282,0
889,4761,1,4,1,1,7,0,0.0,7,2.0794415416798357,3,2.3333333333333335,1.5333333333333334,"{73, 74, 75}","{75: 2, 74: 2, 73: 3}",2026-06-07 00:00:00,259,0
890,4761,1,3,1,1,4,0,0.0,4,1.6094379124341003,3,1.6666666666666667,1.2666666666666666,"{72, 73, 74}","{73: 1, 74: 2, 72: 2}",2026-06-25 00:00:00,277,0
892,4834,2,2,1,1,6,0,0.0,6,1.9459101490553132,3,2.6666666666666665,2.2666666666666666,"{16, 20, 14}","{16: 2, 14: 3, 20: 3}",2026-06-09 00:00:00,261,0
896,4605,1,2,1,1,7,1,0.6931471805599453,6,1.9459101490553132,3,1.0,1.0,"{11, 12, 13}","{11: 1, 13: 1, 12: 1}",2025-10-19 00:00:00,28,0
897,4605,1,1,1,1,4,1,0.6931471805599453,3,1.3862943611198906,3,1.3333333333333333,1.1333333333333333,"{48, 49, 52}","{52: 1, 48: 1, 49: 2}",2025-11-12 00:00:00,52,0
898,4605,2,5,1,1,7,0,0.0,7,2.0794415416798357,3,1.0,1.6,"{11, 12, 13}","{12: 1, 13: 1, 11: 1}",2026-07-03 00:00:00,285,0
899,4605,1,1,1,1,3,0,0.0,3,1.3862943611198906,3,1.3333333333333333,1.1333333333333333,"{11, 12, 13}","{12: 1, 13: 1, 11: 2}",2026-06-12 00:00:00,264,0
904,269,1,4,1,1,11,3,1.3862943611198906,8,2.1972245773362196,3,1.0,1.0,"{121, 122, 123}","{121: 1, 122: 1, 123: 1}",2025-11-03 00:00:00,43,0
905,4746,1,3,1,1,4,0,0.0,4,1.6094379124341003,3,1.6666666666666667,1.2666666666666666,"{124, 126, 127}","{126: 1, 127: 2, 124: 2}",2026-06-18 00:00:00,270,0
906,4746,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{116, 118, 119}","{119: 1, 116: 2, 118: 2}",2025-11-19 00:00:00,59,0
908,5237,1,1,1,1,6,1,0.6931471805599453,5,1.791759469228055,2,3.0,1.8000000000000003,"{2, 5}","{5: 2, 2: 4}",2025-11-09 00:00:00,49,0
914,1269,2,1,1,1,3,0,0.0,3,1.3862943611198906,3,2.6666666666666665,2.2666666666666666,"{115, 110, 111}","{111: 2, 110: 3, 115: 3}",2026-03-23 00:00:00,183,0
915,1269,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{120, 121, 123}","{120: 1, 123: 2, 121: 3}",2026-07-03 00:00:00,285,0
917,1269,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{106, 108, 109}","{109: 1, 108: 2, 106: 3}",2026-05-31 00:00:00,252,0
918,633,1,5,1,1,5,0,0.0,5,1.791759469228055,3,1.3333333333333333,1.1333333333333333,"{16, 20, 14}","{16: 1, 14: 1, 20: 2}",2026-06-23 00:00:00,275,0
919,633,2,3,1,1,5,0,0.0,5,1.791759469228055,3,1.3333333333333333,1.7333333333333334,"{16, 19, 20}","{16: 1, 20: 1, 19: 2}",2026-06-25 00:00:00,277,0
920,633,1,4,1,1,10,0,0.0,10,2.3978952727983707,3,2.0,1.4,"{19, 20, 14}","{19: 1, 20: 2, 14: 3}",2026-06-14 00:00:00,266,0
921,633,1,3,1,1,4,0,0.0,4,1.6094379124341003,3,2.3333333333333335,1.5333333333333334,"{24, 26, 22}","{24: 1, 22: 2, 26: 4}",2026-06-21 00:00:00,273,0
922,631,1,4,1,1,7,0,0.0,7,2.0794415416798357,3,2.0,1.4,"{146, 147, 148}","{148: 2, 146: 2, 147: 2}",2026-02-06 00:00:00,138,0
923,631,1,2,1,1,4,1,0.6931471805599453,3,1.3862943611198906,3,1.3333333333333333,1.1333333333333333,"{146, 147, 148}","{147: 1, 148: 1, 146: 2}",2025-10-07 00:00:00,16,0
924,631,1,3,1,1,7,4,1.6094379124341003,3,1.3862943611198906,3,1.0,1.0,"{154, 150, 151}","{154: 1, 150: 1, 151: 1}",2025-11-10 00:00:00,50,0
926,863,1,3,1,1,4,0,0.0,4,1.6094379124341003,3,2.0,1.4,"{17, 12, 13}","{13: 2, 12: 2, 17: 2}",2026-07-13 00:00:00,295,0
927,863,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{17, 10, 13}","{13: 1, 10: 2, 17: 3}",2026-06-19 00:00:00,271,0
929,5268,1,4,1,1,3,0,0.0,3,1.3862943611198906,3,1.3333333333333333,1.1333333333333333,"{49, 52, 54}","{49: 1, 52: 1, 54: 2}",2026-07-02 00:00:00,284,0
930,5268,1,4,1,1,9,1,0.6931471805599453,8,2.1972245773362196,3,2.0,1.4,"{17, 10, 14}","{17: 2, 14: 2, 10: 2}",2025-11-10 00:00:00,50,0
932,848,1,2,1,1,7,0,0.0,7,2.0794415416798357,3,2.0,1.4,"{72, 73, 75}","{72: 1, 73: 2, 75: 3}",2026-03-04 00:00:00,164,0
934,848,2,4,1,1,9,1,0.6931471805599453,8,2.1972245773362196,3,1.3333333333333333,1.7333333333333334,"{72, 73, 75}","{75: 1, 72: 1, 73: 2}",2025-12-09 00:00:00,79,0
935,4606,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{152, 153, 151}","{152: 1, 153: 2, 151: 2}",2026-07-07 00:00:00,289,0
938,397,1,2,1,1,8,0,0.0,8,2.1972245773362196,3,2.6666666666666665,1.6666666666666665,"{144, 142, 143}","{144: 2, 143: 3, 142: 3}",2026-07-06 00:00:00,288,0
939,397,1,2,1,1,9,0,0.0,9,2.302585092994046,3,1.6666666666666667,1.2666666666666666,"{128, 129, 134}","{129: 1, 134: 2, 128: 2}",2026-01-17 00:00:00,118,0
945,60,1,5,1,1,7,0,0.0,7,2.0794415416798357,3,2.3333333333333335,1.5333333333333334,"{96, 97, 100}","{96: 1, 97: 3, 100: 3}",2026-01-03 00:00:00,104,0
953,1850,1,2,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.1333333333333333,"{144, 145, 143}","{143: 1, 145: 1, 144: 2}",2026-01-12 00:00:00,113,0
954,1850,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{144, 141, 143}","{141: 1, 143: 1, 144: 3}",2026-06-03 00:00:00,255,0
955,1546,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,1.3333333333333333,1.1333333333333333,"{72, 73, 71}","{71: 1, 72: 1, 73: 2}",2026-07-14 00:00:00,296,0
958,2596,2,1,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,2.0,"{1, 3, 6}","{1: 1, 6: 1, 3: 4}",2026-06-05 00:00:00,257,0
959,2596,1,4,1,1,10,0,0.0,10,2.3978952727983707,3,1.6666666666666667,1.2666666666666666,"{48, 52, 53}","{48: 1, 53: 1, 52: 3}",2026-06-21 00:00:00,273,0
960,2596,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{48, 52, 53}","{48: 1, 52: 1, 53: 3}",2026-06-17 00:00:00,269,0
961,2596,1,2,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{1, 3, 6}","{6: 1, 1: 2, 3: 4}",2026-06-01 00:00:00,253,0
962,2596,2,2,1,1,6,0,0.0,6,1.9459101490553132,3,1.0,1.6,"{48, 52, 53}","{48: 1, 53: 1, 52: 1}",2026-01-30 00:00:00,131,0
964,636,1,2,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.1333333333333333,"{65, 67, 68}","{68: 1, 67: 1, 65: 2}",2025-12-20 00:00:00,90,0
966,1650,1,3,1,1,4,0,0.0,4,1.6094379124341003,2,3.5,2.0,"{8, 2}","{2: 3, 8: 4}",2026-07-06 00:00:00,288,0
967,1650,2,1,1,1,4,0,0.0,4,1.6094379124341003,2,2.5,2.2,"{48, 2}","{2: 2, 48: 3}",2026-06-27 00:00:00,279,0
968,1650,1,5,1,1,4,0,0.0,4,1.6094379124341003,2,3.0,1.8000000000000003,"{8, 2}","{2: 2, 8: 4}",2026-06-01 00:00:00,253,0
969,1650,2,4,1,1,9,3,1.3862943611198906,6,1.9459101490553132,3,1.6666666666666667,1.8666666666666667,"{56, 48, 54}","{48: 1, 54: 2, 56: 2}",2025-10-02 00:00:00,11,0
974,1688,1,1,1,1,7,0,0.0,7,2.0794415416798357,3,2.6666666666666665,1.6666666666666665,"{65, 67, 68}","{67: 2, 65: 3, 68: 3}",2026-07-01 00:00:00,283,0
977,1688,2,1,1,1,26,22,3.1354942159291497,4,1.6094379124341003,3,1.0,1.6,"{72, 73, 74}","{74: 1, 72: 1, 73: 1}",2025-10-20 00:00:00,29,0
981,775,2,1,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,2.1333333333333333,"{48, 51, 54}","{51: 1, 54: 2, 48: 4}",2026-06-15 00:00:00,267,0
983,1934,1,2,1,1,6,0,0.0,6,1.9459101490553132,3,2.3333333333333335,1.5333333333333334,"{16, 11, 13}","{16: 1, 13: 3, 11: 3}",2026-06-12 00:00:00,264,0
984,1934,1,1,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{49, 52, 54}","{49: 2, 54: 2, 52: 3}",2025-12-23 00:00:00,93,0
985,591,1,1,1,1,6,1,0.6931471805599453,5,1.791759469228055,2,2.0,1.4,"{32, 1}","{32: 2, 1: 2}",2025-09-22 00:00:00,1,0
986,591,1,1,1,1,8,1,0.6931471805599453,7,2.0794415416798357,2,3.0,1.8000000000000003,"{32, 29}","{32: 2, 29: 4}",2026-07-12 00:00:00,294,0
987,591,1,4,1,1,6,0,0.0,6,1.9459101490553132,2,2.0,1.4,"{32, 29}","{32: 2, 29: 2}",2026-07-10 00:00:00,292,0
989,4870,2,1,1,1,14,6,1.9459101490553132,8,2.1972245773362196,3,1.3333333333333333,1.7333333333333334,"{104, 105, 109}","{109: 1, 105: 1, 104: 2}",2025-10-21 00:00:00,30,0
992,2447,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{1, 5, 7}","{7: 1, 1: 1, 5: 3}",2026-07-10 00:00:00,292,0
993,2447,2,1,1,1,12,9,2.302585092994046,3,1.3862943611198906,3,1.3333333333333333,1.7333333333333334,"{32, 33, 29}","{33: 1, 29: 1, 32: 2}",2025-11-19 00:00:00,59,0
994,2447,1,1,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.2666666666666666,"{11, 10, 18}","{18: 1, 10: 2, 11: 2}",2026-01-16 00:00:00,117,0
995,2447,1,4,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.1333333333333333,"{8, 1, 7}","{7: 1, 8: 1, 1: 2}",2025-12-30 00:00:00,100,0
996,258,1,3,1,1,4,0,0.0,4,1.6094379124341003,3,1.6666666666666667,1.2666666666666666,"{32, 35, 31}","{31: 1, 32: 1, 35: 3}",2026-06-12 00:00:00,264,0
997,258,1,3,1,1,5,0,0.0,5,1.791759469228055,3,2.6666666666666665,1.6666666666666665,"{8, 1, 2}","{8: 1, 1: 3, 2: 4}",2025-10-26 00:00:00,35,0
998,258,1,1,1,1,4,0,0.0,4,1.6094379124341003,3,2.0,1.4,"{8, 1, 2}","{1: 1, 2: 1, 8: 4}",2026-07-04 00:00:00,286,0
999,5310,1,1,1,1,10,0,0.0,10,2.3978952727983707,3,1.3333333333333333,1.1333333333333333,"{57, 59, 60}","{59: 1, 57: 1, 60: 2}",2026-07-12 00:00:00,294,0
1000,5310,2,4,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.8666666666666667,"{57, 58, 59}","{59: 1, 58: 1, 57: 3}",2026-07-10 00:00:00,292,0
1001,5310,2,1,1,1,10,0,0.0,10,2.3978952727983707,3,2.6666666666666665,2.2666666666666666,"{57, 58, 60}","{58: 2, 60: 2, 57: 4}",2026-06-26 00:00:00,278,0
1003,4523,1,2,1,1,4,0,0.0,4,1.6094379124341003,3,1.3333333333333333,1.1333333333333333,"{124, 126, 127}","{127: 1, 124: 1, 126: 2}",2026-06-18 00:00:00,270,0
1004,4523,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{104, 105, 107}","{107: 2, 105: 2, 104: 2}",2026-06-22 00:00:00,274,0
1006,2264,1,4,1,1,6,0,0.0,6,1.9459101490553132,3,2.0,1.4,"{11, 20, 15}","{15: 1, 11: 2, 20: 3}",2026-02-20 00:00:00,152,0
1007,2264,1,2,1,1,5,0,0.0,5,1.791759469228055,3,1.6666666666666667,1.2666666666666666,"{36, 38, 47}","{47: 1, 36: 2, 38: 2}",2026-06-24 00:00:00,276,0
1008,2264,2,2,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,2.1333333333333333,"{11, 20, 15}","{11: 1, 20: 2, 15: 4}",2026-05-30 00:00:00,251,0
1009,2264,2,3,1,1,8,1,0.6931471805599453,7,2.0794415416798357,3,2.0,2.0,"{44, 38, 47}","{47: 1, 38: 2, 44: 3}",2025-11-15 00:00:00,55,0
1011,2326,1,3,1,1,7,0,0.0,7,2.0794415416798357,3,2.0,1.4,"{120, 121, 123}","{120: 1, 123: 1, 121: 4}",2025-09-30 00:00:00,9,0
1015,1713,1,5,1,1,7,0,0.0,7,2.0794415416798357,3,2.3333333333333335,1.5333333333333334,"{136, 138, 135}","{136: 1, 135: 3, 138: 3}",2026-06-23 00:00:00,275,0
1016,1713,1,5,1,1,4,0,0.0,4,1.6094379124341003,3,1.6666666666666667,1.2666666666666666,"{128, 131, 134}","{128: 1, 131: 1, 134: 3}",2025-10-16 00:00:00,25,0
1018,1713,1,4,1,1,10,0,0.0,10,2.3978952727983707,3,1.0,1.0,"{137, 138, 135}","{138: 1, 135: 1, 137: 1}",2026-06-12 00:00:00,264,0
1019,2516,1,2,1,1,7,0,0.0,7,2.0794415416798357,3,2.0,1.4,"{1, 3, 7}","{3: 1, 7: 1, 1: 4}",2026-06-22 00:00:00,274,0
1020,2516,1,1,1,1,5,0,0.0,5,1.791759469228055,3,2.0,1.4,"{29, 30, 31}","{29: 1, 30: 2, 31: 3}",2026-05-29 00:00:00,250,0
1021,2516,2,2,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,2.0,"{1, 3, 7}","{7: 1, 3: 1, 1: 4}",2025-10-13 00:00:00,22,0
1022,3675,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,1.3333333333333333,1.1333333333333333,"{3, 5, 7}","{5: 1, 3: 1, 7: 2}",2026-06-02 00:00:00,254,0
1023,3675,1,4,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.1333333333333333,"{8, 6, 7}","{8: 1, 7: 1, 6: 2}",2025-12-24 00:00:00,94,0
1024,3675,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,1.3333333333333333,1.1333333333333333,"{17, 11, 13}","{13: 1, 11: 1, 17: 2}",2026-06-30 00:00:00,282,0
1025,4121,1,5,1,1,3,0,0.0,3,1.3862943611198906,3,2.6666666666666665,1.6666666666666665,"{38, 36, 46}","{46: 2, 38: 3, 36: 3}",2026-06-26 00:00:00,278,0
1026,4121,1,5,1,1,5,0,0.0,5,1.791759469228055,2,1.5,1.2000000000000002,"{24, 22}","{24: 1, 22: 2}",2026-07-05 00:00:00,287,0
1027,4121,1,1,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{46, 36, 38}","{46: 1, 38: 2, 36: 2}",2026-06-13 00:00:00,265,0
1028,4121,1,2,1,1,6,0,0.0,6,1.9459101490553132,3,2.0,1.4,"{32, 33, 31}","{31: 1, 32: 2, 33: 3}",2026-07-02 00:00:00,284,0
1029,4121,1,4,1,1,7,0,0.0,7,2.0794415416798357,2,2.5,1.6,"{32, 22}","{32: 2, 22: 3}",2026-07-02 00:00:00,284,0
1031,2189,1,3,1,1,7,0,0.0,7,2.0794415416798357,3,1.0,1.0,"{25, 27, 28}","{27: 1, 25: 1, 28: 1}",2026-06-09 00:00:00,261,0
1049,2942,1,5,1,1,3,0,0.0,3,1.3862943611198906,3,2.3333333333333335,1.5333333333333334,"{117, 118, 119}","{118: 1, 117: 2, 119: 4}",2026-06-07 00:00:00,259,0
1051,2942,1,1,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.2666666666666666,"{112, 114, 111}","{112: 1, 111: 1, 114: 3}",2026-07-06 00:00:00,288,0
