FeedbackId,MentorshipId,MenteeProfileId,MentorProfileId,Rating,Comment,CreatedAt
608,1183,1551,1145,4,الرود ماب دي هي البوصله الي كنت محتاجها عشان ابطل تشت,2025-06-13 00:00:00
609,2824,3968,213,5,المينتور عنده قدره رهيبه علي تحويل الكلام النظري لخطوات عمليه في الكود,2025-08-09 00:00:00
610,1195,3794,922,3,المواعيد كانت ثابته بس كانت متاخره وايد في اليل وهذا متعب,2024-11-19 00:00:00
611,1891,3221,1118,1,يا جماعه المينتورشيب دي كنز، بس مدفون تحت جبل من الهرجله,2024-06-03 00:00:00
612,785,1807,336,5,المينتور يتابع تقدمنا الشخصي اسبوعاً باسبوع باهتمام بالغ,2025-12-08 00:00:00
613,2556,4412,107,4,The mentor’s fedback is brutal but it's exactly what I neded to grow.,2025-09-18 00:00:00
614,994,2967,956,3,It’s wek 5 and I’m stil on the fence about whether to continue or not.,2025-12-13 00:00:00
615,2283,4162,777,4,السيشنز مسجله بجوده 4K والصوت نقي جداً ومريح لاذن,2025-12-31 00:00:00
616,615,3756,1194,4,Halfway through and the logic is finaly clicking. I’m so hyped!,2025-07-13 00:00:00
617,1340,2977,529,5,الرود ماب ذي هي الي كنت ادور عليها من زمان، كفيت وفيت يا مينتور,2025-09-25 00:00:00
618,2547,4604,480,4,الكورس مكثف لدرجه تخنق، بس بيخلصك من التوهان في اسرع وقت,2025-10-14 00:00:00
619,2788,2633,270,3,هل المينتورشيب دي بتساعد الطلاب في الوصول لفرص تدريب في شركات؟,2025-12-15 00:00:00
620,191,2791,834,5,الرود ماب منظمه جداً وكل موديول بيكمل الي قبله بذكاء وتدريج,2025-07-31 05:11:19
621,2969,2996,1194,3,المينتورشيب دي موجه لناس الي عايزه تبدا Carer Shift لبرمجه,2025-06-12 00:00:00
622,257,2267,391,5,"Halfway through and I’ve already replaced my mesy code with clean, SOLID principles.",2025-10-05 00:00:00
623,2998,4745,923,5,انا في نص الطريق وبنصح الكل يدخل المينتورشيب دي بجد فرصه العمر,2025-09-23 00:00:00
624,1802,3827,582,5,المينتور خبرته في السوق مخلياه عارف الزتونه الي الشركات بتدور عليها فعلاً,2025-08-20 00:00:00
625,582,4800,407,5,انا في نص الطريق والمينتورشيب دي فعلاً بتقدم محتوي تقني دسم جداً,2025-07-16 00:00:00
626,2757,2282,1320,4,نصيحه لاي Beginer: المينتور ده هيبني لك اساس خرسانه مش هتلاقيه بره,2025-04-21 00:00:00
627,2220,4474,1015,3,المينتورشيب دي بتركز علي الـ Clean Code اكتر من مجرد كتابه وظاءف,2025-04-10 00:00:00
628,3055,2821,711,5,الرود ماب دي بوصله حقيقيه لاي حد تايه في مجال الـ Tech,2026-02-22 00:00:00
629,2683,4192,616,3,الرود ماب بتنتهي بمشروع تخرج كبير بيتم تقيمه من المينتور شخصياً,2025-09-15 00:00:00
630,3178,5087,1498,1,المجال ده ممتع بس مش الي عايز اتخصص فيه,2025-10-18 00:00:00
631,3323,3002,865,3,الشرح ماشي بالظبط مع الـ Documentation مفيش فيه ابداع شخصي,2025-11-14 00:00:00
632,2096,4684,81,3,كنسلت لان المواعيد مكانتش ثابته خالص وده بوظ لي جدولي,2025-10-11 00:00:00
633,3114,2685,319,5,المينتور بيعرف يشرح الـ SQL باسلوب يخليك تحب الـ Database,2026-02-03 00:00:00
634,2839,2859,1361,4,المينتور دايماً متابعنا وبيدينا Push لادام لما بنكسل,2025-06-29 00:00:00
635,3233,3393,1325,4,التاسكات فيها تحديات بتخلي الواحد يطلع احسن ما عنده بجد,2025-09-24 00:00:00
636,2025,3943,614,5,I just completed my graduation project with the help of the mentor.,2026-03-24 00:00:00
637,2691,1686,1423,5,مفيش مينتور في مصر بيشرح الـ System Design بالبساطه والاحترافيه دي,2026-01-29 00:00:00
638,790,3510,1297,5,This mentorship is chef's kis 🤌. Everything from A to Z is top quality.,2024-12-26 00:00:00
639,1364,1711,913,5,"Being halfway through, I can say this is the best carer move I've made.",2025-12-03 00:00:00
640,135,4528,952,5,الـ Suport team محترفين جداً وحلوا لي مشكله الـ Subscription فوراً,2025-11-19 00:00:00
641,338,3829,1364,4,هذه المينتورشيب هي الخيار الامثل لكل من يريد التاسيس الصحيح,2026-01-08 00:00:00
642,1103,2064,1080,4,المينتور بيشرح الـ Testing باسلوب يخليك تهتم بجوده الكود غصب عنك,2025-03-03 00:00:00
643,2363,2815,1421,4,انا في نص الطريق وحاس ان الـ Mentor ده بيدينا زتونه الخبره بجد,2025-12-22 00:00:00
644,2551,1770,992,5,لسه مخلص والمينتور ساعدني افهم ازاي اتعامل مع الـ Pul Requests بذكاء,2026-01-30 00:00:00
645,1512,1787,999,3,المينتورشيب فيها توازن بس محتاجه اهتمام اكتر بالجانب التقني العملي,2026-01-18 00:00:00
646,1641,4295,327,1,I'm not in the right headspace to continue right now,2024-07-23 00:00:00
647,801,3057,1294,1,الـ Suport team نايم في العسل ومش بيحلوا مشاكلنا,2024-06-10 00:00:00
648,558,4621,47,3,كنسلت المينتورشيب لانها محتاجه التزام مكنتش قادره عليه حالياً,2025-11-03 00:00:00
649,194,4800,1476,5,بجد الرود ماب دي هي الي خلتني الاقي وظيفه احلامي بسرعه,2025-10-24 00:00:00
650,1670,2224,1320,5,بجد المينتور بروفيشينال جداً في التعامل وفي الشرح,2025-04-30 00:00:00
651,3138,3825,1407,4,السيشنز الايف دايما فيها معلومات من المطبخ مفيش حد بيقولها بره,2026-01-10 00:00:00
652,3202,3686,1188,4,السيشنز الايف فيها روح مرحه بتخلينا مش عايزينها تخلص,2025-12-18 00:00:00
653,2308,3808,936,5,لو عايز تفهم كواليس الشركات، المينتورشيب دي هي المكان الصح ليك,2025-08-31 00:00:00
654,2655,5071,749,3,الرود ماب تقليديه، خلصت نصها بس محستش بجديد عن اليوتيوب,2025-06-04 00:00:00
655,1341,2977,1207,5,المينتور بيعرف يشرح الـ SQL باسلوب حد خبير في الـ Query Optimization,2025-12-29 00:00:00
656,2923,5277,123,5,The mentor is a visionary. He knows exactly which technologies wil dominate the market in 2026.,2026-01-09 00:00:00
657,2559,3386,414,5,I love the mentor’s energy; he keps the whole cohort motivated.,2024-07-13 00:00:00
658,320,2976,793,5,حبيت جداً الـ Slack chanel بتاعتنا، الروح فيها كلها تعاون,2025-11-17 00:00:00
659,198,4687,771,3,المينتورشيب مجانيه فمش هقدر اشتكي بس التنظيم محتاج Level up,2025-11-26 00:00:00
660,627,5492,839,3,المينتور شاطر بس الـ Fedback بتاعه ملوش لازمه، كلمه واحده بس بجد,2025-12-07 00:00:00
661,1793,4550,13,5,The mentor’s sneak peks into real company repos were so col to se.,2025-04-14 00:00:00
662,2563,2796,734,5,المينتور خبرته في الـ Cloud خرافيه، بسط لنا الـ Microservices بذكاء,2025-11-16 00:00:00
663,127,3113,1368,4,المينتور مطلع علي كل ما هو جديد ويحدث المحتوي باستمرار,2025-12-19 00:00:00
664,1647,5411,1178,5,I just crushed my first technical interview thanks to the mentor's dep dive into system design!,2025-12-07 00:00:00
665,1599,4086,1022,1,كنت محتاج مينتور بأسلوب تعليم مختلف,2026-01-21 00:00:00
666,2980,3513,381,4,الشرح بالانجليزي بس، وده صعب علينا بس خلانا غصب عنا نطور لغتنا,2026-03-08 00:00:00
667,2985,2903,1060,1,الرود ماب دي سهله اوي، لدرجه ان المينتور نفسه مش عارف يطبقها لايف,2024-11-28 00:00:00
668,2533,1679,1251,3,Just finished; it was a god experience for a fre program but neds beter organization.,2025-11-13 00:00:00
669,2174,5290,391,3,الشرح كويس بس المينتور بيطول اوي في الـ Intro كل مره بجد,2025-11-29 00:00:00
670,1734,3983,978,4,Just finished! The mentor helped me fix a bug I’ve had for weks.,2025-09-30 00:00:00
671,1548,3769,12,4,المينتور دايماً بشوش وروحه حلوه وده بيهون علينا ضغط المذاكره والتاسكات,2025-11-22 00:00:00
672,151,3224,702,3,المينتورشيب كويسه بس كنت اتمني المينتور يدي وقت اكتر لـ Q&A,2025-09-01 00:00:00
673,693,4877,1022,4,احلي حاجه ان المينتور بيدينا نصايح ازاي نذاكر صح ونظم وقتنا,2025-07-03 00:00:00
674,2274,2285,243,4,لسه مخلص والـ Mentor ساعدني اظبط الـ GitHub Profile بتاعي باحترافيه,2025-07-05 00:00:00
675,2278,4753,236,3,انا في نص الكورس وبدات اشعر بعض الـ Repetitive content,2025-10-08 00:00:00
676,1628,4010,867,5,بجد المينتور موسوعه ماشيه علي الارض، مفيش سءال ملوش جواب عنده,2024-11-02 00:00:00
677,1685,4321,602,4,المينتور دايماً بيشجعنا نغلط ونجرب تاني، وده كسر الخوف جوايا تماماً,2024-12-22 00:00:00
678,1910,2307,1018,5,المينتور بيشرح بضمير وبيركز جداً علي الـ Clean Code والـ Paterns,2025-12-22 00:00:00
679,451,4877,781,3,المينتور دايماً بيبدا السيشن بتوضيح الاهداف الي هنوصل لها النهارده,2025-09-20 00:00:00
680,1979,4348,273,3,عملت كنسل لمينتورشيب لان الـ Roadmap كانت طويله بزياده عن وقتي المتاح,2024-05-08 00:00:00
681,2779,4966,352,3,المينتور بيشرح كويس بس بيستخدم انجليزي كتير جداً وده بيتعبني في الفهم,2025-12-02 00:00:00
682,1230,4462,1188,5,المينتور عنده صبر ايوب بجد، بيعيد المعلومه عشر مرات لحد ما نفهما,2026-02-15 00:00:00
683,3151,3145,58,5,التاسكات كانت كابوس وطلعت عينا، بس النتيجه اني بقيت غول كود,2026-01-07 00:00:00
684,1943,4690,1250,5,بصراحه المينتور ده فنان في تبسيط الـ Data Science المعقده,2025-11-04 00:00:00
685,485,3066,451,5,لسه مخلص المينتورشيب وحاس اني بنيت ثقه في نفسي مرعبه بجد,2025-11-02 00:00:00
686,2831,5331,151,5,Halfway through and I’m vibin' with this backend roadmap. It's so logic-heavy.,2025-09-23 00:00:00
687,3273,4837,332,4,I apreciate the mentor’s emphasis on writing scalable and clean code.,2025-07-15 00:00:00
688,882,3039,960,5,المينتور بيفهمنا الـ Trade-ofs بين كل تكنولوجي والتانيه بذكاء,2026-01-19 00:00:00
689,104,2330,186,4,انا في نص الطريق وبجد المينتورشيب ذي غيرت نظرتي لبرمجه تماماً,2025-09-30 00:00:00
690,304,4985,1374,5,لسه واخد الـ Certificate والمينتور كان بيشجعنا لحد اخر ثانيه في الكورس,2024-09-18 00:00:00
691,3042,3041,151,5,تجربه التعلم متعه جداً ومحستش بلحظه مل طول الكورس,2026-01-06 00:00:00
692,2626,5392,1207,5,المينتور دايماً بشوش وبيتقبل اسءلتنا بصدر رحب جداً,2026-02-04 00:00:00
693,1308,3784,753,5,المينتور دايماً طاقته ايجابيه وبيشجعنا حتي لما بنغلط في التاسكات,2025-02-25 00:00:00
694,1919,5408,814,5,The mentor provides great resources and aditional learning materials.,2026-04-02 00:00:00
695,1621,2540,1084,3,The explanation is aceptable but I expected more practical projects.,2025-10-09 00:00:00
696,1713,3536,777,5,المينتور يدمج بين الجانب النظري والعملي باحترافيه منقطعه النظير,2025-11-11 00:00:00
697,1699,3248,395,3,I’m halfway through; the content is god but I expected more interaction.,2025-06-18 00:00:00
698,2429,2617,352,3,Halfway through; I wish there were more team-based colaboration tasks.,2026-02-11 00:00:00
699,2018,4166,1402,3,انا في نص الطريق، الشرح مقبول بس المواعيد محتاجه تكون منظمه اكتر من كده,2025-08-04 00:00:00
700,942,3871,9,5,المينتور كان بيسهر معانا عشان نخلص الـ Graduation Project,2025-11-01 00:00:00
701,3084,5040,140,5,This roadmap is slick. Every module builds on the last one perfectly.,2025-02-13 00:00:00
702,1301,4586,1402,4,الكورس ده غير تفكيري تماماً في البرمجه وخلاني احب الـ Problem Solving,2025-08-07 00:00:00
703,645,3782,1359,3,خلصت المينتورشيب، كانت تجربه متوسطه لا هي وحشه ولا هي متازه,2025-01-15 00:00:00
704,995,2269,935,5,المينتورشيب خلتني واثق جداً في نفسي وانا داخل اي Technical Interview,2024-12-31 00:00:00
705,3161,2301,655,4,Just finished! The project we built is the centerpiece of my portfolio and recruiters love it.,2025-09-09 00:00:00
706,707,5246,275,5,الرود ماب دي هي الكتالوج الي كنت محتاجه عشان ابقي Pro,2024-08-20 00:00:00
707,2382,5343,1357,4,احسن حاجه ان المينتورشيب مجانيه وبناخد فيها علم برايمري بجد,2024-06-21 00:00:00
708,83,1699,525,4,اشعر بامتنان شديد لمينتور علي مجهوده الجبار طوال الكورس,2026-01-25 00:00:00
709,3292,4389,1320,5,المينتور بيعرف يبسط المعلومه المعقده ويخليها تافه في ثواني,2025-06-29 00:00:00
710,58,2320,13,4,المينتور ذيب ويفهمها وهي طايره، احسن مينتور مر علي صراحه,2025-08-23 05:33:40
711,2409,2489,376,5,تجربه التعلم متعه جداً وبجد شكراً لمينتور وكل حد ساعد في تنظيم ده,2025-06-11 00:00:00
712,2225,5251,1063,5,المينتور بيشرح الـ Regex باسلوب عبقري، خلاني احبها بعد كره سنين بجد,2024-12-06 00:00:00
713,3168,3460,96,4,انا دلوقتي في نص المينتورشيب ومبهور بكميه الـ Best Practices الي عرفتها,2026-01-15 00:00:00
714,1944,4423,1093,5,The mentorship environment is so suportive and ful of real knowledge.,2025-11-26 00:00:00
715,643,4463,843,5,المينتور دايماً مطلع علي الـ State of the art technologies وبيحدثنا,2026-01-17 00:00:00
716,834,4332,970,3,Halfway through and I fel like I’m just doing the bare minimum.,2025-02-17 00:00:00
717,95,1954,432,5,المينتور بيشرح الـ DB Scaling باسلوب حد عاصر الكود وفهمه صح,2025-10-20 00:00:00
718,2804,1661,696,5,The mentor’s dep dive into performance optimization was eye-opening.,2025-11-12 00:00:00
719,426,2387,1395,5,انا في نص الطريق وبدات اطبق الـ Design Paterns الي المينتور شرحها,2025-08-26 00:00:00
720,56,1927,880,1,مشاكل التواصل خلت المينتورشيب صعبه,2025-05-20 00:00:00
721,2732,1892,1201,5,الرود ماب دي هي طوق النجاه لاي حد عايز يدخل الـ Big Tech,2025-05-13 00:00:00
722,3212,4197,1460,5,الرود ماب فيها وقت كافي لمراجعه عشان مفيش حد يقع منه اي جزء,2025-12-18 00:00:00
723,1104,3512,836,5,لسه مخلص وبقول لكل الناس: المينتورشيب دي نقطه تحول في حياتي,2024-12-24 00:00:00
724,415,2658,614,5,المينتور دايماً بيدينا الـ Best Practices الي الشركات العالميه بتطلبها,2025-10-06 00:00:00
725,3117,5399,557,5,الرود ماب منظمه جداً وكل جزء فيها يمهد لطريق لما بعده,2025-08-12 00:00:00
726,1974,4277,260,4,لسه مخلص وحاس اني اتطورت في 3 شهور اكتر من سنه مذاكره لوحدي,2025-11-15 00:00:00
727,2682,2511,796,3,السيشنز بتبدا في مواعيدها بس المينتور بيطول اوي في الـ Intro كل مره,2025-09-25 00:00:00
728,710,4620,1430,5,"Honestly, this mentor is a legend. He knows the industry like nobody else.",2025-12-13 00:00:00
729,912,4785,329,3,بسبب ظروف صحيه اضطريت الغي المينتورشيب,2025-03-06 00:00:00
730,2001,2926,714,5,الـ Suport team ساعدوني اغير مواعيد السيشنز عشان شغلي,2025-09-09 00:00:00
731,2222,3070,79,5,الكورس ده كان بمثابه طوق نجاه ليا وسط زحمه المجالات كتير,2024-11-17 00:00:00
732,783,1695,850,4,المينتور فنان في اختيار المشاريع، بجد استفدت جداً من خبرته,2026-03-30 00:00:00
733,648,3180,11,5,تجربه التعلم هنا مختلفه تماماً عن الكورسات الاونلاين التانيه,2026-01-13 00:00:00
734,820,4922,1208,5,الشرح بالعاميه المصريه خلي المصطلحات التقنيه الصعبه ميه ميه,2026-02-15 00:00:00
735,1814,2286,270,5,المينتور موسوعه وتقدر تساله في اي تكنولوجي تانيه وبيجاوبك بذكاء,2026-02-04 00:00:00
736,1090,3590,1077,5,المينتور ده في حته تانيه خالص، شرحه لـ Architecture انضف من كورسات Udemy,2025-10-20 00:00:00
737,1232,3304,1004,5,المينتور بيغير المواعيد فجاه، بس السيشنز بتاعته متفوتش الصراحه,2025-03-24 00:00:00
738,400,4006,771,5,احلي حاجه ان المينتور بيفهمنا الـ Why قبل الـ How في الكود,2025-12-19 00:00:00
739,417,2951,39,3,"I am in the midle of the program, the content is god but fedback is slow.",2025-02-25 00:00:00
740,1524,2120,1278,3,انا في نص الطريق وحاس ان فيه مواضيع بتاخد وقت اكتر من حقها,2025-10-20 00:00:00
741,1260,2096,326,3,Halfway through and I’m just neutral about the whole experience so far.,2025-12-06 00:00:00
742,2814,2933,96,4,بصراحه المينتور ده قدوه ليا في المجال وبجد فخور اني اتعلمت منه,2026-01-15 00:00:00
743,715,4927,1210,5,المينتور بيسال اسءله محرجه، بس ده الي بيخلينا نذاكر بجد وخوف,2025-12-25 00:00:00
744,2337,4447,624,5,The mentor shares real-world experience that you won't find in boks.,2025-12-19 00:00:00
745,1764,4948,169,5,Halfway through and I’ve already built a real-time chat ap using the concepts we learned.,2025-11-29 00:00:00
746,1265,2020,791,4,بجد الرود ماب دي هي الي خلتني احب المجال من تاني,2026-02-08 00:00:00
747,1257,4030,637,5,المينتور دايماً بيشجعنا نسال Why? قبل ما نكتب سطر كود واحد,2026-02-07 00:00:00
748,1885,3750,970,3,هل المينتورشيب دي بتعتمد علي الحضور الايف ولا الفيديوهات المسجله؟,2025-03-14 00:00:00
749,2941,4488,319,3,المينتورشيب دي بتعلمنا ازاي نعمل Code Review لبعض باحترافيه,2026-01-10 00:00:00
750,3039,4278,1478,5,الرود ماب دي مختصر مفيد لكل الي محتاج اعرفه عشان الاقي اول وظيفه,2026-01-04 00:00:00
751,2723,1811,1397,5,الرود ماب دي وفرت عليا مجهود سنين من التشت في الكورسات,2025-10-02 00:00:00
752,671,4384,309,5,المينتور بيعرف يوصل المعلومه لاصغر عقل موجود في السيشن براعه,2026-01-27 00:00:00
753,189,4503,970,5,Just finished! The mentor’s guidance on Git rebase made our team colaboration so much smother.,2025-06-07 04:40:24
754,260,4489,1080,5,مكنتش متخيل اني هوصل لنص الطريق بالسرعه دي وبالمستوي ده بجد,2025-03-15 00:00:00
755,670,4384,1060,3,المينتورشيب محتاجه تفرغ تام عشان تقدر تلاحق علي كميه الداتا المطلوبه,2025-02-07 00:00:00
756,1333,3581,1072,5,بجد المينتور بيقدر يوصل المعلومه لاصغر عقل موجود في السيشن,2025-11-29 00:00:00
757,1147,2592,588,4,المينتورشيب خلتني احس اني جزء من Comunity شاطر وبيدعم بعضه بجد,2026-02-04 00:00:00
758,2202,5470,410,1,Halfway through and I'm quiting. The teaching style is just not profesional at al.,2025-08-28 00:00:00
759,2170,4142,227,5,التاسكات خلتني ابني بروجكت كامل لوحدي في اسبوع واحد,2025-03-02 00:00:00
760,2520,3481,1402,5,The mentor’s debuging sesions are god-tier. He finds bugs in seconds.,2025-07-03 00:00:00
761,1027,2019,1248,4,المينتور بيشرح الـ Security بذكاء وبيعرفنا ازاي نحمي الـ Endpoints,2025-09-11 00:00:00
762,1550,3879,664,5,This fre mentorship ofers beter value than many paid courses.,2025-09-30 00:00:00
763,887,4037,186,5,لسه مخلص وبجد المينتورشيب دي كانت The best decision خدته,2026-01-21 00:00:00
764,337,2271,81,5,The mentor's real-world analogies make abstract concepts very clear.,2025-08-11 17:16:11
765,2317,4567,826,5,المينتور فنان في الـ Debuging، علمني كيف اصيد الـ Bugs بسرعه,2025-12-29 00:00:00
766,1982,5382,109,5,الرود ماب دي مختصر مفيد لكل الي محتاجه عشان ابدا كـ Developer,2025-12-14 00:00:00
767,1991,2818,182,3,عملت كنسل لان المواعيد كانت Unstable وبتغير في اخر دقيقه,2025-03-22 00:00:00
768,1362,2980,357,5,Halfway through the journey and I can finaly read complex documentation.,2025-07-01 00:00:00
769,814,1995,468,5,المينتور دايماً بيضيف لمسه فكاه في الشرح بتهون علينا صعوبه المجال,2025-11-14 00:00:00
770,2376,5313,1429,5,المينتور طريقته في الـ Logic خرافيه، بسط لنا اشياء كانت معقده,2025-01-26 00:00:00
771,1824,4687,1428,5,The best fre mentorship ever! The mentor is a real life-changer.,2026-02-01 00:00:00
772,1240,2492,661,5,الرود ماب شامله كل الاساسيات الي كنت بقع فيها دايماً في يوتيوب,2026-02-01 00:00:00
773,3096,2922,865,3,السيشنز الايف زحمه وايد وصعب المينتور يرد علي كل الاسءله بجد,2026-03-07 00:00:00
774,1615,3854,1250,3,انا في نص الطريق، الشرح Fair enough بس المواعيد محتاجه ضبط,2025-12-25 00:00:00
775,1996,2571,749,5,Truly amazing mentorship; the mentor's field experience is very evident.,2025-06-07 00:00:00
776,351,3030,39,4,انا في الاسبوع الرابع والمينتور بدا يدخلنا في التقيل بذكاء وتدريج,2025-04-20 00:00:00
777,2841,2859,186,4,The mentor’s energy at 9 PM is the same as 9 AM. Absolute legend!,2025-09-20 00:00:00
778,1262,4003,525,5,المينتورشيب مجانيه اه، بس المجهود الي بتبذله فيها يخليها اغلي من اي كورس,2026-03-17 00:00:00
779,2340,2411,1022,4,I am halfway through and the mentorship has exceded al my expectations.,2025-05-02 00:00:00
780,2358,2662,958,5,Just finished! I fel like I've gained five years of experience in just thre months of hard work.,2025-11-30 00:00:00
781,2681,4901,1159,3,Halfway through; the mentor is helpful but the fedback is just OK.,2025-12-22 00:00:00
782,2101,2042,970,5,المينتور عنده صبر ايوب وبيجاوب علي كل الاسءله مهما كانت بسيطه,2025-04-16 00:00:00
783,2855,3121,1310,3,انا في نص المينتورشيب، المينتور يساعد بس الـ Fedback يتاخر شوي,2024-05-27 00:00:00
784,2568,2462,1236,5,الرود ماب فيها وقت مخص لمراجعه عشان نلحق نلم الي فاتنا,2026-01-19 00:00:00
785,1443,4184,1498,4,المينتور بيشرح الـ Architecture بعبقريه، خلاني اشوف الصوره الكبيره بجد,2026-01-02 00:00:00
786,2545,3325,1022,5,المينتور بيشرح الـ Git Workflow باسلوب السينيورز الحقيقين,2025-05-03 00:00:00
787,2304,4514,483,4,المينتور يشرح بدقه متناهيه ويركز علي جوده الكود ونظافته,2025-08-01 00:00:00
788,1525,2378,169,5,The mentor's industry insights are truly invaluable for any aspiring dev.,2026-01-28 00:00:00
789,2583,2159,583,5,انا دلوقتي في الاسبوع العاشر، والمينتور لسه بيبهرنا بـ Real-life cases,2025-09-07 00:00:00
790,2463,2519,952,5,بصراحه المينتور ده فنان في تحويل الـ Math لبرمجه متعه,2025-11-30 00:00:00
791,907,1550,706,1,الرود ماب ناقصه اجزاء تقنيه اساسيه، سحبوا علينا في اهم موديول بجد,2025-11-18 00:00:00
792,3162,2301,657,4,الرود ماب دي وفرت عليا شهور من البحث العشواءي في اليوتيوب,2025-01-14 00:00:00
793,2564,2796,970,3,Halfway through and I fel the program is just satisfactory for now.,2025-02-07 00:00:00
794,2956,3701,359,3,الشرح مقبول بس المينتور بيمشي بالظبط علي الـ Slides مفيش ابداع,2025-01-07 00:00:00
795,1381,4817,796,5,احلي حاجه ان الـ Fedback بيجي مفصل، سطر بسطر لمشروع,2025-10-16 00:00:00
796,2656,5071,385,5,انا دلوقتي في نص المينتورشيب ومستمتع جداً بكل تاسك بنعمله,2025-07-12 00:00:00
797,2229,4563,1498,5,انا دلوقتي في نص المينتورشيب وحاس بفرق كبير جداً في مستوي تفكيري,2025-10-31 00:00:00
798,116,4905,978,3,المينتورشيب دي مدتها 3 ساعات اسبوعياً مقسمه علي سيشنين,2025-08-01 00:00:00
799,3243,1617,109,5,كل سيشن بخرج منها حاس اني اتطورت ليفل تانٍ خالص,2025-10-18 00:00:00
800,2908,1702,273,5,المينتور بروفيشينال جداً وبيدينا Fedback تقني عميق بيطورنا فعلاً,2024-03-09 00:00:00
801,2250,3872,1118,5,The mentor is very patient when explaining dificult logic to beginers.,2024-08-20 00:00:00
802,402,2807,39,1,The drive I had at the start just faded away unfortunately,2025-03-19 00:00:00
803,1506,3281,260,5,المينتور متابع معانا الـ Progres بتاعنا اسبوع باسبوع بدقه متناهيه,2026-02-08 00:00:00
804,3304,2491,525,5,The roadmap provides a very solid foundation for backend development.,2026-01-16 00:00:00
805,2868,2963,1129,4,انا في نص المينتورشيب وبجد المينتور طاقته بتخليني عايز اتعلم اكتر,2025-04-19 00:00:00
806,2733,5377,807,5,لسه مخلص وبجد المينتور قدوه في الالتزام وفي نقل العلم بضمير,2025-06-23 00:00:00
807,668,4237,1364,5,المينتور بيشرح الـ SQL باسلوب يخليك تحب الـ Database وتفهمها ميه ميه,2026-01-22 00:00:00
808,981,3255,1205,3,كنسلت المينتورشيب لاني وجدت مصدراً اخر يناسب اسلوبي اكثر,2025-03-26 00:00:00
809,443,4319,1461,4,بصراحه استفدت جداً والـ Mentor كان صبور معانا لاقصي درجه,2025-04-25 14:24:39
810,2120,2838,535,5,Halfway through and I’ve already leveled up my JS game big time.,2025-10-01 00:00:00
811,2991,2864,952,5,المينتور اسلوبه غريب، بس نتاءجه مع الطلبه واضحه ومبهره,2026-02-23 00:00:00
812,2659,2175,1022,5,بجد المينتور ده قدوه ليا في الالتزام وفي حب الشغلانه دي,2025-05-02 00:00:00
813,2259,4764,395,5,انا في نص المينتورشيب وحاس بفرق كبير في الـ Code Quality بتاعي,2025-09-18 00:00:00
814,1698,3404,319,3,"The roadmap is fine for a foundation, but it’s not enough for a senior role.",2025-12-10 00:00:00
815,1465,2545,81,4,"Honestly, this mentor is a legend. He makes complex stuf lok so easy.",2025-07-11 00:00:00
816,2047,1936,979,3,المواعيد بتغير فجاه وده بيعمل لي لغبطه كبيره في جدولي الاسبوعي,2025-08-25 00:00:00
817,2395,3008,696,3,هل المينتور متاح لرد علي الاسءله الفرديه خارج وقت السيشن الرسميه؟,2025-12-27 00:00:00
818,569,5052,365,5,الشرح بالعاميه المصريه خلي المصطلحات التقنيه تثبت في دماغي فوراً,2025-08-31 00:00:00
819,1708,3712,504,5,بجد شابوه لمينتور علي مجهوده الجبار معانا رغم ان السيشنز كانت طويله,2024-09-29 00:00:00
820,708,4549,109,5,التاسكات بتعلمنا ازاي نكتب Reusable Code وده فرق معايا جداً,2025-08-04 00:00:00
821,2327,3170,1060,4,بجد المينتورشيب دي تحفه فنيه، المينتور ده استاذ ورءيس قسم,2025-03-03 00:00:00
822,2769,2734,791,5,The way he explains asynchronous programing is absolutely briliant.,2026-02-23 00:00:00
823,1077,5273,364,3,انا في نص المينتورشيب، المواعيد ثابته بس بتبقي To late بجد,2024-10-13 00:00:00
824,2460,5286,521,5,المينتور دايماً بيدينا الـ Why قبل الـ How وده قمه الاحترام لعقلنا,2025-08-20 00:00:00
825,2836,5386,807,4,The mentor taught us how to write tests properly. My code is now more stable than ever before.,2025-08-04 00:00:00
826,188,1714,1294,5,المينتور دايماً بيدينا نصايح ازاي نذاكر ونواكب التطور السريع في المجال,2025-05-06 00:23:50
827,2882,4383,120,5,المينتور اسلوبه سمح ويبسط المعلومه بشكل يخليك تحب المذاكره,2026-01-19 00:00:00
828,210,5299,1486,4,المينتور بيعلمنا ازاي نستخدم الـ DevTols كانا بروفيشينالز في المجال,2025-11-18 02:58:23
829,2234,4084,923,5,عاش بجد احسن تجربه تعلم مريت بيها لحد دلوقتي,2025-09-06 00:00:00
830,313,5405,647,3,I’m halfway through; the mentor is helpful but he talks to much English.,2026-01-03 00:00:00
831,1243,4707,1053,3,لسه مخلص المينتورشيب، هي كويسه لمبتدءين بس مش هتنفع المحترفين,2024-04-06 00:00:00
832,2236,2694,441,5,The mentor is incredibly patient with beginers. He never makes you fel bad for not knowing.,2024-09-27 00:00:00
833,1004,2812,835,3,انا في نص الطريق والتاسكات بدات تبقي دش مجهود مش اكتر,2025-10-30 00:00:00
834,111,2271,55,3,السيشنز الايف مفيده بس اوقات بتبقي زحمه والكل بيتكلم في نفس الوقت,2024-10-22 00:00:00
835,678,3101,1463,5,"Compared to other mentors, this one actualy codes live and doesn't hide bugs.",2025-09-09 00:00:00
