MentorshipRequirementId,ProgramId,TechnologyId,RequiredExperienceLevel
2323,821,77,advanced
2324,822,72,beginner
2325,822,75,beginner
2326,822,73,none
2327,823,103,none
2328,823,101,none
2329,823,97,intermediate
2330,824,101,none
2331,824,103,intermediate
2332,824,96,beginner
2333,825,96,none
2334,825,101,beginner
2335,825,103,beginner
2336,826,10,none
2337,826,21,none
2338,826,19,beginner
2339,827,111,none
2340,827,110,none
2341,827,115,none
2342,828,121,none
2343,828,122,beginner
2344,828,120,beginner
2345,829,108,beginner
2346,829,104,beginner
2347,829,109,beginner
2348,830,109,intermediate
2349,830,104,none
2350,830,108,none
2351,831,127,intermediate
2352,831,125,none
2353,831,126,beginner
2354,832,117,none
2355,832,119,none
2356,832,118,beginner
2357,833,125,none
2358,833,126,intermediate
2359,833,127,beginner
2360,834,14,none
2361,834,10,none
2362,834,20,none
2363,835,18,none
2364,835,14,none
2365,835,10,intermediate
2366,836,3,intermediate
2367,836,1,beginner
2368,836,6,beginner
2369,837,44,advanced
2370,837,46,none
2371,837,36,none
2372,838,18,beginner
2373,838,13,none
2374,838,20,beginner
2375,839,44,none
2376,839,36,none
2377,839,46,advanced
2378,840,13,advanced
2379,840,18,beginner
2380,840,20,beginner
2381,841,46,none
2382,841,42,none
2383,841,44,beginner
2384,842,76,beginner
2385,842,80,none
2386,842,77,none
2387,843,76,none
2388,843,79,none
2389,843,80,none
2390,844,59,none
2391,844,58,beginner
2392,845,80,none
2393,845,76,none
2394,845,79,intermediate
2395,846,59,intermediate
2396,846,58,none
2397,847,39,advanced
2398,847,44,intermediate
2399,848,39,intermediate
2400,848,44,none
2401,849,54,intermediate
2402,849,49,none
2403,849,53,none
2404,850,31,intermediate
2405,850,35,intermediate
2406,851,53,beginner
2407,851,49,none
2408,851,54,none
2409,852,67,none
2410,852,66,none
2411,852,65,none
2412,853,62,none
2413,853,60,none
2414,853,59,beginner
2415,854,33,none
2416,854,29,beginner
2417,854,32,none
2418,855,36,none
2419,855,40,beginner
2420,855,38,none
2421,856,40,beginner
2422,856,38,beginner
2423,856,36,beginner
2424,857,29,none
2425,857,31,none
2426,857,32,none
2427,858,4,advanced
2428,858,1,intermediate
2429,858,3,none
2430,859,4,none
2431,859,3,intermediate
2432,859,1,intermediate
2433,860,4,none
2434,860,1,beginner
2435,860,3,none
2436,861,4,none
2437,861,3,beginner
2438,861,1,none
2439,862,1,none
2440,862,4,none
2441,862,3,advanced
2442,863,31,none
2443,863,32,beginner
2444,863,30,none
2445,864,46,intermediate
2446,864,42,beginner
2447,864,36,intermediate
2448,865,42,none
2449,865,44,none
2450,865,46,beginner
2451,866,17,beginner
2452,866,12,beginner
2453,866,10,beginner
2454,867,20,none
2455,867,17,advanced
2456,867,13,beginner
2457,868,60,none
2458,868,64,none
2459,869,65,beginner
2460,869,70,beginner
2461,870,70,none
2462,870,65,beginner
2463,871,70,advanced
2464,871,65,beginner
2465,872,65,beginner
2466,872,70,beginner
2467,873,117,beginner
2468,873,118,intermediate
2469,874,117,intermediate
2470,875,44,advanced
2471,875,38,beginner
2472,875,47,none
2473,876,38,beginner
2474,876,42,none
2475,876,45,intermediate
2476,877,9,beginner
2477,877,8,none
2478,877,1,beginner
2479,878,42,none
2480,878,45,intermediate
2481,878,44,beginner
2482,879,125,none
2483,879,126,beginner
2484,880,93,beginner
2485,880,94,beginner
2486,880,91,advanced
2487,881,103,none
2488,881,96,none
2489,881,97,none
2490,882,94,none
2491,882,91,beginner
2492,882,93,none
2493,883,98,beginner
2494,883,96,beginner
2495,883,103,advanced
2496,884,86,beginner
2497,884,88,none
2498,884,85,beginner
2499,885,63,none
2500,885,59,none
2501,885,60,intermediate
2502,886,63,none
2503,886,59,none
2504,886,57,none
2505,887,75,beginner
2506,887,72,beginner
2507,887,73,none
2508,888,91,advanced
2509,888,94,beginner
2510,889,75,beginner
2511,889,73,intermediate
2512,889,74,beginner
2513,890,73,none
2514,890,74,beginner
2515,890,72,beginner
2516,891,14,none
2517,891,16,none
2518,891,20,none
2519,892,14,intermediate
2520,892,20,intermediate
2521,892,16,beginner
2522,893,14,intermediate
2523,893,16,intermediate
2524,893,20,advanced
2525,894,38,beginner
2526,894,40,none
2527,895,40,intermediate
2528,895,38,none
2529,896,12,none
2530,896,13,none
2531,896,11,none
2532,897,48,none
2533,897,52,none
2534,897,49,beginner
2535,898,11,none
2536,898,13,none
2537,898,12,none
2538,899,13,none
2539,899,12,none
2540,899,11,beginner
2541,900,48,beginner
2542,900,52,beginner
2543,900,49,none
2544,901,123,beginner
2545,901,122,intermediate
2546,901,121,beginner
2547,902,113,none
2548,902,110,none
2549,902,114,none
2550,903,123,beginner
2551,903,122,none
2552,903,121,advanced
2553,904,123,none
2554,904,122,none
2555,904,121,none
2556,905,126,none
2557,905,127,beginner
2558,905,124,beginner
2559,906,116,beginner
2560,906,118,beginner
2561,906,119,none
2562,907,121,none
2563,907,122,none
2564,907,120,beginner
2565,908,2,advanced
2566,908,5,beginner
2567,909,151,beginner
2568,909,152,none
2569,909,154,advanced
2570,910,136,beginner
2571,910,138,none
2572,910,140,none
2573,911,151,beginner
2574,911,152,none
2575,911,154,none
2576,912,151,intermediate
2577,912,152,beginner
2578,912,154,beginner
2579,913,152,beginner
2580,913,154,beginner
2581,913,151,beginner
2582,914,110,intermediate
2583,914,115,intermediate
2584,914,111,beginner
2585,915,123,beginner
2586,915,120,none
2587,915,121,intermediate
2588,916,104,intermediate
2589,916,109,beginner
2590,916,106,beginner
2591,917,109,none
2592,917,108,beginner
2593,917,106,intermediate
2594,918,14,none
2595,918,20,beginner
2596,918,16,none
2597,919,20,none
2598,919,16,none
2599,919,19,beginner
2600,920,14,intermediate
2601,920,19,none
2602,920,20,beginner
2603,921,24,none
2604,921,26,advanced
2605,921,22,beginner
2606,922,148,beginner
2607,922,146,beginner
2608,922,147,beginner
2609,923,148,none
2610,923,147,none
2611,923,146,beginner
2612,924,151,none
2613,924,150,none
2614,924,154,none
2615,925,44,beginner
2616,925,40,beginner
2617,925,37,none
2618,926,13,beginner
2619,926,12,beginner
2620,926,17,beginner
2621,927,17,intermediate
2622,927,10,beginner
2623,927,13,none
2624,928,54,beginner
2625,928,49,none
2626,928,48,beginner
2627,929,54,beginner
2628,929,52,none
2629,929,49,none
2630,930,14,beginner
2631,930,10,beginner
2632,930,17,beginner
2633,931,103,none
2634,931,101,none
2635,931,100,advanced
2636,932,75,intermediate
2637,932,72,none
2638,932,73,beginner
2639,933,75,none
2640,933,73,none
2641,933,72,beginner
2642,934,73,beginner
2643,934,72,none
2644,934,75,none
2645,935,153,beginner
2646,935,151,beginner
2647,935,152,none
2648,936,154,none
2649,936,151,none
2650,936,150,intermediate
2651,937,142,none
2652,937,144,beginner
2653,937,141,none
2654,938,144,beginner
2655,938,143,intermediate
2656,938,142,intermediate
2657,939,129,none
2658,939,134,beginner
2659,939,128,beginner
2660,940,90,none
2661,940,89,intermediate
2662,940,94,beginner
2663,941,83,intermediate
2664,941,85,advanced
2665,941,84,beginner
2666,942,86,beginner
2667,942,85,beginner
2668,942,83,none
2669,943,83,beginner
2670,943,85,none
2671,943,84,beginner
2672,944,60,none
2673,944,57,intermediate
2674,944,63,beginner
2675,945,97,intermediate
2676,945,100,intermediate
2677,945,96,none
2678,946,57,intermediate
2679,946,60,none
2680,946,63,none
2681,947,140,beginner
2682,947,135,none
2683,947,137,none
2684,948,136,beginner
2685,948,137,beginner
2686,948,140,none
2687,949,154,none
2688,949,150,beginner
2689,949,153,beginner
2690,950,153,none
2691,950,150,none
2692,950,154,intermediate
2693,951,134,intermediate
2694,951,128,none
2695,951,132,none
2696,952,143,none
2697,952,142,none
2698,952,141,none
2699,953,145,none
2700,953,144,beginner
2701,953,143,none
2702,954,144,intermediate
2703,954,143,none
2704,954,141,none
2705,955,72,none
2706,955,73,beginner
2707,955,71,none
2708,956,73,none
2709,956,71,none
2710,956,72,none
2711,957,72,beginner
2712,957,71,intermediate
2713,957,73,none
2714,958,6,none
2715,958,3,advanced
2716,958,1,none
2717,959,53,none
2718,959,52,intermediate
2719,959,48,none
2720,960,48,none
2721,960,52,none
2722,960,53,intermediate
2723,961,1,beginner
2724,961,6,none
2725,961,3,advanced
2726,962,52,none
2727,962,53,none
2728,962,48,none
2729,963,62,none
2730,963,60,beginner
2731,963,57,intermediate
2732,964,65,beginner
2733,964,67,none
2734,964,68,none
2735,965,56,none
2736,965,48,beginner
2737,965,54,none
2738,966,8,advanced
2739,966,2,intermediate
2740,967,2,beginner
2741,968,8,advanced
2742,969,56,beginner
2743,969,54,beginner
2744,969,48,none
2745,970,26,beginner
2746,970,25,beginner
2747,971,34,none
2748,971,33,beginner
2749,971,32,none
2750,972,10,none
2751,972,20,advanced
2752,972,11,none
2753,973,25,none
2754,973,26,intermediate
2755,974,65,intermediate
2756,974,67,beginner
2757,974,68,intermediate
2758,975,67,none
2759,975,68,none
2760,975,66,none
2761,976,66,none
2762,976,68,intermediate
2763,976,67,beginner
2764,977,74,none
2765,977,73,none
2766,977,72,none
2767,978,1,none
2768,978,2,none
2769,978,8,none
2770,979,3,beginner
2771,979,2,none
2772,979,1,beginner
2773,980,54,none
2774,980,48,intermediate
2775,980,51,none
2776,981,51,none
2777,981,54,beginner
2778,981,48,advanced
2779,982,49,none
2780,982,52,none
2781,982,54,beginner
2782,983,13,intermediate
2783,983,16,none
2784,983,11,intermediate
2785,984,49,beginner
2786,984,54,beginner
2787,984,52,intermediate
2788,985,32,beginner
2789,986,29,advanced
2790,986,32,beginner
2791,987,32,beginner
2792,987,29,beginner
2793,988,19,intermediate
2794,989,105,none
2795,989,104,beginner
2796,989,109,none
2797,990,125,intermediate
2798,990,127,none
2799,990,126,beginner
2800,991,126,none
2801,991,124,intermediate
2802,991,127,none
2803,992,1,none
2804,992,5,intermediate
2805,992,7,none
2806,993,29,none
2807,993,33,none
2808,993,32,beginner
2809,994,10,beginner
2810,994,18,none
2811,994,11,beginner
2812,995,1,beginner
2813,995,8,none
2814,995,7,none
2815,996,31,none
2816,996,35,intermediate
2817,996,32,none
2818,997,1,intermediate
2819,997,2,advanced
2820,997,8,none
2821,998,8,advanced
2822,998,2,none
2823,998,1,none
2824,999,57,none
2825,999,59,none
2826,999,60,beginner
2827,1000,58,none
2828,1000,59,none
2829,1000,57,intermediate
2830,1001,58,beginner
2831,1001,60,beginner
2832,1001,57,advanced
2833,1002,127,none
2834,1002,126,beginner
2835,1002,124,advanced
2836,1003,126,beginner
2837,1003,124,none
2838,1003,127,none
2839,1004,107,beginner
2840,1004,105,beginner
2841,1004,104,beginner
2842,1005,127,advanced
2843,1005,126,none
2844,1005,124,none
2845,1006,20,intermediate
2846,1006,11,beginner
2847,1006,15,none
2848,1007,47,none
2849,1007,36,beginner
2850,1007,38,beginner
2851,1008,20,beginner
2852,1008,15,advanced
2853,1008,11,none
2854,1009,44,intermediate
2855,1009,47,none
2856,1009,38,beginner
2857,1010,20,advanced
2858,1010,11,none
2859,1010,15,none
2860,1011,123,none
2861,1011,120,none
2862,1011,121,advanced
2863,1012,59,beginner
2864,1012,63,intermediate
2865,1012,58,beginner
2866,1013,72,intermediate
2867,1013,73,intermediate
2868,1013,75,beginner
2869,1014,72,none
2870,1014,73,none
2871,1014,75,advanced
2872,1015,136,none
2873,1015,135,intermediate
2874,1015,138,intermediate
2875,1016,134,intermediate
2876,1016,131,none
2877,1016,128,none
2878,1017,137,none
2879,1017,135,beginner
2880,1017,138,none
2881,1018,137,none
2882,1018,135,none
2883,1018,138,none
2884,1019,7,none
2885,1019,3,none
2886,1019,1,advanced
2887,1020,31,intermediate
2888,1020,29,none
2889,1020,30,beginner
2890,1021,3,none
2891,1021,1,advanced
2892,1021,7,none
2893,1022,3,none
2894,1022,5,none
2895,1022,7,beginner
2896,1023,8,none
2897,1023,6,beginner
2898,1023,7,none
2899,1024,11,none
2900,1024,13,none
2901,1024,17,beginner
2902,1025,46,beginner
2903,1025,38,intermediate
2904,1025,36,intermediate
2905,1026,22,beginner
2906,1026,24,none
2907,1027,36,beginner
2908,1027,38,beginner
2909,1027,46,none
2910,1028,31,none
2911,1028,32,beginner
2912,1028,33,intermediate
2913,1029,22,intermediate
2914,1030,24,beginner
2915,1030,25,none
2916,1030,27,intermediate
2917,1031,28,none
2918,1031,25,none
2919,1031,27,none
2920,1032,25,none
2921,1032,23,none
2922,1032,24,none
2923,1033,23,beginner
2924,1033,24,advanced
2925,1033,25,none
2926,1034,59,beginner
2927,1035,59,beginner
2928,1035,58,beginner
2929,1036,58,beginner
2930,1037,59,none
2931,1037,58,intermediate
2932,1038,59,intermediate
2933,1038,58,none
2934,1039,117,beginner
2935,1039,119,none
2936,1039,118,none
2937,1040,116,intermediate
2938,1040,119,beginner
2939,1040,118,beginner
2940,1041,123,beginner
2941,1041,122,beginner
2942,1041,120,intermediate
2943,1042,75,beginner
2944,1042,74,beginner
2945,1042,72,none
2946,1043,66,beginner
2947,1043,65,beginner
2948,1043,68,beginner
2949,1044,66,beginner
2950,1044,65,none
2951,1044,68,none
2952,1045,73,none
2953,1045,72,intermediate
2954,1045,74,beginner
2955,1046,66,none
2956,1046,68,none
2957,1046,65,beginner
2958,1047,57,beginner
2959,1047,60,none
2960,1047,59,none
2961,1048,57,advanced
2962,1048,60,intermediate
2963,1048,59,none
2964,1049,118,none
2965,1049,119,advanced
2966,1049,117,beginner
2967,1050,117,beginner
2968,1050,116,beginner
2969,1050,119,intermediate
2970,1051,111,none
2971,1051,112,none
2972,1051,114,intermediate
2973,1052,110,beginner
2974,1052,114,beginner
2975,1052,112,advanced
2976,1053,85,none
2977,1053,83,none
2978,1053,84,intermediate
2979,1054,86,none
2980,1054,84,none
2981,1054,83,intermediate
2982,1055,85,none
2983,1055,84,beginner
2984,1055,83,beginner
2985,1056,85,beginner
2986,1056,83,none
2987,1056,86,none
2988,1057,78,beginner
2989,1057,76,none
2990,1057,79,beginner
2991,1058,76,beginner
2992,1058,79,beginner
2993,1058,78,beginner
2994,1059,63,beginner
2995,1059,60,none
2996,1059,59,intermediate
2997,1060,54,none
2998,1060,49,none
2999,1060,56,advanced
3000,1061,49,beginner
3001,1061,54,advanced
3002,1061,53,beginner
3003,1062,54,beginner
3004,1062,56,beginner
3005,1062,53,none
3006,1063,66,none
3007,1063,69,none
3008,1063,65,advanced
3009,1064,67,beginner
3010,1064,66,beginner
3011,1064,69,beginner
3012,1065,69,intermediate
3013,1065,66,beginner
3014,1065,65,none
3015,1066,79,beginner
3016,1066,76,beginner
3017,1066,77,none
3018,1067,77,intermediate
3019,1067,79,intermediate
3020,1067,76,none
3021,1068,69,intermediate
3022,1068,67,beginner
3023,1068,70,beginner
3024,1069,119,intermediate
3025,1070,127,none
3026,1070,124,none
3027,1070,126,advanced
3028,1071,108,intermediate
3029,1072,119,beginner
3030,1073,18,none
3031,1073,14,intermediate
3032,1073,20,intermediate
3033,1074,34,intermediate
3034,1075,10,intermediate
3035,1075,19,beginner
3036,1075,18,intermediate
3037,1076,34,advanced
3038,1077,53,none
3039,1077,49,beginner
3040,1077,54,intermediate
3041,1078,40,beginner
3042,1078,41,none
3043,1078,42,none
3044,1079,31,none
3045,1079,32,none
3046,1079,30,beginner
3047,1080,10,none
3048,1080,14,none
3049,1080,11,beginner
3050,1081,15,none
3051,1081,13,beginner
3052,1081,20,beginner
3053,1082,120,beginner
3054,1082,122,beginner
3055,1082,121,beginner
3056,1083,116,none
3057,1083,118,none
3058,1083,117,beginner
3059,1084,116,none
3060,1084,118,none
3061,1084,117,beginner
3062,1085,84,none
3063,1085,83,beginner
3064,1085,86,none
3065,1086,65,none
3066,1086,66,none
3067,1086,70,beginner
3068,1087,86,none
3069,1087,85,intermediate
3070,1087,83,advanced
3071,1088,66,beginner
3072,1088,65,beginner
3073,1088,70,none
3074,1089,33,none
3075,1089,30,none
3076,1089,32,none
3077,1090,44,beginner
3078,1091,24,beginner
3079,1091,25,beginner
3080,1091,26,beginner
3081,1092,25,intermediate
3082,1092,26,none
3083,1092,23,none
3084,1093,82,beginner
3085,1093,84,intermediate
3086,1093,86,none
3087,1094,99,none
3088,1094,103,beginner
3089,1094,96,beginner
3090,1095,82,intermediate
3091,1095,85,beginner
3092,1095,86,intermediate
3093,1096,51,none
3094,1096,56,none
3095,1096,48,beginner
3096,1097,56,none
3097,1097,51,intermediate
3098,1097,48,beginner
3099,1098,23,beginner
3100,1098,27,intermediate
3101,1099,23,none
3102,1099,27,advanced
3103,1100,27,beginner
3104,1100,23,none
3105,1101,72,none
3106,1101,73,beginner
3107,1101,71,none
3108,1102,80,intermediate
3109,1102,76,beginner
3110,1102,77,none
3111,1103,73,beginner
3112,1103,71,none
3113,1103,72,beginner
3114,1104,84,beginner
3115,1104,82,none
3116,1104,85,intermediate
3117,1105,39,beginner
3118,1105,37,beginner
3119,1105,44,none
3120,1106,74,none
3121,1106,72,advanced
3122,1106,73,none
3123,1107,65,none
3124,1107,67,intermediate
3125,1107,69,beginner
3126,1108,42,beginner
3127,1108,40,none
3128,1108,37,none
3129,1109,38,beginner
3130,1109,47,none
3131,1109,36,beginner
3132,1110,36,beginner
3133,1110,44,none
3134,1110,47,none
3135,1111,30,beginner
3136,1111,31,beginner
3137,1111,33,none
3138,1112,31,advanced
3139,1112,30,beginner
3140,1112,33,intermediate
3141,1113,126,none
3142,1113,125,none
3143,1113,127,beginner
3144,1114,120,none
3145,1114,121,intermediate
3146,1114,122,none
3147,1115,127,intermediate
3148,1115,125,beginner
3149,1115,126,none
3150,1116,106,none
3151,1116,104,none
3152,1116,107,beginner
3153,1117,116,intermediate
3154,1117,119,none
3155,1118,116,intermediate
3156,1118,119,beginner
3157,1119,119,advanced
3158,1120,126,beginner
3159,1120,124,intermediate
3160,1120,125,advanced
3161,1121,126,intermediate
3162,1121,124,beginner
3163,1121,125,none
3164,1122,114,advanced
3165,1122,111,none
3166,1122,113,intermediate
3167,1123,124,none
3168,1123,125,intermediate
3169,1123,126,beginner
3170,1124,84,none
3171,1124,85,beginner
3172,1124,82,beginner
3173,1125,84,beginner
3174,1125,85,none
3175,1125,82,advanced
3176,1126,19,intermediate
3177,1126,10,beginner
3178,1126,13,none
3179,1127,13,none
3180,1127,19,none
3181,1127,10,none
3182,1128,31,none
3183,1128,32,beginner
3184,1128,33,beginner
3185,1129,19,none
3186,1129,20,intermediate
3187,1129,13,beginner
3188,1130,65,beginner
3189,1130,69,intermediate
3190,1131,69,intermediate
3191,1132,22,intermediate
3192,1132,24,none
3193,1133,8,none
3194,1133,7,advanced
3195,1134,24,none
3196,1135,36,none
3197,1135,44,none
3198,1135,39,beginner
3199,1136,110,beginner
3200,1136,113,none
3201,1136,111,intermediate
3202,1137,143,intermediate
3203,1137,142,none
3204,1137,144,beginner
3205,1138,96,advanced
3206,1138,100,intermediate
3207,1138,103,beginner
3208,1139,96,beginner
3209,1139,103,advanced
3210,1139,100,beginner
3211,1140,72,none
3212,1140,73,none
3213,1140,71,none
3214,1141,96,none
3215,1141,103,intermediate
3216,1141,100,none
3217,1142,72,beginner
3218,1142,73,none
3219,1142,75,beginner
3220,1143,70,advanced
3221,1144,88,beginner
3222,1144,85,none
3223,1144,84,none
3224,1145,88,beginner
3225,1145,85,beginner
3226,1145,84,intermediate
3227,1146,91,intermediate
3228,1146,95,beginner
3229,1146,89,beginner
3230,1147,74,advanced
3231,1148,1,none
3232,1148,5,none
3233,1148,3,intermediate
3234,1149,31,advanced
3235,1149,33,none
3236,1149,35,intermediate
3237,1150,1,none
3238,1150,5,beginner
3239,1150,9,beginner
3240,1151,33,none
3241,1151,32,intermediate
3242,1151,30,none
3243,1152,33,intermediate
3244,1152,30,none
3245,1152,31,none
3246,1153,5,none
3247,1153,1,none
3248,1153,8,beginner
3249,1154,106,beginner
3250,1154,104,beginner
3251,1154,105,beginner
3252,1155,105,none
3253,1155,104,none
3254,1155,106,advanced
3255,1156,105,none
3256,1156,104,beginner
3257,1156,106,beginner
3258,1157,105,beginner
3259,1157,104,intermediate
3260,1157,106,intermediate
3261,1158,20,none
3262,1158,13,advanced
3263,1158,11,none
3264,1159,22,beginner
3265,1159,23,none
3266,1159,26,none
3267,1160,11,advanced
3268,1160,21,beginner
3269,1160,20,none
3270,1161,11,advanced
3271,1161,21,none
3272,1161,20,none
3273,1162,11,beginner
3274,1162,21,none
3275,1162,20,intermediate
3276,1163,31,none
3277,1163,32,beginner
3278,1163,34,beginner
3279,1164,34,none
3280,1164,32,beginner
3281,1164,31,none
3282,1165,3,intermediate
3283,1165,8,none
3284,1165,9,advanced
3285,1166,32,none
3286,1166,31,intermediate
3287,1166,33,intermediate
3288,1167,3,none
3289,1167,9,none
3290,1167,5,beginner
3291,1168,78,beginner
3292,1168,80,none
3293,1168,77,none
3294,1169,59,none
3295,1169,61,intermediate
3296,1169,57,beginner
3297,1170,61,none
3298,1170,59,beginner
3299,1170,57,advanced
3300,1171,78,beginner
3301,1171,80,none
3302,1171,77,none
3303,1172,1,none
3304,1172,5,beginner
3305,1172,3,beginner
3306,1173,12,none
3307,1173,20,none
3308,1173,19,none
3309,1174,12,none
3310,1174,11,intermediate
3311,1174,20,none
3312,1175,23,none
3313,1175,22,advanced
3314,1175,25,none
3315,1176,49,none
3316,1176,54,beginner
3317,1176,56,intermediate
3318,1177,4,none
3319,1177,3,intermediate
3320,1177,5,beginner
3321,1178,48,beginner
3322,1178,54,intermediate
3323,1178,49,beginner
3324,1179,44,beginner
3325,1179,37,none
3326,1179,42,none
3327,1180,37,beginner
3328,1180,44,none
3329,1180,41,none
3330,1181,53,intermediate
3331,1181,49,beginner
3332,1181,54,intermediate
3333,1182,60,none
3334,1182,64,intermediate
3335,1182,57,none
3336,1183,57,beginner
3337,1183,60,none
3338,1183,58,none
3339,1184,17,beginner
3340,1184,14,intermediate
3341,1184,20,none
3342,1185,25,beginner
3343,1185,22,none
3344,1186,14,none
3345,1186,10,none
3346,1186,21,none
3347,1187,25,intermediate
3348,1187,22,beginner
3349,1188,20,intermediate
3350,1188,10,none
3351,1188,17,none
3352,1189,3,none
3353,1189,1,none
3354,1189,7,none
3355,1190,1,none
3356,1190,3,none
3357,1190,7,intermediate
3358,1191,7,advanced
3359,1191,3,beginner
3360,1191,1,advanced
3361,1192,124,none
3362,1192,126,none
3363,1193,114,none
3364,1193,113,beginner
3365,1193,110,none
3366,1194,126,intermediate
3367,1194,124,beginner
3368,1195,126,beginner
3369,1196,152,advanced
3370,1196,151,none
3371,1196,154,none
3372,1197,141,none
3373,1197,142,none
3374,1197,144,none
3375,1198,135,intermediate
3376,1198,136,none
3377,1198,140,none
3378,1199,140,none
3379,1199,135,beginner
3380,1199,136,none
3381,1200,144,intermediate
3382,1200,141,beginner
3383,1200,142,beginner
3384,1201,31,none
3385,1201,29,beginner
3386,1201,33,beginner
3387,1202,19,beginner
3388,1202,13,none
3389,1203,98,intermediate
3390,1203,103,beginner
3391,1203,96,beginner
3392,1204,154,beginner
3393,1204,150,none
3394,1204,151,beginner
3395,1205,154,intermediate
3396,1205,150,none
3397,1205,151,beginner
3398,1206,148,beginner
3399,1206,147,none
3400,1206,146,none
3401,1207,147,intermediate
3402,1207,148,none
3403,1207,146,none
3404,1208,124,beginner
3405,1208,127,none
3406,1208,125,none
3407,1209,118,none
3408,1209,116,intermediate
3409,1209,117,beginner
3410,1210,127,beginner
3411,1210,126,none
3412,1210,125,none
3413,1211,37,beginner
3414,1211,43,beginner
3415,1211,38,none
3416,1212,13,intermediate
3417,1212,14,none
3418,1212,18,beginner
3419,1213,36,beginner
3420,1213,43,none
3421,1213,38,none
3422,1214,14,beginner
3423,1214,13,intermediate
3424,1214,18,none
3425,1215,42,beginner
3426,1215,43,none
3427,1215,39,none
3428,1216,10,beginner
3429,1216,17,intermediate
3430,1217,17,none
3431,1218,17,intermediate
3432,1218,10,beginner
3433,1219,49,advanced
3434,1219,55,beginner
3435,1219,48,none
3436,1220,40,beginner
3437,1220,37,intermediate
3438,1221,84,none
3439,1221,88,beginner
3440,1221,86,none
3441,1222,60,none
3442,1222,59,intermediate
3443,1222,58,none
3444,1223,86,none
3445,1223,88,none
3446,1223,85,none
3447,1224,8,intermediate
3448,1224,4,none
3449,1224,1,intermediate
3450,1225,4,advanced
3451,1225,8,none
3452,1225,5,none
3453,1226,50,beginner
3454,1226,48,none
3455,1226,54,none
3456,1227,18,beginner
3457,1227,13,beginner
3458,1227,11,beginner
3459,1228,48,none
3460,1228,50,intermediate
3461,1228,54,beginner
3462,1229,31,intermediate
3463,1229,33,intermediate
3464,1229,32,beginner
3465,1230,36,beginner
3466,1230,37,none
3467,1230,43,beginner
3468,1231,9,beginner
3469,1231,5,none
3470,1232,36,none
3471,1232,43,none
3472,1232,37,intermediate
3473,1233,37,none
3474,1233,43,beginner
3475,1233,36,beginner
3476,1234,9,none
3477,1234,5,advanced
3478,1235,49,none
3479,1235,48,none
3480,1235,56,advanced
3481,1236,2,none
3482,1236,8,none
3483,1236,3,none
3484,1237,15,beginner
3485,1237,10,beginner
3486,1237,20,none
3487,1238,3,none
3488,1238,1,beginner
3489,1238,8,intermediate
3490,1239,55,intermediate
3491,1239,49,none
3492,1239,54,none
3493,1240,48,beginner
3494,1240,54,beginner
3495,1240,49,intermediate
3496,1241,25,none
3497,1241,23,beginner
3498,1241,24,beginner
3499,1242,3,none
3500,1242,1,none
3501,1242,2,none
3502,1243,23,beginner
3503,1243,25,none
3504,1243,27,none
3505,1244,23,none
3506,1244,24,none
3507,1244,27,intermediate
3508,1245,122,none
3509,1245,123,intermediate
3510,1245,120,none
3511,1246,9,beginner
3512,1246,3,none
3513,1247,36,intermediate
3514,1247,39,none
3515,1247,44,none
3516,1248,23,beginner
3517,1248,25,beginner
3518,1248,26,none
3519,1249,3,beginner
3520,1249,23,none
3521,1250,119,beginner
3522,1250,116,none
3523,1250,117,beginner
3524,1251,123,none
3525,1251,121,none
3526,1251,120,beginner
3527,1252,104,none
3528,1252,109,none
3529,1252,108,none
3530,1253,123,none
3531,1253,120,none
3532,1253,121,none
3533,1254,85,none
3534,1254,86,beginner
3535,1254,88,none
3536,1255,73,intermediate
3537,1255,71,beginner
3538,1256,116,beginner
3539,1256,118,none
3540,1256,117,none
3541,1257,97,intermediate
3542,1257,103,intermediate
3543,1257,96,beginner
3544,1258,59,beginner
3545,1258,58,beginner
3546,1258,60,none
3547,1259,59,none
3548,1259,57,none
3549,1259,60,none
3550,1260,96,none
3551,1260,103,none
3552,1260,97,none
3553,1261,99,beginner
3554,1261,97,none
3555,1261,96,none
3556,1262,111,none
3557,1262,110,none
3558,1262,113,none
3559,1263,125,none
3560,1263,126,intermediate
3561,1263,124,none
3562,1264,112,none
3563,1264,111,beginner
3564,1264,110,beginner
3565,1265,134,beginner
3566,1265,129,none
3567,1265,128,beginner
3568,1266,150,beginner
3569,1266,153,none
3570,1266,154,beginner
3571,1267,134,none
3572,1267,128,none
3573,1267,129,none
3574,1268,38,beginner
3575,1268,44,none
3576,1268,46,none
3577,1269,20,beginner
3578,1269,10,none
3579,1269,21,intermediate
3580,1270,46,beginner
3581,1270,44,none
3582,1270,36,beginner
3583,1271,3,none
3584,1271,9,advanced
3585,1271,1,beginner
3586,1272,44,beginner
3587,1272,37,none
3588,1272,38,intermediate
3589,1273,14,beginner
3590,1273,11,none
3591,1273,10,beginner
3592,1274,53,none
3593,1274,48,beginner
3594,1275,6,intermediate
3595,1275,8,intermediate
3596,1276,119,beginner
3597,1276,116,none
3598,1276,118,beginner
3599,1277,116,none
3600,1277,119,beginner
3601,1277,118,none
3602,1278,125,none
3603,1278,124,none
3604,1278,126,beginner
3605,1279,5,intermediate
3606,1279,3,beginner
3607,1279,9,beginner
3608,1280,4,beginner
3609,1280,5,beginner
