ApplicationId,ProgramId,MenteeProfileId,AppliedAt,DecisionAt,Status,MeetRequirements
9582,933,3698,2025-08-20 00:00:00,2025-08-23 00:00:00,rejected,1
9583,1593,3698,2025-08-22 00:00:00,2025-09-11 00:00:00,accepted,1
9584,2168,3698,2025-08-11 00:00:00,2025-08-14 00:00:00,accepted,1
9585,3016,4691,2025-07-29 00:00:00,2025-08-11 00:00:00,accepted,1
9586,2087,4691,2025-06-07 00:00:00,2025-06-27 00:00:00,rejected,1
9587,1566,3378,2026-01-02 00:00:00,2026-01-11 00:00:00,accepted,1
9588,2542,3378,2024-09-16 00:00:00,2024-10-03 00:00:00,rejected,1
9589,2197,3378,2025-11-14 00:00:00,2025-11-27 00:00:00,accepted,1
9590,2505,3378,2025-10-20 00:00:00,2025-10-21 00:00:00,accepted,1
9591,2872,2749,2025-09-22 00:00:00,2025-10-02 00:00:00,accepted,1
9592,1597,2749,2025-02-20 00:00:00,2025-03-12 00:00:00,rejected,1
9593,2621,5090,2025-11-17 00:00:00,,pending,1
9594,2996,5090,2025-04-07 00:00:00,,pending,1
9595,989,5090,2025-09-02 00:00:00,,pending,1
9596,1736,5090,2025-06-17 00:00:00,2025-06-18 00:00:00,accepted,1
9597,2562,2895,2025-11-26 00:00:00,2025-12-16 00:00:00,accepted,1
9598,766,2895,2025-06-26 00:00:00,2025-07-07 00:00:00,accepted,1
9599,2886,2895,2025-02-26 00:00:00,2025-03-02 00:00:00,rejected,1
9600,1276,4390,2025-08-17 00:00:00,,pending,1
9601,2671,4390,2025-10-25 00:00:00,,pending,1
9602,1039,4390,2025-10-05 00:00:00,2025-10-06 00:00:00,rejected,1
9603,76,5238,2024-04-17 00:00:00,2024-04-27 00:00:00,accepted,1
9604,367,5238,2025-05-12 00:00:00,2025-05-18 00:00:00,accepted,1
9605,969,5238,2025-08-18 00:00:00,2025-08-29 00:00:00,accepted,1
9606,527,5238,2025-11-03 00:00:00,2025-11-10 00:00:00,accepted,1
9607,2862,4356,2025-10-05 00:00:00,,pending,1
9608,23,4356,2025-02-24 00:00:00,,pending,1
9609,3061,4356,2025-08-14 00:00:00,2025-08-27 00:00:00,canceled,1
9610,2838,2558,2024-10-02 00:00:00,2024-10-09 00:00:00,accepted,1
9611,97,2558,2025-06-26 00:00:00,2025-07-08 00:00:00,accepted,1
9612,1732,3273,2025-08-16 00:00:00,,pending,1
9613,519,3273,2024-01-09 00:00:00,2024-01-22 00:00:00,accepted,1
9614,1079,4661,2024-10-14 00:00:00,2024-11-03 00:00:00,accepted,1
9615,2843,4661,2025-04-12 00:00:00,2025-04-25 00:00:00,accepted,1
9616,2035,4661,2025-09-27 00:00:00,,pending,1
9617,3170,4661,2025-03-21 00:00:00,2025-04-07 00:00:00,accepted,1
9618,2557,2484,2025-07-29 00:00:00,2025-08-14 00:00:00,rejected,1
9619,1861,2484,2025-11-14 00:00:00,2025-11-29 00:00:00,rejected,1
9620,2542,2484,2024-08-31 00:00:00,2024-09-10 00:00:00,accepted,1
9621,1124,2484,2025-10-06 00:00:00,,pending,1
9622,1774,1724,2025-08-10 00:00:00,,pending,1
9623,5,1724,2025-04-13 00:00:00,,alerted,0
9624,2245,2276,2025-04-08 00:00:00,2025-04-25 00:00:00,rejected,1
9625,2248,2276,2025-10-16 00:00:00,2025-10-30 00:00:00,rejected,1
9626,3158,3997,2025-07-09 00:00:00,2025-07-27 00:00:00,accepted,1
9628,475,3997,2024-08-30 00:00:00,2024-09-13 00:00:00,accepted,1
9629,2868,3997,2024-12-22 00:00:00,2024-12-31 00:00:00,accepted,1
9630,1197,4114,2025-06-16 00:00:00,,pending,1
9631,2215,4114,2025-09-27 00:00:00,,pending,1
9632,176,4114,2025-07-17 00:00:00,2025-08-05 00:00:00,accepted,1
9633,2671,2697,2025-09-15 00:00:00,2025-09-30 00:00:00,canceled,1
9634,832,2697,2025-09-12 00:00:00,2025-09-14 00:00:00,rejected,1
9635,1597,2845,2024-12-25 00:00:00,2025-01-10 00:00:00,accepted,1
9636,3039,2845,2025-08-17 00:00:00,,pending,1
9637,1105,2845,2025-10-14 00:00:00,2025-10-28 00:00:00,accepted,1
9638,2563,1725,2025-10-23 00:00:00,2025-11-01 00:00:00,canceled,1
9639,877,1725,2024-11-29 00:00:00,2024-12-12 00:00:00,rejected,1
9640,2926,4870,2025-07-01 00:00:00,2025-07-02 00:00:00,accepted,1
9641,2652,4870,2025-12-09 00:00:00,,pending,1
9642,1801,4870,2025-12-07 00:00:00,,pending,1
9643,5,1772,2025-06-08 00:00:00,,alerted,0
9644,4,1772,2025-03-13 00:00:00,,alerted,0
9645,1459,1772,2024-12-14 00:00:00,,pending,1
9646,1673,3500,2025-08-11 00:00:00,,pending,1
9647,1498,3500,2025-09-01 00:00:00,2025-09-09 00:00:00,accepted,1
9648,811,1967,2025-12-07 00:00:00,,pending,1
9649,291,1967,2025-07-16 00:00:00,,pending,1
9650,1534,4985,2025-07-19 00:00:00,2025-08-01 00:00:00,accepted,1
9651,79,4985,2025-08-13 00:00:00,2025-08-20 00:00:00,accepted,1
9652,77,4985,2025-02-04 00:00:00,2025-02-05 00:00:00,accepted,1
9653,2215,5139,2025-10-30 00:00:00,2025-11-18 00:00:00,rejected,1
9654,1370,5139,2024-07-24 00:00:00,,pending,1
9655,95,2078,2024-07-03 00:00:00,2024-07-10 00:00:00,accepted,1
9656,2926,2078,2025-08-22 00:00:00,,pending,1
9657,1794,4582,2025-07-23 00:00:00,2025-07-31 00:00:00,canceled,1
9661,553,3401,2025-10-10 00:00:00,2025-10-11 00:00:00,accepted,1
9662,1954,3401,2025-09-24 00:00:00,,pending,1
9663,2833,3401,2025-05-30 00:00:00,,pending,1
9664,2616,4161,2025-11-15 00:00:00,2025-11-19 00:00:00,accepted,1
9665,645,4161,2025-04-01 00:00:00,,pending,1
9666,1720,4629,2025-08-10 00:00:00,2025-08-24 00:00:00,accepted,1
9667,1414,4629,2025-12-17 00:00:00,2026-01-02 00:00:00,accepted,1
9668,281,4126,2025-09-03 00:00:00,,pending,1
9669,2342,4126,2025-09-14 00:00:00,2025-10-04 00:00:00,accepted,1
9670,2433,2204,2025-07-08 00:00:00,2025-07-26 00:00:00,rejected,1
9671,2344,2204,2024-11-14 00:00:00,,pending,1
9672,2077,2204,2025-12-24 00:00:00,2026-01-12 00:00:00,accepted,1
9673,2392,2204,2025-07-09 00:00:00,,pending,1
9674,1366,3910,2025-10-21 00:00:00,2025-10-27 00:00:00,rejected,1
9675,3054,3910,2024-06-01 00:00:00,2024-06-11 00:00:00,canceled,1
9676,2916,2443,2025-07-18 00:00:00,,pending,1
9677,1042,2443,2025-10-08 00:00:00,2025-10-22 00:00:00,canceled,1
9678,2909,2443,2024-07-09 00:00:00,,pending,1
9679,1495,3912,2025-11-05 00:00:00,2025-11-17 00:00:00,rejected,1
9680,911,3912,2025-12-08 00:00:00,,pending,1
9681,1267,3912,2024-12-31 00:00:00,,pending,1
9682,171,3912,2024-12-20 00:00:00,2025-01-01 00:00:00,accepted,1
9683,1633,5212,2025-07-15 00:00:00,2025-08-01 00:00:00,accepted,1
9684,1907,5212,2025-10-27 00:00:00,2025-11-07 00:00:00,rejected,1
9685,617,1816,2025-11-11 00:00:00,,alerted,0
9686,317,1816,2025-10-03 00:00:00,2025-10-18 00:00:00,accepted,1
9687,2616,1816,2025-11-02 00:00:00,,pending,1
9688,3002,1816,2025-11-24 00:00:00,2025-12-10 00:00:00,accepted,1
9689,687,3790,2025-12-15 00:00:00,,pending,1
9690,1712,3790,2024-09-12 00:00:00,,pending,1
9691,3016,3790,2025-09-28 00:00:00,2025-09-30 00:00:00,accepted,1
9692,1460,3790,2024-11-21 00:00:00,,pending,1
9693,347,4180,2024-11-15 00:00:00,,alerted,0
9694,2177,4180,2025-08-10 00:00:00,2025-08-27 00:00:00,rejected,1
9695,1712,4802,2024-08-22 00:00:00,,pending,1
9696,247,4802,2024-12-04 00:00:00,,pending,1
9697,261,4621,2025-09-20 00:00:00,2025-09-26 00:00:00,accepted,1
9698,2722,4621,2025-03-02 00:00:00,2025-03-09 00:00:00,canceled,1
9699,1698,4621,2025-10-08 00:00:00,2025-10-19 00:00:00,accepted,1
9701,1121,2338,2025-06-30 00:00:00,2025-07-20 00:00:00,accepted,1
9702,747,2338,2025-05-17 00:00:00,2025-05-20 00:00:00,accepted,1
9703,2649,2338,2025-02-18 00:00:00,2025-03-09 00:00:00,accepted,1
9704,3066,2581,2025-05-11 00:00:00,2025-05-28 00:00:00,rejected,1
9705,1869,2581,2024-11-06 00:00:00,2024-11-11 00:00:00,accepted,1
9706,1213,2581,2025-08-08 00:00:00,2025-08-19 00:00:00,accepted,1
9707,175,2581,2025-10-05 00:00:00,,pending,1
9708,3128,4722,2025-10-29 00:00:00,,pending,1
9709,2809,4722,2025-07-23 00:00:00,,pending,1
9710,467,4722,2025-10-01 00:00:00,,pending,1
9711,2806,4722,2024-08-18 00:00:00,,pending,1
9712,462,5091,2025-09-04 00:00:00,,pending,1
9713,645,5091,2025-04-06 00:00:00,,alerted,0
9714,2988,3914,2024-08-18 00:00:00,2024-08-22 00:00:00,accepted,1
9715,2981,3914,2025-02-10 00:00:00,2025-02-21 00:00:00,rejected,1
9716,2375,3914,2025-03-17 00:00:00,,pending,1
9717,2580,2374,2025-04-11 00:00:00,,pending,1
9718,861,2374,2025-03-28 00:00:00,,pending,1
9719,956,1535,2025-07-18 00:00:00,2025-07-30 00:00:00,accepted,1
9720,1444,1535,2025-08-26 00:00:00,,pending,1
9721,759,4574,2025-08-19 00:00:00,2025-08-31 00:00:00,rejected,1
9722,1907,4574,2025-11-17 00:00:00,2025-12-06 00:00:00,rejected,1
9723,252,4574,2025-10-06 00:00:00,2025-10-23 00:00:00,accepted,1
9724,1062,4177,2025-08-22 00:00:00,2025-08-26 00:00:00,accepted,1
9725,1817,4177,2025-11-09 00:00:00,,pending,1
9726,2486,4177,2025-10-07 00:00:00,2025-10-09 00:00:00,accepted,1
9727,969,5052,2025-09-30 00:00:00,,pending,1
9728,369,5052,2025-05-28 00:00:00,2025-06-07 00:00:00,accepted,1
9729,3071,3204,2024-10-21 00:00:00,2024-11-02 00:00:00,rejected,1
9730,720,3204,2025-12-02 00:00:00,2025-12-20 00:00:00,rejected,1
9731,3128,3229,2025-10-19 00:00:00,2025-11-01 00:00:00,accepted,1
9732,705,3229,2024-04-10 00:00:00,2024-04-30 00:00:00,rejected,1
9733,2692,3229,2025-08-03 00:00:00,,pending,1
9734,2828,3229,2025-11-28 00:00:00,,pending,1
9735,367,3402,2025-04-22 00:00:00,2025-05-12 00:00:00,accepted,1
9736,486,3402,2025-10-16 00:00:00,2025-10-21 00:00:00,canceled,1
9737,401,1507,2025-11-09 00:00:00,2025-11-22 00:00:00,rejected,1
9738,3105,1507,2025-08-30 00:00:00,,pending,1
9739,4,1507,2025-04-15 00:00:00,,alerted,0
9740,5,1507,2025-05-31 00:00:00,,alerted,0
9741,2766,2491,2025-09-17 00:00:00,2025-10-04 00:00:00,accepted,1
9742,887,2491,2025-09-26 00:00:00,,pending,1
9743,1662,2491,2024-06-18 00:00:00,2024-07-08 00:00:00,accepted,1
9744,1287,3324,2025-07-04 00:00:00,,pending,1
9745,526,3324,2025-06-24 00:00:00,2025-07-07 00:00:00,accepted,1
9746,367,3324,2025-05-23 00:00:00,2025-05-25 00:00:00,accepted,1
9747,3066,3324,2025-05-18 00:00:00,2025-05-21 00:00:00,rejected,1
9748,1863,2043,2025-11-03 00:00:00,2025-11-12 00:00:00,accepted,1
9749,2489,2043,2025-10-01 00:00:00,,pending,1
9750,2256,3084,2025-09-10 00:00:00,2025-09-19 00:00:00,accepted,1
9751,827,3084,2025-11-12 00:00:00,,pending,1
9752,681,3546,2025-07-13 00:00:00,2025-07-25 00:00:00,accepted,1
9753,2711,3546,2025-11-17 00:00:00,2025-11-18 00:00:00,accepted,1
9754,1574,3546,2025-09-21 00:00:00,2025-09-29 00:00:00,accepted,1
9755,2264,2757,2025-09-11 00:00:00,,pending,1
9756,1525,2757,2025-08-19 00:00:00,,pending,1
9757,518,2503,2025-10-17 00:00:00,,alerted,0
9758,2414,2503,2025-12-19 00:00:00,2025-12-22 00:00:00,rejected,1
9759,1894,2503,2025-04-27 00:00:00,,pending,1
9760,436,2503,2024-08-30 00:00:00,2024-09-17 00:00:00,accepted,1
9761,698,4800,2025-06-06 00:00:00,2025-06-25 00:00:00,accepted,1
9762,904,4800,2025-11-01 00:00:00,2025-11-19 00:00:00,accepted,1
9763,827,5064,2025-11-09 00:00:00,2025-11-19 00:00:00,accepted,1
9764,2256,5064,2025-09-25 00:00:00,2025-10-07 00:00:00,accepted,1
9765,1720,5064,2025-07-25 00:00:00,2025-08-14 00:00:00,rejected,1
9766,462,3613,2025-08-05 00:00:00,,pending,1
9767,1192,3613,2024-05-27 00:00:00,,pending,1
9768,956,3680,2025-06-05 00:00:00,,pending,1
9769,2147,3680,2024-11-13 00:00:00,,pending,1
9770,2540,3680,2024-07-25 00:00:00,2024-08-11 00:00:00,accepted,1
9771,1455,2305,2025-04-19 00:00:00,2025-04-20 00:00:00,accepted,1
9772,2847,2305,2025-10-20 00:00:00,,pending,1
9773,2955,2305,2025-02-24 00:00:00,2025-02-27 00:00:00,canceled,1
9774,175,2305,2025-09-09 00:00:00,2025-09-12 00:00:00,accepted,1
9775,1414,5493,2025-10-09 00:00:00,,pending,1
9776,698,5493,2025-05-23 00:00:00,2025-05-24 00:00:00,accepted,1
9777,2671,5493,2025-11-05 00:00:00,2025-11-13 00:00:00,accepted,1
9778,2124,4073,2024-11-29 00:00:00,,pending,1
9779,699,4073,2025-07-10 00:00:00,,pending,1
9780,3157,5336,2025-04-20 00:00:00,2025-04-29 00:00:00,accepted,1
9781,2260,5336,2025-10-03 00:00:00,2025-10-09 00:00:00,accepted,1
9782,159,5336,2025-10-16 00:00:00,2025-10-21 00:00:00,accepted,1
9783,3032,2758,2024-06-04 00:00:00,,pending,1
9784,1503,2758,2025-05-15 00:00:00,2025-05-20 00:00:00,accepted,1
9785,3189,2758,2025-11-29 00:00:00,2025-12-07 00:00:00,accepted,1
9786,102,3437,2025-09-10 00:00:00,,pending,1
9787,308,3437,2025-12-28 00:00:00,2026-01-17 00:00:00,canceled,1
9788,2311,3437,2025-08-18 00:00:00,2025-08-31 00:00:00,rejected,1
9789,626,3437,2025-07-24 00:00:00,,pending,1
9790,2435,4386,2025-07-02 00:00:00,2025-07-19 00:00:00,accepted,1
9792,1469,5103,2025-08-18 00:00:00,2025-08-25 00:00:00,rejected,1
9793,2833,5103,2025-05-12 00:00:00,,pending,1
9794,977,5103,2025-08-31 00:00:00,2025-09-13 00:00:00,accepted,1
9795,956,3376,2025-08-10 00:00:00,2025-08-25 00:00:00,accepted,1
9796,2914,3376,2025-10-08 00:00:00,2025-10-13 00:00:00,accepted,1
9797,197,3376,2025-07-11 00:00:00,2025-07-28 00:00:00,canceled,1
9798,2535,3376,2025-02-15 00:00:00,2025-03-06 00:00:00,accepted,1
9799,2344,4004,2025-01-22 00:00:00,2025-02-06 00:00:00,accepted,1
9800,1250,4004,2024-04-12 00:00:00,2024-04-23 00:00:00,accepted,1
9801,261,4004,2025-09-20 00:00:00,2025-10-01 00:00:00,rejected,1
9802,775,4004,2024-07-10 00:00:00,2024-07-19 00:00:00,rejected,1
9803,2313,5488,2025-12-04 00:00:00,2025-12-13 00:00:00,accepted,1
9804,2314,5488,2025-11-29 00:00:00,2025-12-07 00:00:00,accepted,1
9805,2386,4379,2025-08-09 00:00:00,,alerted,0
9806,2295,4379,2025-04-05 00:00:00,2025-04-24 00:00:00,accepted,1
9807,730,3855,2024-06-29 00:00:00,2024-06-30 00:00:00,accepted,1
9808,1189,3855,2025-06-02 00:00:00,,pending,1
9809,874,3762,2025-11-18 00:00:00,,alerted,0
9810,261,3762,2025-07-20 00:00:00,,pending,1
9811,2769,1952,2024-10-30 00:00:00,,pending,1
9812,1960,1952,2025-09-04 00:00:00,,pending,1
9813,1546,1523,2025-06-09 00:00:00,2025-06-11 00:00:00,accepted,1
9814,2171,1523,2025-02-22 00:00:00,2025-03-07 00:00:00,rejected,1
9815,1267,1744,2025-01-17 00:00:00,2025-02-02 00:00:00,accepted,1
9816,2363,1744,2025-08-20 00:00:00,2025-08-26 00:00:00,accepted,1
9817,1265,1744,2024-09-02 00:00:00,2024-09-13 00:00:00,accepted,1
9818,703,1744,2024-05-23 00:00:00,2024-06-05 00:00:00,accepted,1
9819,1213,3880,2025-08-20 00:00:00,,pending,1
9820,1513,3880,2024-05-15 00:00:00,,pending,1
9821,1417,3880,2025-11-30 00:00:00,2025-12-02 00:00:00,accepted,1
9822,2087,3719,2025-05-30 00:00:00,2025-06-09 00:00:00,accepted,1
9823,50,3719,2025-05-13 00:00:00,2025-05-20 00:00:00,accepted,1
9824,3109,3756,2024-09-10 00:00:00,,pending,1
9825,322,3756,2024-08-20 00:00:00,2024-08-28 00:00:00,accepted,1
9826,1673,3756,2025-09-16 00:00:00,2025-10-02 00:00:00,canceled,1
9827,1496,3756,2025-06-09 00:00:00,2025-06-21 00:00:00,accepted,1
9828,143,4556,2025-10-02 00:00:00,,pending,1
9829,2987,4556,2024-05-24 00:00:00,,pending,1
9830,1923,4556,2025-07-10 00:00:00,2025-07-26 00:00:00,accepted,1
9831,1054,4556,2025-10-27 00:00:00,,pending,1
9832,1414,5391,2025-10-14 00:00:00,,pending,1
9833,1539,5391,2025-12-10 00:00:00,2025-12-26 00:00:00,accepted,1
9834,3006,5391,2025-06-18 00:00:00,2025-07-04 00:00:00,accepted,1
9835,1444,4823,2025-10-21 00:00:00,2025-10-30 00:00:00,canceled,1
9836,887,4823,2025-09-30 00:00:00,2025-10-19 00:00:00,canceled,1
9837,933,4823,2025-08-13 00:00:00,,pending,1
9838,956,4823,2025-06-19 00:00:00,2025-06-20 00:00:00,rejected,1
9839,658,2137,2025-03-31 00:00:00,,alerted,0
9840,1459,2137,2024-12-17 00:00:00,2024-12-26 00:00:00,rejected,1
9841,2251,2137,2025-04-30 00:00:00,2025-05-15 00:00:00,accepted,1
9842,1563,2137,2025-07-03 00:00:00,2025-07-11 00:00:00,accepted,1
9843,975,1853,2025-04-12 00:00:00,,pending,1
9844,2490,1853,2025-08-31 00:00:00,,pending,1
9846,1379,2563,2024-09-29 00:00:00,2024-10-02 00:00:00,canceled,1
9847,1256,2563,2024-04-06 00:00:00,2024-04-18 00:00:00,accepted,1
9848,779,2563,2025-04-14 00:00:00,2025-04-28 00:00:00,rejected,1
9849,1032,4355,2025-08-22 00:00:00,2025-08-29 00:00:00,rejected,1
9850,1185,4355,2024-10-05 00:00:00,2024-10-25 00:00:00,accepted,1
9851,569,4355,2025-12-24 00:00:00,,pending,1
9852,1907,4355,2025-11-12 00:00:00,2025-12-02 00:00:00,accepted,1
9853,354,3321,2024-06-30 00:00:00,,pending,1
9854,2509,3321,2025-10-11 00:00:00,,pending,1
9855,1560,3321,2025-06-14 00:00:00,,pending,1
9856,322,2778,2024-09-29 00:00:00,,pending,1
9857,825,2778,2025-10-14 00:00:00,,pending,1
9858,2674,4203,2024-10-18 00:00:00,,pending,1
9859,2084,4203,2025-11-29 00:00:00,2025-12-08 00:00:00,rejected,1
9860,2080,4203,2025-10-31 00:00:00,2025-11-15 00:00:00,rejected,1
9861,2853,4203,2025-11-24 00:00:00,2025-11-26 00:00:00,accepted,1
9862,3039,2340,2025-09-05 00:00:00,,pending,1
9863,95,2340,2024-06-28 00:00:00,2024-07-15 00:00:00,rejected,1
9864,2610,4168,2025-03-28 00:00:00,2025-04-03 00:00:00,accepted,1
9865,611,4168,2025-09-17 00:00:00,2025-09-30 00:00:00,canceled,1
9866,477,5338,2024-11-21 00:00:00,,alerted,0
9867,1290,5338,2024-09-22 00:00:00,2024-10-10 00:00:00,canceled,1
9869,56,2536,2025-12-13 00:00:00,2025-12-29 00:00:00,rejected,1
9870,1750,2536,2025-10-26 00:00:00,2025-11-07 00:00:00,accepted,1
9871,1414,2536,2025-12-22 00:00:00,2025-12-24 00:00:00,canceled,1
9872,2272,5492,2025-08-13 00:00:00,,pending,1
9873,2625,5492,2025-11-01 00:00:00,2025-11-15 00:00:00,accepted,1
9874,952,5492,2024-10-17 00:00:00,,pending,1
9875,978,2756,2025-01-16 00:00:00,2025-02-03 00:00:00,accepted,1
9876,2798,2756,2024-09-20 00:00:00,,pending,1
9877,2007,2756,2025-06-02 00:00:00,2025-06-11 00:00:00,rejected,1
9878,797,2756,2025-08-31 00:00:00,,pending,1
9879,2052,1688,2025-04-11 00:00:00,,pending,1
9880,729,1688,2025-07-28 00:00:00,,pending,1
9881,1495,4403,2025-10-17 00:00:00,2025-10-23 00:00:00,accepted,1
9882,1370,4403,2024-06-25 00:00:00,,pending,1
9883,2215,4403,2025-10-27 00:00:00,2025-10-30 00:00:00,accepted,1
9884,846,4448,2025-09-18 00:00:00,,alerted,0
9885,2774,4448,2025-12-04 00:00:00,,pending,1
9886,1470,4448,2025-08-30 00:00:00,2025-09-05 00:00:00,accepted,1
9887,1222,4448,2024-07-13 00:00:00,,pending,1
9888,646,2670,2025-05-22 00:00:00,2025-06-10 00:00:00,accepted,1
9889,1250,2670,2024-04-07 00:00:00,2024-04-24 00:00:00,rejected,1
9890,530,2670,2025-09-22 00:00:00,,alerted,0
9891,3154,1640,2025-10-26 00:00:00,2025-11-04 00:00:00,accepted,1
9892,530,1640,2025-11-05 00:00:00,,alerted,0
9893,422,1640,2025-10-16 00:00:00,2025-10-30 00:00:00,accepted,1
9894,752,1824,2025-10-24 00:00:00,2025-11-01 00:00:00,accepted,1
9895,1478,1824,2025-08-03 00:00:00,2025-08-12 00:00:00,accepted,1
9896,2020,1824,2025-06-07 00:00:00,2025-06-17 00:00:00,accepted,1
9897,3060,1824,2025-09-06 00:00:00,2025-09-25 00:00:00,accepted,1
9898,2868,3735,2024-12-27 00:00:00,2025-01-15 00:00:00,canceled,1
9899,475,3735,2024-09-02 00:00:00,2024-09-21 00:00:00,accepted,1
9900,2774,3735,2025-12-11 00:00:00,,pending,1
9902,234,4527,2024-04-30 00:00:00,2024-05-03 00:00:00,canceled,1
9903,2095,4527,2025-11-06 00:00:00,2025-11-19 00:00:00,rejected,1
9904,2856,4463,2024-10-15 00:00:00,2024-10-27 00:00:00,canceled,1
9905,43,4463,2025-09-05 00:00:00,2025-09-16 00:00:00,rejected,1
9906,681,4463,2025-05-20 00:00:00,2025-06-03 00:00:00,accepted,1
9907,401,4463,2025-11-26 00:00:00,2025-11-28 00:00:00,accepted,1
9908,2868,3782,2025-01-25 00:00:00,2025-02-02 00:00:00,accepted,1
9909,475,3782,2024-09-16 00:00:00,2024-09-23 00:00:00,accepted,1
9910,5,3180,2025-04-16 00:00:00,,alerted,0
9911,675,3180,2025-11-13 00:00:00,2025-11-17 00:00:00,accepted,1
9912,863,3180,2025-10-01 00:00:00,2025-10-14 00:00:00,accepted,1
9913,967,5444,2025-04-24 00:00:00,,alerted,0
9914,2609,5444,2025-07-13 00:00:00,,pending,1
9915,2608,5444,2025-08-21 00:00:00,2025-08-23 00:00:00,rejected,1
9916,507,5444,2024-07-28 00:00:00,,pending,1
9917,861,2426,2025-03-20 00:00:00,2025-03-31 00:00:00,accepted,1
9918,2886,2426,2025-04-28 00:00:00,2025-05-07 00:00:00,accepted,1
9919,1696,2105,2025-08-31 00:00:00,,pending,1
9920,1899,2105,2025-12-02 00:00:00,2025-12-17 00:00:00,accepted,1
9921,2509,4756,2025-10-17 00:00:00,,pending,1
9922,2058,4756,2025-10-07 00:00:00,2025-10-17 00:00:00,canceled,1
9923,2702,2583,2025-10-31 00:00:00,2025-11-18 00:00:00,canceled,1
9924,2843,2583,2025-05-12 00:00:00,2025-05-31 00:00:00,accepted,1
9925,2936,2583,2025-08-24 00:00:00,2025-09-07 00:00:00,accepted,1
9926,2155,2566,2025-01-18 00:00:00,,pending,1
9927,2907,2566,2025-09-22 00:00:00,,pending,1
9928,1563,4175,2025-08-01 00:00:00,2025-08-05 00:00:00,accepted,1
9929,2244,4175,2025-10-08 00:00:00,2025-10-11 00:00:00,accepted,1
9930,2037,4293,2025-11-05 00:00:00,2025-11-08 00:00:00,rejected,1
9931,967,4293,2025-04-19 00:00:00,,alerted,0
9932,1352,4293,2025-04-24 00:00:00,2025-05-10 00:00:00,accepted,1
9933,2798,4293,2024-11-03 00:00:00,,pending,1
9934,2763,3201,2025-11-19 00:00:00,,pending,1
9935,2909,3201,2024-07-22 00:00:00,,pending,1
9936,1359,3201,2025-07-06 00:00:00,2025-07-18 00:00:00,rejected,1
9937,2912,3201,2024-08-22 00:00:00,2024-08-23 00:00:00,accepted,1
9938,697,2851,2025-03-28 00:00:00,2025-04-07 00:00:00,accepted,1
9939,1461,2851,2025-08-14 00:00:00,,pending,1
9940,2215,2851,2025-09-03 00:00:00,,pending,1
9941,318,5104,2025-10-29 00:00:00,2025-11-10 00:00:00,accepted,1
9942,532,5104,2025-10-05 00:00:00,,pending,1
9943,2514,5104,2024-06-10 00:00:00,2024-06-21 00:00:00,accepted,1
9944,1393,4669,2025-09-16 00:00:00,2025-09-27 00:00:00,accepted,1
9945,698,4669,2025-06-06 00:00:00,2025-06-22 00:00:00,rejected,1
9946,1750,4669,2025-11-26 00:00:00,2025-12-16 00:00:00,accepted,1
9947,1576,5422,2025-06-08 00:00:00,2025-06-24 00:00:00,accepted,1
9948,844,5422,2025-09-28 00:00:00,,alerted,0
9949,1469,5422,2025-08-21 00:00:00,2025-09-05 00:00:00,canceled,1
9950,1750,5006,2025-12-24 00:00:00,2026-01-02 00:00:00,canceled,1
9951,645,5006,2025-04-10 00:00:00,,alerted,0
9952,787,4565,2025-09-17 00:00:00,,pending,1
9953,1990,4565,2024-08-22 00:00:00,2024-09-11 00:00:00,rejected,1
9954,358,4565,2025-09-17 00:00:00,2025-10-01 00:00:00,accepted,1
9955,2523,4565,2025-09-13 00:00:00,,pending,1
9956,2258,2400,2025-06-22 00:00:00,2025-06-28 00:00:00,canceled,1
9957,2989,2400,2025-01-08 00:00:00,2025-01-27 00:00:00,canceled,1
9958,674,2400,2025-07-29 00:00:00,,pending,1
9959,2226,2272,2025-09-08 00:00:00,2025-09-20 00:00:00,accepted,1
9960,1185,2272,2024-10-24 00:00:00,2024-11-05 00:00:00,accepted,1
9961,863,2272,2025-10-06 00:00:00,,pending,1
9962,1907,2272,2025-09-04 00:00:00,2025-09-13 00:00:00,accepted,1
9963,1109,1994,2025-05-03 00:00:00,2025-05-06 00:00:00,rejected,1
9964,1802,1994,2025-09-19 00:00:00,,pending,1
9965,658,1994,2025-06-11 00:00:00,,alerted,0
9967,1652,4237,2025-12-19 00:00:00,2025-12-30 00:00:00,accepted,1
9968,1556,4237,2025-11-15 00:00:00,2025-11-17 00:00:00,rejected,1
9969,3199,4237,2025-07-01 00:00:00,,pending,1
9970,2817,4384,2024-10-03 00:00:00,2024-10-14 00:00:00,accepted,1
9971,1231,4384,2024-11-25 00:00:00,2024-12-03 00:00:00,accepted,1
9972,773,4384,2025-10-21 00:00:00,2025-10-26 00:00:00,accepted,1
9973,1314,1897,2025-01-15 00:00:00,2025-01-29 00:00:00,canceled,1
9974,168,1897,2024-03-30 00:00:00,2024-04-16 00:00:00,canceled,1
9975,2364,1897,2025-07-29 00:00:00,,pending,1
9976,201,1897,2025-04-04 00:00:00,2025-04-21 00:00:00,accepted,1
9977,1105,3083,2025-11-02 00:00:00,,pending,1
9978,3173,3083,2025-08-28 00:00:00,2025-09-06 00:00:00,canceled,1
9979,861,3083,2025-04-07 00:00:00,2025-04-17 00:00:00,accepted,1
9980,956,5355,2025-06-05 00:00:00,,pending,1
9981,853,5355,2025-09-08 00:00:00,,pending,1
