CommentId,ProgramId,UserId,CommentText,CreatedAt,IsDeleted
548,274,4348,How much experience is needed in Kubernetes?,2025-08-28 03:00:00,no
549,371,5471,Will this mentorship cover advanced Bootstrap topics?,2025-09-17 17:00:00,no
550,371,2363,How much experience is needed in Bootstrap?,2025-09-17 02:00:00,yes
551,2814,3808,Will this mentorship cover advanced React Native topics?,2025-01-22 14:00:00,no
552,2814,4863,Can someone explain more about React Native?,2025-01-22 09:00:00,no
553,2814,3447,This is perfect for my learning goals.,2025-01-22 11:00:00,no
554,3158,1872,How much experience is needed in Nuxt.js?,2025-07-04 15:00:00,no
555,3158,1901,Can someone explain more about Nuxt.js?,2025-07-04 16:00:00,no
556,487,3746,How much experience is needed in Xamarin?,2025-02-20 04:00:00,no
557,2915,2314,Can someone explain more about ETL Pipelines?,2024-11-27 14:00:00,no
558,2915,5152,Will this mentorship cover advanced ETL Pipelines topics?,2024-11-27 07:00:00,no
559,1173,2560,Can someone explain more about ClickUp?,2025-03-16 09:00:00,no
560,1237,2593,Do I need prior knowledge of LightGBM before joining?,2025-10-20 11:00:00,no
561,1966,1766,Is OpenCV beginner friendly for this mentorship?,2024-12-30 14:00:00,no
562,513,4977,Can someone explain more about After Effects?,2025-08-21 18:00:00,no
563,2494,2745,Do I need prior knowledge of MediaPipe before joining?,2025-09-08 16:00:00,no
564,1509,4701,Do I need prior knowledge of GraphQL before joining?,2025-06-29 07:00:00,no
565,1563,4603,Is AWS beginner friendly for this mentorship?,2025-05-20 06:00:00,yes
566,1415,4070,Can someone explain more about Keras?,2025-08-04 01:00:00,no
567,1357,385,Power BI is one of the most important skills in this mentorship.,2025-06-25 09:00:00,no
568,1357,1957,Will this mentorship cover advanced Power BI topics?,2025-06-25 04:00:00,yes
569,713,54,Strong understanding of Premiere Pro will help mentees succeed.,2025-09-25 04:00:00,no
570,2147,1539,Will this mentorship cover advanced Scalability & Load Balancing topics?,2024-08-31 16:00:00,no
571,2147,1804,Do I need prior knowledge of Scalability & Load Balancing before joining?,2024-08-31 15:00:00,no
572,2790,1697,Is Kafka beginner friendly for this mentorship?,2024-09-02 03:00:00,no
573,795,2471,Do I need prior knowledge of Azure before joining?,2024-04-16 02:00:00,no
574,1245,1362,This mentorship focuses heavily on practical CatBoost experience.,2025-07-31 17:00:00,no
575,1165,2487,Can someone explain more about React Native?,2025-07-05 09:00:00,no
576,1474,1573,Do I need prior knowledge of Asana before joining?,2025-07-14 16:00:00,no
577,1974,3275,Can someone explain more about Trello?,2025-05-08 13:00:00,no
578,1974,4942,Is Trello beginner friendly for this mentorship?,2025-05-08 09:00:00,no
579,293,3780,How much experience is needed in Adobe XD?,2025-09-25 08:00:00,no
580,1106,859,Flutter is very valuable for real-world projects.,2025-05-04 13:00:00,no
581,2008,4384,Do I need prior knowledge of Illustrator before joining?,2025-06-18 08:00:00,no
582,1985,4414,Can someone explain more about Sketch?,2025-10-11 03:00:00,no
583,724,2067,Can someone explain more about Next.js?,2024-04-12 02:00:00,no
584,419,5490,Will this mentorship cover advanced LinkedIn Optimization topics?,2024-04-10 14:00:00,no
585,1701,1542,Is Market Research Tools beginner friendly for this mentorship?,2025-01-02 09:00:00,no
586,2032,701,CatBoost is one of the most important skills in this mentorship.,2025-08-24 12:00:00,no
587,932,663,This mentorship focuses heavily on practical Python experience.,2025-03-06 06:00:00,no
588,2803,3149,Can someone explain more about Kubernetes?,2024-10-19 09:00:00,no
589,3073,2364,Can someone explain more about Figma?,2024-10-29 13:00:00,no
590,3035,3192,Will this mentorship cover advanced MediaPipe topics?,2025-07-29 07:00:00,no
591,2220,5289,Is Low Level Design (LLD) beginner friendly for this mentorship?,2025-01-21 11:00:00,no
592,2945,5320,Is Event-Driven Architecture beginner friendly for this mentorship?,2025-08-21 09:00:00,no
593,2945,2185,"Thanks for offering this, it means a lot!",2025-08-21 02:00:00,no
594,1834,850,Design Patterns is very valuable for real-world projects.,2025-08-14 12:00:00,no
595,1834,2873,How much experience is needed in Design Patterns?,2025-08-14 06:00:00,no
596,1975,3482,Do I need prior knowledge of BERT before joining?,2025-07-20 10:00:00,no
597,1772,2463,Will this mentorship cover advanced Premiere Pro topics?,2025-09-06 14:00:00,no
598,2211,3976,How much experience is needed in YOLO?,2025-02-27 11:00:00,no
599,809,4741,Do I need prior knowledge of SQL before joining?,2024-09-13 12:00:00,no
600,1282,754,Hugging Face Transformers is one of the most important skills in this mentorship.,2024-01-05 01:00:00,no
601,356,1346,Mentees should spend extra time practicing Low Level Design (LLD).,2025-01-27 15:00:00,no
602,503,5115,Will this mentorship cover advanced LightGBM topics?,2025-09-30 10:00:00,no
603,503,2474,Is LightGBM beginner friendly for this mentorship?,2025-09-30 06:00:00,no
604,503,2557,How much experience is needed in LightGBM?,2025-09-30 15:00:00,no
605,687,3766,Do I need prior knowledge of Financial Modeling before joining?,2025-10-14 22:38:37,no
606,589,298,"This mentorship focuses heavily on practical Caching (Redis, Memcached) experience.",2025-10-16 08:00:00,no
607,3137,4736,Is Interview Preparation Frameworks beginner friendly for this mentorship?,2025-07-16 17:00:00,no
608,31,760,Android (Java) is very valuable for real-world projects.,2025-08-05 03:00:00,no
609,31,5183,Do I need prior knowledge of Android (Java) before joining?,2025-08-05 01:00:00,no
610,814,4676,Can someone explain more about Apache Airflow?,2025-05-12 09:00:00,no
611,612,521,This mentorship focuses heavily on practical HTML experience.,2025-07-11 15:00:00,no
612,3146,3728,How much experience is needed in Power BI?,2025-08-18 07:00:00,no
613,3146,2479,Will this mentorship cover advanced Power BI topics?,2025-08-18 03:00:00,yes
614,3149,5310,Will this mentorship cover advanced Snowflake topics?,2024-11-16 18:00:00,no
615,1859,663,Kafka is very valuable for real-world projects.,2025-07-20 07:00:00,yes
616,3197,165,Strong understanding of Excel will help mentees succeed.,2024-08-14 12:00:00,no
617,2438,4311,Can someone explain more about Blender?,2024-03-27 14:00:00,no
618,2399,1064,Mentees should spend extra time practicing Redshift.,2025-10-16 05:00:00,no
619,217,1558,How much experience is needed in Apache Airflow?,2025-09-22 07:00:00,yes
620,1761,3053,Can someone explain more about Kafka?,2025-02-21 15:00:00,no
621,867,3850,Do I need prior knowledge of Notion before joining?,2025-10-05 14:00:00,yes
622,1913,277,RNNs is very valuable for real-world projects.,2024-10-02 15:00:00,no
623,2100,1439,Monday.com is one of the most important skills in this mentorship.,2025-04-21 14:00:00,no
624,2468,5335,How much experience is needed in Terraform?,2024-10-17 06:00:00,no
625,860,4833,Can someone explain more about Confluence?,2025-01-17 09:00:00,no
626,1010,2736,Is GitHub Actions beginner friendly for this mentorship?,2025-09-24 15:00:00,no
627,1832,1226,Market Research Tools is very valuable for real-world projects.,2024-05-08 04:00:00,no
628,2883,3740,How much experience is needed in Vue.js?,2025-09-20 13:00:00,no
629,1852,2664,How much experience is needed in Illustrator?,2025-10-09 11:00:00,no
630,1852,1304,This mentorship focuses heavily on practical Illustrator experience.,2025-10-09 15:00:00,no
631,2805,917,Interview Preparation Frameworks is one of the most important skills in this mentorship.,2025-07-09 06:00:00,no
632,2805,5388,Is Interview Preparation Frameworks beginner friendly for this mentorship?,2025-07-09 02:00:00,no
633,2925,1942,Will this mentorship cover advanced Flutter topics?,2025-09-18 15:00:00,yes
634,2557,2665,How much experience is needed in Google Sheets?,2025-06-17 03:00:00,no
635,1280,977,Mentees should spend extra time practicing ClickUp.,2025-09-11 16:00:00,no
636,283,1784,Will this mentorship cover advanced Redshift topics?,2024-11-16 12:00:00,no
637,283,1528,Do I need prior knowledge of Redshift before joining?,2024-11-16 04:00:00,no
638,2424,932,Strong understanding of Django will help mentees succeed.,2025-09-02 14:00:00,no
639,1825,1244,Mentees should spend extra time practicing Flask.,2025-05-25 06:00:00,no
640,1456,174,This mentorship focuses heavily on practical Photoshop experience.,2025-06-05 13:00:00,no
641,1289,3028,Will this mentorship cover advanced ETL Pipelines topics?,2025-05-23 02:00:00,no
642,1487,5262,Will this mentorship cover advanced Product Roadmaps topics?,2025-10-20 16:00:00,no
643,2083,1876,Will this mentorship cover advanced Photoshop topics?,2025-10-14 06:00:00,no
644,1612,1085,This mentorship focuses heavily on practical GPT Models experience.,2025-04-28 02:00:00,no
645,2223,5172,How much experience is needed in Ansible?,2025-06-23 01:00:00,no
646,169,2806,Do I need prior knowledge of Android (Kotlin) before joining?,2024-02-13 08:00:00,no
647,706,3073,Is Product Roadmaps beginner friendly for this mentorship?,2024-08-31 18:00:00,yes
648,610,4087,Is Lean Canvas beginner friendly for this mentorship?,2025-05-31 15:00:00,no
649,610,5273,How much experience is needed in Lean Canvas?,2025-05-31 01:00:00,no
650,1108,1044,Mentees should spend extra time practicing React Native.,2025-08-01 06:00:00,no
651,980,4521,Can someone explain more about Spring Boot?,2025-03-25 13:00:00,no
652,1922,1872,Is Logo Design Tools beginner friendly for this mentorship?,2025-04-30 03:00:00,no
653,1922,554,Strong understanding of Logo Design Tools will help mentees succeed.,2025-04-30 10:00:00,no
654,1922,4648,Do I need prior knowledge of Logo Design Tools before joining?,2025-04-30 14:00:00,no
655,2214,5276,"Will this mentorship cover advanced Message Queues (Kafka, RabbitMQ) topics?",2025-10-17 04:00:00,no
656,1773,5447,Will this mentorship cover advanced SASS / SCSS topics?,2025-09-10 08:00:00,no
657,2546,2930,How much experience is needed in Career Planning Models?,2025-05-11 13:00:00,no
658,2610,1846,How much experience is needed in LinkedIn Optimization?,2025-03-21 05:00:00,no
659,2005,2602,Will this mentorship cover advanced ETL Pipelines topics?,2025-10-07 10:00:00,no
660,2005,13,ETL Pipelines is very valuable for real-world projects.,2025-10-07 10:00:00,no
661,2005,1328,Would this help me transition to a new career?,2025-10-07 16:00:00,no
662,2748,5215,Can someone explain more about Angular?,2025-10-21 10:00:00,no
663,210,5273,How much experience is needed in NumPy?,2025-01-23 07:00:00,no
664,1286,2040,Do I need prior knowledge of SQL before joining?,2024-06-28 09:00:00,no
665,1546,3674,Can someone explain more about React Native?,2025-05-18 01:00:00,yes
666,2808,596,Strong understanding of Canva will help mentees succeed.,2025-04-06 13:00:00,no
667,1066,2156,Can someone explain more about Notion?,2024-09-10 17:00:00,no
668,1719,1134,React Native is one of the most important skills in this mentorship.,2024-08-09 02:00:00,no
669,207,1928,Do I need prior knowledge of OpenCV before joining?,2025-01-24 07:00:00,no
670,207,4968,How much experience is needed in OpenCV?,2025-01-24 13:00:00,no
671,2904,4051,How much experience is needed in Apache Airflow?,2025-10-04 05:00:00,yes
672,2828,3524,Will this mentorship cover advanced Android (Java) topics?,2025-10-16 18:00:00,no
673,746,434,CI/CD Pipelines is very valuable for real-world projects.,2025-04-15 03:00:00,no
674,249,4516,Do I need prior knowledge of Wireframing before joining?,2025-01-06 06:00:00,yes
675,1816,4601,How much experience is needed in Machine Learning Libraries?,2024-10-25 13:00:00,no
676,2890,861,Strong understanding of Android (Kotlin) will help mentees succeed.,2024-11-14 11:00:00,no
677,688,777,Strong understanding of LAMP Stack will help mentees succeed.,2025-10-12 08:00:00,yes
678,2194,926,Strong understanding of User Journey Mapping will help mentees succeed.,2025-04-26 16:00:00,no
679,2194,3323,Do I need prior knowledge of User Journey Mapping before joining?,2025-04-26 13:00:00,no
680,146,1940,Is Canva beginner friendly for this mentorship?,2025-05-29 07:00:00,no
681,323,5088,Will this mentorship cover advanced Ionic topics?,2024-08-08 04:00:00,yes
682,2379,3684,How much experience is needed in Microservices Architecture?,2025-08-22 15:00:00,no
683,1117,2270,Is InVision beginner friendly for this mentorship?,2025-02-21 18:00:00,no
684,1117,3144,Will this mentorship cover advanced InVision topics?,2025-02-21 12:00:00,no
685,3150,452,Mentees should spend extra time practicing Monday.com.,2024-12-06 09:00:00,no
686,1769,2557,Do I need prior knowledge of Matplotlib before joining?,2025-09-18 03:00:00,no
687,1560,3459,How much experience is needed in TensorFlow?,2025-04-07 04:00:00,yes
688,1070,2663,Do I need prior knowledge of Python before joining?,2024-08-16 17:00:00,no
689,1770,420,Canva is very valuable for real-world projects.,2025-06-25 10:00:00,no
690,278,4516,Do I need prior knowledge of Next.js Full Stack before joining?,2025-01-09 02:00:00,no
691,2647,2681,Will this mentorship cover advanced Android (Java) topics?,2025-09-04 01:00:00,no
692,3030,1576,Do I need prior knowledge of FigJam before joining?,2025-06-21 01:00:00,no
693,2853,3973,Will this mentorship cover advanced CI/CD Pipelines topics?,2025-10-21 05:00:00,no
694,1434,3718,Is Spring Boot beginner friendly for this mentorship?,2025-09-24 01:00:00,no
695,2003,3299,Is Monday.com beginner friendly for this mentorship?,2024-08-06 13:00:00,no
696,1841,2568,How much experience is needed in React?,2024-05-25 06:00:00,no
697,1790,4371,Can someone explain more about JavaScript?,2025-08-02 12:00:00,no
698,1068,5214,How much experience is needed in MediaPipe?,2025-07-22 03:00:00,no
699,1068,914,Mentees should spend extra time practicing MediaPipe.,2025-07-22 08:00:00,no
700,2261,3978,Is After Effects beginner friendly for this mentorship?,2025-09-09 18:00:00,no
701,1382,3877,Is REST Architecture beginner friendly for this mentorship?,2025-09-03 11:00:00,no
702,2212,3050,Is Bootstrap beginner friendly for this mentorship?,2025-09-17 03:00:00,no
703,1570,1725,Is Seaborn beginner friendly for this mentorship?,2025-08-14 10:00:00,no
704,1570,3921,Will this mentorship cover advanced Seaborn topics?,2025-08-14 09:00:00,no
705,1764,1432,Mentees should spend extra time practicing InVision.,2025-01-02 12:00:00,no
706,1764,3308,Can someone explain more about InVision?,2025-01-02 06:00:00,no
707,1753,178,Mentees should spend extra time practicing BPMN.,2025-10-02 01:00:00,yes
708,1749,4087,Is Canva beginner friendly for this mentorship?,2025-09-18 15:00:00,no
709,108,551,Matplotlib is very valuable for real-world projects.,2025-05-15 17:00:00,no
710,1621,1650,Will this mentorship cover advanced Scikit-learn topics?,2025-10-19 09:00:00,no
711,1330,2872,Is REST Architecture beginner friendly for this mentorship?,2025-09-03 05:00:00,no
712,2290,2951,Will this mentorship cover advanced AWS topics?,2025-02-22 16:00:00,no
713,2290,4588,Do I need prior knowledge of AWS before joining?,2025-02-22 11:00:00,no
714,2909,2275,Do I need prior knowledge of Android (Java) before joining?,2024-05-02 10:00:00,no
715,53,4429,Is Logo Design Tools beginner friendly for this mentorship?,2025-04-09 08:00:00,no
716,1128,362,Strong understanding of Transformers will help mentees succeed.,2025-09-30 16:00:00,no
717,2257,2373,Do I need prior knowledge of Apache Spark before joining?,2024-12-20 08:00:00,no
718,379,1938,How much experience is needed in Pitch Deck Tools?,2025-01-18 09:00:00,no
719,379,470,Mentees should spend extra time practicing Pitch Deck Tools.,2025-01-18 13:00:00,no
720,1368,839,REST Architecture is one of the most important skills in this mentorship.,2025-07-19 03:00:00,no
721,2371,4958,Will this mentorship cover advanced NestJS topics?,2025-01-28 11:00:00,no
722,413,385,This mentorship focuses heavily on practical NLTK experience.,2025-09-17 17:00:00,no
723,1301,1835,How much experience is needed in Angular?,2025-09-12 12:00:00,no
724,580,1280,This mentorship focuses heavily on practical BPMN experience.,2024-09-21 03:00:00,no
725,1266,2664,Will this mentorship cover advanced PyTorch topics?,2024-09-25 13:00:00,no
726,1512,3884,Is After Effects beginner friendly for this mentorship?,2025-09-30 14:00:00,no
727,1248,5367,Is Tableau beginner friendly for this mentorship?,2025-06-02 09:00:00,no
728,1420,2654,Will this mentorship cover advanced Brand Identity Systems topics?,2024-08-23 13:00:00,no
729,526,3175,Do I need prior knowledge of CSS before joining?,2025-05-31 12:00:00,no
730,526,5230,Is CSS beginner friendly for this mentorship?,2025-05-31 17:00:00,no
731,2540,2941,Will this mentorship cover advanced Miro topics?,2024-06-27 05:00:00,no
732,2540,2348,Would you recommend any pre-reading material?,2024-06-27 12:00:00,no
733,2187,4887,How much experience is needed in Nginx?,2025-02-24 01:00:00,no
734,1410,1781,Do I need prior knowledge of NumPy before joining?,2025-09-30 05:00:00,yes
735,1410,876,Mentees should spend extra time practicing NumPy.,2025-09-30 14:00:00,no
736,1138,3166,Is AWS beginner friendly for this mentorship?,2025-09-26 08:00:00,no
737,1797,3734,Will this mentorship cover advanced RNNs topics?,2024-10-30 18:00:00,no
738,2938,4142,Will this mentorship cover advanced Android (Java) topics?,2025-10-17 05:00:00,no
739,418,4311,Do I need prior knowledge of Market Research Tools before joining?,2025-08-23 04:00:00,no
740,2017,5214,Can someone explain more about JavaScript?,2025-06-13 04:00:00,no
741,2166,3308,Do I need prior knowledge of OpenCV before joining?,2025-01-09 16:00:00,no
742,2928,2906,Can someone explain more about Miro?,2024-12-26 18:00:00,no
743,851,1701,Is Docker beginner friendly for this mentorship?,2025-06-25 17:00:00,no
744,198,4897,Can someone explain more about Snowflake?,2025-07-06 08:00:00,no
745,196,702,Mentees should spend extra time practicing Transformers.,2025-05-15 10:00:00,no
746,1736,3220,Will this mentorship cover advanced Next.js topics?,2025-05-30 17:00:00,no
747,1910,3395,Will this mentorship cover advanced Jira topics?,2024-11-13 17:00:00,no
748,2998,5291,Can someone explain more about GraphQL?,2025-09-23 06:00:00,no
749,2658,4205,Can someone explain more about Hugging Face Transformers?,2024-09-03 10:00:00,no
750,2658,5076,Do I need prior knowledge of Hugging Face Transformers before joining?,2024-09-03 15:00:00,no
751,1092,1501,Can someone explain more about GitHub Actions?,2025-06-15 09:00:00,no
752,1577,4897,Do I need prior knowledge of Terraform before joining?,2025-07-04 07:00:00,yes
753,1959,2038,Do I need prior knowledge of LAMP Stack before joining?,2024-12-24 13:00:00,no
754,2317,4155,Will this mentorship cover advanced Market Research Tools topics?,2025-09-07 01:00:00,no
755,1791,1275,Scalability & Load Balancing is very valuable for real-world projects.,2024-12-20 11:00:00,no
756,212,5148,Do I need prior knowledge of Financial Modeling before joining?,2025-06-16 09:00:00,no
757,2970,3659,Is Jira beginner friendly for this mentorship?,2025-10-05 08:00:00,no
758,2522,3040,Can someone explain more about React Native?,2025-09-04 11:00:00,no
759,3154,4228,Do I need prior knowledge of Spring Boot before joining?,2025-08-23 13:00:00,yes
760,1838,4016,Is Adobe XD beginner friendly for this mentorship?,2025-08-12 16:00:00,no
761,1838,3400,How competitive is the application process?,2025-08-12 03:00:00,no
762,2142,3275,Is Laravel beginner friendly for this mentorship?,2025-01-22 09:00:00,no
763,999,3895,"Do I need prior knowledge of Message Queues (Kafka, RabbitMQ) before joining?",2024-04-23 06:00:00,no
764,1750,2472,Do I need prior knowledge of MEAN Stack before joining?,2025-10-18 11:00:00,yes
765,2099,2284,How much experience is needed in Tableau?,2025-02-05 16:00:00,no
766,2831,2664,Can someone explain more about OpenCV?,2025-10-16 13:00:00,yes
767,324,3599,How much experience is needed in TensorFlow?,2025-03-29 02:00:00,no
768,324,4208,Is TensorFlow beginner friendly for this mentorship?,2025-03-29 03:00:00,no
769,324,3288,Do I need prior knowledge of TensorFlow before joining?,2025-03-29 02:00:00,no
770,1005,1323,Mentees should spend extra time practicing Blender.,2025-10-05 11:00:00,no
771,767,3721,Can someone explain more about CI/CD Pipelines?,2025-05-22 11:00:00,no
772,1022,1801,Do I need prior knowledge of Android (Kotlin) before joining?,2024-07-22 18:00:00,no
773,1779,2902,Can someone explain more about Matplotlib?,2024-12-01 02:00:00,no
774,1779,1585,I've heard great things about this mentor!,2024-12-01 10:00:00,no
775,1290,109,This mentorship focuses heavily on practical SQL experience.,2024-09-26 06:00:00,yes
776,897,146,RNNs is one of the most important skills in this mentorship.,2025-08-26 08:00:00,no
777,2749,2211,Will this mentorship cover advanced GPT Models topics?,2024-04-03 14:00:00,no
778,2749,1016,GPT Models is very valuable for real-world projects.,2024-04-03 15:00:00,no
779,3051,2067,Can someone explain more about LAMP Stack?,2025-05-18 10:00:00,no
780,2283,4426,Is Scalability & Load Balancing beginner friendly for this mentorship?,2025-08-06 04:00:00,no
781,2775,454,Miro is one of the most important skills in this mentorship.,2025-01-28 14:00:00,no
782,2775,5275,Will this mentorship cover advanced Miro topics?,2025-01-28 04:00:00,yes
783,2430,1237,Strong understanding of Scikit-learn will help mentees succeed.,2024-08-03 08:00:00,no
784,1697,1324,Cinema 4D is very valuable for real-world projects.,2025-08-27 09:00:00,no
785,1378,3102,Do I need prior knowledge of Android (Java) before joining?,2024-08-18 05:00:00,no
786,769,2526,Will this mentorship cover advanced TypeScript topics?,2025-09-27 06:00:00,yes
787,2671,541,Strong understanding of Laravel will help mentees succeed.,2025-08-26 13:00:00,no
788,2671,3106,Is Laravel beginner friendly for this mentorship?,2025-08-26 07:00:00,yes
789,2867,2014,Do I need prior knowledge of Product Roadmaps before joining?,2024-10-17 06:00:00,no
790,2867,715,Product Roadmaps is one of the most important skills in this mentorship.,2024-10-17 09:00:00,no
791,2092,630,This mentorship focuses heavily on practical FigJam experience.,2025-10-05 10:00:00,no
792,1646,2790,Will this mentorship cover advanced Notion topics?,2025-03-13 05:00:00,yes
793,2123,1510,Can someone explain more about Bootstrap?,2024-02-05 09:00:00,no
794,360,1457,FastAPI is very valuable for real-world projects.,2024-06-07 07:00:00,no
795,2273,1395,Strong understanding of NestJS will help mentees succeed.,2024-11-23 09:00:00,no
796,2273,168,This mentorship focuses heavily on practical NestJS experience.,2024-11-23 07:00:00,no
797,2760,3750,Will this mentorship cover advanced HTML topics?,2025-10-02 10:00:00,no
798,1803,2319,Will this mentorship cover advanced Angular topics?,2025-09-03 09:00:00,no
799,794,5111,Do I need prior knowledge of Ansible before joining?,2025-10-05 07:00:00,no
800,3027,1979,Is RNNs beginner friendly for this mentorship?,2025-08-06 12:00:00,no
801,2965,2279,Is Microservices Architecture beginner friendly for this mentorship?,2024-06-22 12:00:00,no
802,2367,5219,How much experience is needed in CSS?,2025-10-02 04:00:00,no
803,1527,2974,Is Resume Review Tools beginner friendly for this mentorship?,2025-02-08 14:00:00,no
804,1527,3582,How much experience is needed in Resume Review Tools?,2025-02-08 16:00:00,no
805,1527,1661,I'd love to learn more about this topic.,2025-02-08 08:00:00,no
806,2222,5195,Can someone explain more about OpenCV?,2025-07-03 04:00:00,no
807,372,5397,Do I need prior knowledge of Jenkins before joining?,2024-07-27 02:00:00,no
808,3008,2872,Can someone explain more about Ansible?,2025-08-30 14:00:00,no
809,3120,4142,Is Brand Identity Systems beginner friendly for this mentorship?,2025-06-17 04:00:00,no
810,2948,3025,Can someone explain more about Photoshop?,2025-09-23 11:00:00,no
811,2997,1330,This mentorship focuses heavily on practical BPMN experience.,2025-06-06 18:00:00,no
812,2997,2170,How much experience is needed in BPMN?,2025-06-06 10:00:00,no
813,2545,2449,Will this mentorship cover advanced Flutter topics?,2025-02-08 10:00:00,no
814,2545,431,This mentorship focuses heavily on practical Flutter experience.,2025-02-08 16:00:00,no
815,2545,4711,Can someone explain more about Flutter?,2025-02-08 07:00:00,no
816,2983,618,This mentorship focuses heavily on practical Confluence experience.,2024-09-20 07:00:00,no
817,270,3637,How much experience is needed in SASS / SCSS?,2025-08-09 04:00:00,no
818,270,2689,Will this mentorship cover advanced SASS / SCSS topics?,2025-08-09 12:00:00,no
819,753,1964,Will this mentorship cover advanced Laravel topics?,2024-07-09 03:00:00,no
820,2117,1146,Strong understanding of Matplotlib will help mentees succeed.,2025-10-19 01:00:00,no
821,1274,2298,How much experience is needed in InVision?,2025-02-01 02:00:00,no
822,1367,2902,Can someone explain more about OKRs?,2025-10-14 09:00:00,no
823,1676,1490,Low Level Design (LLD) is one of the most important skills in this mentorship.,2024-06-17 09:00:00,yes
824,253,2235,Is TensorFlow beginner friendly for this mentorship?,2025-07-19 02:00:00,no
825,1433,4695,Do I need prior knowledge of Nuxt.js before joining?,2025-09-14 09:00:00,no
826,1055,3659,Do I need prior knowledge of Design Patterns before joining?,2025-09-23 14:00:00,no
827,1090,2370,Can someone explain more about R?,2025-03-01 15:00:00,no
828,1798,5208,Can someone explain more about CatBoost?,2025-01-11 11:00:00,no
829,2551,3589,Can someone explain more about Career Planning Models?,2025-06-21 13:00:00,no
830,1660,4458,Will this mentorship cover advanced Transformers topics?,2025-09-16 05:00:00,no
831,1235,3095,Will this mentorship cover advanced JavaScript topics?,2025-10-16 18:00:00,no
832,1654,940,Mentees should spend extra time practicing OpenCV.,2025-10-12 01:00:00,no
833,2284,3447,Is Snowflake beginner friendly for this mentorship?,2025-05-28 01:00:00,no
834,2861,303,Strong understanding of iOS (Swift) will help mentees succeed.,2025-10-02 14:00:00,no
835,2989,4255,Do I need prior knowledge of GraphQL before joining?,2024-11-26 09:00:00,no
836,598,2521,Do I need prior knowledge of MEAN Stack before joining?,2025-03-28 01:00:00,no
837,1168,4056,How much experience is needed in Apache Airflow?,2025-01-20 06:00:00,no
838,2837,3871,Will this mentorship cover advanced MEAN Stack topics?,2024-07-25 16:00:00,no
839,1097,1513,Do I need prior knowledge of Docker before joining?,2025-10-19 18:00:00,yes
840,1243,2526,Do I need prior knowledge of JavaScript before joining?,2025-04-04 15:00:00,no
841,2299,190,This mentorship focuses heavily on practical Pandas experience.,2025-09-04 01:00:00,no
842,2074,1319,Strong understanding of PyTorch will help mentees succeed.,2025-10-16 13:00:00,no
843,1054,1759,Is OKRs beginner friendly for this mentorship?,2025-09-08 01:00:00,yes
844,3139,2922,How much experience is needed in Terraform?,2025-08-18 14:00:00,no
845,353,3045,Do I need prior knowledge of Business Model Canvas before joining?,2024-05-15 05:00:00,no
846,353,4634,Will this mentorship cover advanced Business Model Canvas topics?,2024-05-15 01:00:00,yes
847,2255,1985,How much experience is needed in OpenCV?,2025-07-24 13:00:00,no
848,2385,2189,Is InDesign beginner friendly for this mentorship?,2025-02-27 03:00:00,yes
849,2385,2643,Can someone explain more about InDesign?,2025-02-27 07:00:00,no
850,2122,3595,Can someone explain more about Career Planning Models?,2025-06-10 08:00:00,no
851,1835,1311,This mentorship focuses heavily on practical Next.js Full Stack experience.,2025-05-15 06:00:00,no
852,550,2367,Do I need prior knowledge of High Level Design (HLD) before joining?,2024-10-10 12:00:00,no
853,2864,1000,Mentees should spend extra time practicing Monday.com.,2024-10-18 06:00:00,no
854,1314,1182,Wireframing is very valuable for real-world projects.,2024-12-28 07:00:00,no
855,3101,3209,Is Machine Learning Libraries beginner friendly for this mentorship?,2025-03-17 03:00:00,no
856,305,1366,"Caching (Redis, Memcached) is one of the most important skills in this mentorship.",2025-10-12 10:00:00,no
857,2050,3596,Can someone explain more about LinkedIn Optimization?,2025-08-08 02:00:00,no
858,2062,1915,Will this mentorship cover advanced Cinema 4D topics?,2025-07-24 16:00:00,no
859,344,5157,Can someone explain more about Jupyter Notebook?,2025-08-06 09:00:00,no
860,344,1486,Strong understanding of Jupyter Notebook will help mentees succeed.,2025-08-06 01:00:00,no
861,2950,4719,Will this mentorship cover advanced Event-Driven Architecture topics?,2025-09-14 08:00:00,no
862,818,1847,Will this mentorship cover advanced Docker topics?,2025-08-02 09:00:00,no
863,535,5200,Can someone explain more about Trello?,2025-01-01 03:00:00,yes
864,535,2947,Is Trello beginner friendly for this mentorship?,2025-01-01 15:00:00,yes
865,2143,1369,Product Roadmaps is one of the most important skills in this mentorship.,2025-02-03 12:00:00,yes
866,3001,3451,Will this mentorship cover advanced Zeplin topics?,2025-09-28 01:00:00,no
867,1758,654,Terraform is one of the most important skills in this mentorship.,2025-10-21 05:00:00,no
868,2254,4452,Will this mentorship cover advanced Miro topics?,2025-05-25 01:00:00,no
869,2254,1985,How much experience is needed in Miro?,2025-05-25 07:00:00,no
870,522,1107,Strong understanding of Python will help mentees succeed.,2025-05-04 07:00:00,no
871,1979,1161,SQL is very valuable for real-world projects.,2024-09-30 17:00:00,no
872,1979,4283,Can someone explain more about SQL?,2024-09-30 17:00:00,no
873,1140,2368,Will this mentorship cover advanced LinkedIn Optimization topics?,2025-10-10 02:00:00,no
874,3038,4283,How much experience is needed in Android (Kotlin)?,2025-07-02 08:00:00,no
875,3005,1385,Strong understanding of Nginx will help mentees succeed.,2025-07-09 11:00:00,no
