user_id,domain_id,education_status,current_level,country_code,career_goal_id,learning_style_id,profile_picture_url,bio,is_email_verified
2613,2,Freshman,Mid,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4686,,1
2614,1,Junior,Beginner,MA,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4688,,1
2615,1,Graduate,Mid,AE,4,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4690,,1
2616,2,Graduate,Beginner,SA,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4692,,1
2617,1,Sophomore,Junior,AE,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4696,,1
2618,1,Junior,Junior,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4698,,1
2619,3,Junior,Beginner,AE,4,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4700,,1
2620,4,Graduate,Beginner,SA,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4702,,1
2621,2,Junior,Beginner,EG,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4703,,1
2622,1,Sophomore,Beginner,SA,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4707,,1
2623,1,Freshman,Junior,AE,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4709,,1
2624,4,Sophomore,Mid,SA,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4710,,1
2625,2,Junior,Junior,SA,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4711,,1
2626,3,Sophomore,Beginner,AE,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4714,,1
2627,2,Senior,Junior,AE,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4716,,1
2628,1,Senior,Junior,JO,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4718,,1
2629,1,Junior,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4719,,1
2630,3,Junior,Mid,MA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4722,,1
2631,3,Freshman,Beginner,SA,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4724,,1
2632,1,Sophomore,Mid,AE,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4726,,1
2633,2,Freshman,Mid,AE,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4727,,1
2634,1,Junior,Beginner,EG,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4728,,1
2635,4,Junior,Mid,EG,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4729,,1
2636,1,Graduate,Mid,AE,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4730,,1
2637,3,Freshman,Junior,SA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4732,,1
2638,1,Junior,Beginner,AE,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4733,,1
2639,2,Senior,Mid,SA,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4734,,1
2640,2,Graduate,Junior,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4737,,1
2641,1,Sophomore,Beginner,EG,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4740,,1
2642,3,Graduate,Beginner,AE,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4741,,1
2643,3,Sophomore,Junior,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4745,,1
2644,3,Senior,Beginner,AE,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4746,,1
2645,1,Sophomore,Junior,EG,6,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4747,,1
2646,3,Freshman,Mid,AE,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4749,,1
2647,2,Sophomore,Mid,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4750,,1
2648,2,Sophomore,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4751,,1
2649,2,Graduate,Beginner,AE,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4752,,1
2650,2,Senior,Mid,SA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4753,,1
2651,1,Sophomore,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4755,,1
2652,1,Freshman,Mid,MA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4759,,1
2653,1,Graduate,Beginner,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4760,,1
2654,1,Senior,Beginner,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4761,,1
2655,1,Senior,Mid,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4764,,1
2656,1,Junior,Junior,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4765,,1
2657,3,Freshman,Beginner,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4767,,1
2658,2,Graduate,Beginner,EG,5,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4769,,1
2659,1,Graduate,Junior,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4772,,1
2660,3,Freshman,Junior,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4773,,1
2661,4,Senior,Mid,AE,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4774,,1
2662,3,Sophomore,Mid,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4776,,1
2663,3,Freshman,Beginner,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4777,,1
2664,4,Graduate,Beginner,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4781,,1
2665,2,Freshman,Mid,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4784,,1
2666,4,Senior,Junior,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4785,,1
2667,4,Junior,Junior,JO,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4788,,1
2668,1,Junior,Beginner,SA,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4789,,1
2669,3,Sophomore,Mid,AE,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4792,,1
2670,3,Sophomore,Beginner,SA,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4793,,1
2671,3,Senior,Junior,EG,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4799,,1
2672,3,Sophomore,Mid,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4800,,1
2673,1,Junior,Beginner,SA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4802,,1
2674,1,Senior,Beginner,SA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4803,,1
2675,2,Senior,Junior,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4804,,1
2676,3,Senior,Beginner,AE,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4805,,1
2677,3,Freshman,Beginner,SA,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4806,,1
2678,3,Sophomore,Junior,SA,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4807,,1
2679,3,Graduate,Beginner,EG,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4809,,1
2680,4,Junior,Beginner,SA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4811,,1
2681,1,Sophomore,Mid,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4813,,1
2682,4,Junior,Junior,EG,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4814,,1
2683,1,Sophomore,Beginner,AE,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4815,,1
2684,2,Graduate,Mid,EG,2,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4817,,1
2685,1,Junior,Junior,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4818,,1
2686,2,Graduate,Beginner,EG,5,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4819,,1
2687,1,Junior,Beginner,SA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4824,,1
2688,1,Freshman,Beginner,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4829,,1
2689,2,Freshman,Beginner,EG,2,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4830,,1
2690,3,Junior,Beginner,SA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4831,,1
2691,1,Junior,Senior,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4834,,1
2692,2,Graduate,Beginner,MA,3,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4838,,1
2693,1,Senior,Mid,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4839,,1
2694,1,Junior,Beginner,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4840,,1
2695,1,Sophomore,Junior,SA,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4845,,1
2696,2,Sophomore,Beginner,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4846,,1
2697,3,Sophomore,Junior,JO,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4847,,1
2698,2,Freshman,Mid,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4848,,1
2699,3,Graduate,Mid,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4849,,1
2700,2,Freshman,Junior,AE,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4851,,1
2701,3,Sophomore,Beginner,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4852,,1
2702,4,Junior,Mid,MA,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4855,,1
2703,1,Sophomore,Beginner,JO,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4858,,1
2704,1,Junior,Beginner,SA,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4859,,1
2705,1,Graduate,Junior,EG,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4865,,1
2706,2,Senior,Mid,EG,4,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4867,,1
2707,2,Junior,Mid,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4870,,1
2708,1,Freshman,Beginner,EG,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4871,,1
2709,3,Sophomore,Beginner,SA,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4873,,1
2710,4,Sophomore,Beginner,MA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4874,,1
2711,1,Sophomore,Beginner,SA,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4875,,1
2712,1,Junior,Beginner,AE,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4876,,1
2713,1,Graduate,Beginner,AE,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4878,,1
2714,1,Junior,Junior,JO,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4888,,1
2715,3,Freshman,Junior,EG,2,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4889,,1
2716,2,Sophomore,Junior,SA,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4890,,1
2717,1,Junior,Junior,AE,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4893,,1
2718,2,Sophomore,Senior,JO,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4899,,1
2719,1,Freshman,Beginner,MA,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4900,,1
2720,1,Senior,Beginner,AE,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4903,,1
2721,1,Senior,Mid,EG,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4905,,1
2722,2,Senior,Junior,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4906,,1
2723,2,Sophomore,Beginner,EG,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4907,,1
2724,3,Junior,Junior,SA,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4908,,1
2725,1,Sophomore,Junior,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4911,,1
2726,3,Graduate,Junior,AE,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4913,,1
2727,1,Junior,Junior,MA,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4914,,1
2728,1,Freshman,Junior,AE,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4915,,1
2729,3,Senior,Beginner,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4916,,1
2730,2,Junior,Beginner,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4918,,1
2731,1,Junior,Mid,JO,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4919,,1
2732,2,Senior,Beginner,EG,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4921,,1
2733,3,Freshman,Beginner,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4924,,1
2734,4,Sophomore,Mid,EG,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4932,,1
2735,2,Sophomore,Mid,SA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4933,,1
2736,1,Junior,Beginner,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4935,,1
2737,2,Senior,Mid,MA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4937,,1
2738,1,Graduate,Beginner,MA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4939,,1
2739,1,Freshman,Beginner,MA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4940,,1
2740,2,Sophomore,Junior,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4941,,1
2741,3,Freshman,Mid,MA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4942,,1
2742,1,Freshman,Beginner,MA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4946,,1
2743,3,Freshman,Beginner,MA,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4947,,1
2744,3,Senior,Junior,AE,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4948,,1
2745,3,Senior,Beginner,AE,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4951,,1
2746,1,Senior,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4952,,1
2747,1,Junior,Junior,JO,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4954,,1
2748,1,Senior,Mid,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4957,,1
2749,1,Junior,Beginner,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4958,,1
2750,1,Sophomore,Beginner,MA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4959,,1
2751,1,Sophomore,Junior,SA,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4963,,1
2752,1,Sophomore,Beginner,EG,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4964,,1
2753,1,Sophomore,Beginner,MA,2,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4965,,1
2754,4,Sophomore,Junior,MA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4966,,1
2755,3,Senior,Junior,EG,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4968,,1
2756,1,Graduate,Mid,JO,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4971,,1
2757,4,Senior,Mid,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4972,,1
2758,1,Graduate,Junior,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4974,,1
2759,1,Senior,Beginner,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4977,,1
2760,3,Sophomore,Junior,EG,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4978,,1
2761,1,Freshman,Beginner,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4979,,1
2762,1,Graduate,Senior,EG,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4981,,1
2763,1,Freshman,Beginner,MA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4982,,1
2764,2,Sophomore,Junior,AE,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4984,,1
2765,2,Graduate,Junior,JO,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4985,,1
2766,1,Freshman,Beginner,AE,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4987,,1
2767,1,Senior,Senior,EG,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4988,,1
2768,1,Sophomore,Beginner,MA,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4989,,1
2769,2,Senior,Beginner,JO,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4993,,1
2770,1,Senior,Mid,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4996,,1
2771,3,Sophomore,Junior,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4999,,1
2772,3,Graduate,Beginner,AE,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5000,,1
2773,1,Junior,Junior,AE,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5006,,1
2774,3,Junior,Senior,JO,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5010,,1
2775,1,Sophomore,Beginner,EG,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5011,,1
2776,1,Junior,Mid,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5014,,1
2777,1,Freshman,Beginner,SA,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5016,,1
2778,2,Graduate,Mid,SA,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5017,,1
2779,3,Senior,Mid,EG,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5018,,1
2780,4,Senior,Beginner,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5019,,1
2781,1,Sophomore,Mid,SA,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5020,,1
2782,1,Senior,Beginner,AE,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5022,,1
2783,2,Freshman,Mid,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5023,,1
2784,1,Freshman,Beginner,SA,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5024,,1
2785,1,Sophomore,Beginner,JO,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5026,,1
2786,4,Senior,Junior,MA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5027,,1
2787,3,Junior,Senior,EG,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5032,,1
2788,4,Junior,Junior,EG,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5034,,1
2789,1,Graduate,Mid,MA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5035,,1
2790,1,Sophomore,Beginner,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5036,,1
2791,1,Graduate,Senior,AE,4,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5041,,1
2792,4,Junior,Beginner,SA,1,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5043,,1
2793,1,Junior,Junior,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5044,,1
2794,1,Junior,Mid,AE,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5049,,1
2795,1,Graduate,Junior,AE,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5050,,1
2796,3,Sophomore,Beginner,SA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5051,,1
2797,3,Freshman,Beginner,EG,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5053,,1
2798,2,Freshman,Junior,MA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5055,,1
2799,1,Junior,Beginner,SA,2,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5060,,1
2800,3,Sophomore,Beginner,SA,2,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5062,,1
2801,1,Sophomore,Junior,JO,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5070,,1
2802,1,Senior,Beginner,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5071,,1
2803,1,Senior,Junior,AE,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5072,,1
2804,2,Graduate,Beginner,MA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5073,,1
2805,1,Senior,Beginner,EG,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5075,,1
2806,4,Graduate,Junior,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5076,,1
2807,2,Freshman,Mid,MA,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5077,,1
2808,1,Junior,Beginner,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5078,,1
2809,2,Sophomore,Senior,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5079,,1
2810,2,Freshman,Beginner,MA,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5080,,1
2811,1,Freshman,Junior,JO,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5081,,1
2812,2,Graduate,Beginner,MA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5083,,1
2813,1,Junior,Junior,EG,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5085,,1
2814,1,Graduate,Junior,EG,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5086,,1
2815,3,Freshman,Junior,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5087,,1
2816,2,Sophomore,Junior,AE,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5089,,1
2817,1,Senior,Junior,SA,3,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5090,,1
2818,1,Graduate,Beginner,EG,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5093,,1
2819,2,Freshman,Beginner,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5095,,1
2820,1,Senior,Junior,SA,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5097,,1
2821,4,Senior,Junior,SA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5099,,1
2822,2,Freshman,Junior,EG,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5101,,1
2823,3,Junior,Junior,MA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5103,,1
2824,1,Freshman,Beginner,EG,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5104,,1
2825,3,Sophomore,Junior,AE,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5106,,1
2826,1,Senior,Junior,JO,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5110,,1
2827,1,Sophomore,Beginner,SA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5115,,1
2828,1,Graduate,Mid,EG,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5116,,1
2829,1,Senior,Junior,EG,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5118,,1
2830,4,Junior,Junior,JO,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5119,,1
2831,3,Freshman,Junior,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5120,,1
2832,2,Graduate,Junior,AE,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5121,,1
2833,2,Sophomore,Beginner,MA,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5123,,1
2834,2,Graduate,Beginner,MA,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5124,,1
2835,2,Junior,Beginner,SA,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5128,,1
2836,3,Freshman,Mid,JO,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5129,,1
2837,2,Graduate,Junior,MA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5130,,1
2838,3,Sophomore,Beginner,EG,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5134,,1
2839,1,Graduate,Junior,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5139,,1
2840,4,Freshman,Beginner,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5141,,1
2841,1,Graduate,Junior,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5142,,1
2842,1,Sophomore,Junior,JO,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5143,,1
2843,3,Freshman,Beginner,SA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5145,,1
2844,1,Junior,Junior,JO,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5147,,1
2845,1,Junior,Beginner,AE,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5148,,1
2846,1,Senior,Beginner,AE,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5149,,1
2847,1,Graduate,Junior,SA,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5151,,1
2848,4,Sophomore,Junior,EG,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5152,,1
2849,3,Graduate,Mid,JO,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5153,,1
2850,2,Freshman,Junior,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5154,,1
2851,4,Senior,Mid,SA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5155,,1
2852,2,Sophomore,Beginner,EG,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5157,,1
2853,3,Graduate,Senior,MA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5163,,1
2854,1,Sophomore,Junior,MA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5164,,1
2855,2,Freshman,Beginner,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_5165,,1
