post_id,technology_id,required_experience_level
678,33,beginner
678,35,none
678,32,none
679,40,beginner
679,36,none
680,54,none
680,56,none
680,55,intermediate
681,23,intermediate
681,22,none
681,25,none
682,40,advanced
682,36,beginner
683,49,beginner
683,54,advanced
683,48,intermediate
684,69,none
684,66,intermediate
684,67,beginner
685,67,none
685,69,beginner
685,65,intermediate
686,36,beginner
686,46,none
686,42,none
687,31,beginner
687,32,none
687,33,beginner
688,1,beginner
688,8,beginner
688,9,beginner
689,25,none
689,23,beginner
689,27,intermediate
690,8,beginner
691,20,intermediate
691,19,none
691,15,intermediate
692,13,none
692,15,advanced
692,20,intermediate
693,32,none
693,33,intermediate
693,34,beginner
694,26,beginner
694,25,beginner
694,24,beginner
695,33,advanced
695,32,beginner
695,34,none
696,33,advanced
696,34,none
696,32,advanced
697,141,none
697,142,none
697,144,none
698,117,beginner
698,116,none
698,118,none
699,117,none
699,118,none
699,116,beginner
700,118,none
700,116,beginner
700,117,intermediate
701,109,none
701,104,intermediate
701,106,none
702,116,none
702,117,intermediate
702,118,beginner
703,144,beginner
703,141,none
703,142,intermediate
704,144,beginner
704,142,none
704,141,beginner
705,136,none
705,137,none
705,135,none
706,135,intermediate
706,138,beginner
706,137,beginner
707,142,none
707,144,none
707,141,advanced
708,119,beginner
708,116,beginner
708,117,beginner
709,108,none
709,106,intermediate
709,104,none
710,106,none
710,104,none
710,109,none
711,24,beginner
711,26,none
712,19,none
712,20,none
712,13,beginner
713,13,none
713,19,advanced
713,20,advanced
714,20,none
714,19,intermediate
714,13,intermediate
715,13,none
715,20,intermediate
715,19,none
716,73,beginner
716,74,beginner
716,72,none
717,74,beginner
717,73,none
717,72,none
718,84,none
718,83,none
718,85,beginner
719,89,none
719,90,none
719,95,none
720,76,beginner
720,80,none
720,78,beginner
721,78,none
721,76,none
721,80,none
722,133,none
722,128,none
722,134,beginner
723,150,beginner
723,154,beginner
723,153,none
724,3,beginner
724,8,none
724,6,beginner
725,6,intermediate
725,8,none
725,3,intermediate
726,46,none
726,44,none
726,39,intermediate
727,33,none
727,29,beginner
728,48,beginner
728,54,advanced
728,55,intermediate
729,56,beginner
729,48,none
729,53,beginner
730,1,beginner
730,3,none
730,7,beginner
731,56,none
731,49,none
731,50,beginner
732,32,intermediate
732,33,beginner
732,31,none
733,84,none
733,87,none
733,85,beginner
734,149,intermediate
734,148,none
734,147,beginner
735,146,none
735,147,beginner
735,149,intermediate
736,141,advanced
736,142,beginner
736,143,beginner
737,67,intermediate
737,65,none
737,69,none
738,69,beginner
738,65,none
738,67,none
739,77,beginner
739,78,none
739,76,intermediate
740,80,beginner
740,77,none
740,78,none
741,4,beginner
741,8,advanced
741,5,none
742,4,none
742,5,intermediate
742,8,none
743,54,none
743,49,intermediate
743,48,none
744,49,none
744,54,none
744,55,intermediate
745,49,none
745,55,beginner
745,54,beginner
746,110,beginner
746,113,intermediate
746,114,beginner
747,127,none
747,126,beginner
747,124,beginner
748,110,beginner
748,114,beginner
748,113,none
749,123,none
749,120,none
749,122,none
750,113,none
750,110,intermediate
750,114,none
751,23,beginner
751,27,none
751,26,none
752,27,beginner
752,23,beginner
752,26,beginner
753,12,none
753,10,none
753,18,intermediate
754,52,none
754,48,beginner
754,49,beginner
755,49,none
755,48,intermediate
755,52,none
756,13,none
756,19,beginner
756,17,none
757,19,intermediate
757,17,none
757,13,beginner
758,32,none
758,29,beginner
758,33,beginner
759,23,none
759,25,none
759,24,beginner
760,10,none
760,12,none
760,20,none
761,10,none
761,20,beginner
761,19,none
762,1,advanced
762,8,beginner
762,2,none
763,3,none
763,1,none
763,2,beginner
764,33,intermediate
764,35,none
764,32,advanced
765,48,intermediate
765,53,beginner
766,54,none
766,50,beginner
766,49,beginner
767,50,beginner
767,54,beginner
767,49,advanced
768,28,none
768,24,none
768,25,beginner
769,28,none
769,24,none
769,25,beginner
770,38,beginner
770,36,none
770,39,beginner
771,3,none
771,9,advanced
771,5,none
772,20,none
772,16,advanced
772,19,intermediate
773,3,beginner
773,9,beginner
773,5,none
774,107,beginner
774,109,none
774,104,beginner
775,126,none
775,127,none
775,125,beginner
776,106,none
776,109,none
776,104,none
777,118,none
777,117,beginner
777,119,none
778,117,none
778,118,beginner
778,116,none
779,124,none
779,127,none
779,126,none
780,116,beginner
780,117,none
780,118,beginner
781,127,none
781,126,none
781,125,none
782,15,none
782,13,none
783,13,intermediate
783,15,beginner
784,49,none
784,55,beginner
784,48,none
785,64,beginner
785,59,intermediate
785,57,none
786,57,none
786,64,beginner
786,60,none
787,64,none
787,57,none
787,60,none
788,121,intermediate
788,123,none
788,120,intermediate
789,120,beginner
789,123,intermediate
789,121,intermediate
790,112,intermediate
790,111,beginner
790,110,none
791,125,none
791,127,none
791,126,advanced
792,126,none
792,125,none
792,124,beginner
793,89,none
793,95,beginner
793,94,none
794,91,none
794,89,none
794,95,none
795,32,none
795,31,beginner
795,35,none
796,24,beginner
796,25,none
796,26,beginner
797,2,intermediate
797,5,none
797,8,none
798,31,advanced
798,32,beginner
798,35,beginner
799,56,beginner
799,48,beginner
799,50,none
800,33,none
800,30,advanced
800,31,none
801,57,beginner
801,64,beginner
802,57,advanced
802,64,beginner
803,64,none
803,57,beginner
804,152,none
804,153,none
804,154,none
805,153,beginner
805,154,none
805,151,none
806,154,none
806,151,beginner
806,153,none
807,148,advanced
807,146,beginner
807,147,none
808,47,beginner
808,42,beginner
808,38,none
809,5,beginner
809,6,intermediate
809,1,none
810,1,beginner
810,6,beginner
810,5,beginner
811,7,beginner
811,3,none
812,42,none
812,39,none
812,36,intermediate
813,39,intermediate
813,42,none
813,37,none
814,22,none
814,25,beginner
814,24,beginner
815,128,intermediate
815,130,none
815,134,none
816,31,beginner
816,32,none
816,35,beginner
817,33,beginner
817,35,beginner
817,32,none
818,34,none
818,33,beginner
818,32,intermediate
819,23,none
819,22,beginner
819,25,beginner
820,12,none
820,14,none
820,20,beginner
821,80,intermediate
821,77,advanced
822,72,beginner
822,75,beginner
822,73,none
823,103,none
823,101,none
823,97,intermediate
824,101,none
824,103,intermediate
824,96,beginner
825,96,none
825,101,beginner
825,103,beginner
826,10,none
826,21,none
826,19,beginner
827,111,none
827,110,none
827,115,none
828,121,none
828,122,beginner
828,120,beginner
829,108,beginner
829,104,beginner
829,109,beginner
830,109,intermediate
830,104,none
830,108,none
831,127,intermediate
831,125,none
831,126,beginner
832,117,none
832,119,none
832,118,beginner
833,125,none
833,126,intermediate
833,127,beginner
834,14,none
834,10,none
834,20,none
835,18,none
835,14,none
835,10,intermediate
836,3,intermediate
836,1,beginner
836,6,beginner
837,44,advanced
837,46,none
837,36,none
838,18,beginner
838,13,none
838,20,beginner
839,44,none
839,36,none
839,46,advanced
840,13,advanced
840,18,beginner
840,20,beginner
841,46,none
841,42,none
841,44,beginner
842,76,beginner
842,80,none
842,77,none
843,76,none
843,79,none
843,80,none
844,59,none
844,58,beginner
845,80,none
845,76,none
845,79,intermediate
846,59,intermediate
846,58,none
847,39,advanced
847,44,intermediate
848,39,intermediate
848,44,none
849,54,intermediate
849,49,none
849,53,none
850,31,intermediate
850,35,intermediate
851,53,beginner
851,49,none
851,54,none
852,67,none
852,66,none
852,65,none
853,62,none
853,60,none
853,59,beginner
854,33,none
854,29,beginner
854,32,none
855,36,none
855,40,beginner
855,38,none
856,40,beginner
856,38,beginner
856,36,beginner
857,29,none
857,31,none
857,32,none
858,4,advanced
858,1,intermediate
858,3,none
859,4,none
859,3,intermediate
859,1,intermediate
860,4,none
860,1,beginner
860,3,none
861,4,none
861,3,beginner
861,1,none
862,1,none
862,4,none
862,3,advanced
863,31,none
863,32,beginner
863,30,none
864,46,intermediate
864,42,beginner
864,36,intermediate
865,42,none
865,44,none
865,46,beginner
866,17,beginner
866,12,beginner
866,10,beginner
867,20,none
867,17,advanced
867,13,beginner
868,60,none
868,64,none
869,65,beginner
869,70,beginner
870,70,none
870,65,beginner
871,70,advanced
871,65,beginner
872,65,beginner
872,70,beginner
873,117,beginner
873,118,intermediate
874,117,intermediate
875,44,advanced
875,38,beginner
875,47,none
876,38,beginner
876,42,none
876,45,intermediate
877,9,beginner
877,8,none
877,1,beginner
878,42,none
878,45,intermediate
878,44,beginner
879,125,none
879,126,beginner
880,93,beginner
880,94,beginner
880,91,advanced
881,103,none
881,96,none
881,97,none
882,94,none
882,91,beginner
882,93,none
883,98,beginner
883,96,beginner
883,103,advanced
884,86,beginner
884,88,none
884,85,beginner
885,63,none
885,59,none
885,60,intermediate
886,63,none
886,59,none
886,57,none
887,75,beginner
887,72,beginner
887,73,none
888,91,advanced
888,94,beginner
889,75,beginner
889,73,intermediate
889,74,beginner
890,73,none
890,74,beginner
890,72,beginner
891,14,none
891,16,none
891,20,none
892,14,intermediate
892,20,intermediate
892,16,beginner
893,14,intermediate
893,16,intermediate
893,20,advanced
894,38,beginner
894,40,none
895,40,intermediate
895,38,none
896,12,none
896,13,none
896,11,none
897,48,none
897,52,none
897,49,beginner
898,11,none
898,13,none
898,12,none
899,13,none
899,12,none
899,11,beginner
900,48,beginner
900,52,beginner
900,49,none
901,123,beginner
901,122,intermediate
901,121,beginner
902,113,none
902,110,none
902,114,none
903,123,beginner
903,122,none
903,121,advanced
904,123,none
904,122,none
904,121,none
905,126,none
905,127,beginner
905,124,beginner
906,116,beginner
906,118,beginner
906,119,none
907,121,none
907,122,none
907,120,beginner
908,2,advanced
908,5,beginner
909,151,beginner
909,152,none
909,154,advanced
910,136,beginner
910,138,none
910,140,none
911,151,beginner
911,152,none
911,154,none
912,151,intermediate
912,152,beginner
912,154,beginner
913,152,beginner
913,154,beginner
913,151,beginner
914,110,intermediate
914,115,intermediate
914,111,beginner
915,123,beginner
915,120,none
915,121,intermediate
916,104,intermediate
916,109,beginner
916,106,beginner
917,109,none
917,108,beginner
917,106,intermediate
918,14,none
918,20,beginner
918,16,none
919,20,none
919,16,none
919,19,beginner
920,14,intermediate
920,19,none
920,20,beginner
921,24,none
921,26,advanced
921,22,beginner
922,148,beginner
922,146,beginner
922,147,beginner
923,148,none
923,147,none
923,146,beginner
924,151,none
924,150,none
924,154,none
925,44,beginner
925,40,beginner
925,37,none
926,13,beginner
926,12,beginner
926,17,beginner
927,17,intermediate
927,10,beginner
927,13,none
928,54,beginner
928,49,none
928,48,beginner
929,54,beginner
929,52,none
929,49,none
930,14,beginner
930,10,beginner
930,17,beginner
931,103,none
931,101,none
931,100,advanced
932,75,intermediate
932,72,none
932,73,beginner
933,75,none
933,73,none
933,72,beginner
934,73,beginner
934,72,none
934,75,none
935,153,beginner
935,151,beginner
935,152,none
936,154,none
936,151,none
936,150,intermediate
937,142,none
937,144,beginner
937,141,none
938,144,beginner
938,143,intermediate
938,142,intermediate
939,129,none
939,134,beginner
939,128,beginner
940,90,none
940,89,intermediate
940,94,beginner
941,83,intermediate
941,85,advanced
941,84,beginner
942,86,beginner
942,85,beginner
942,83,none
943,83,beginner
943,85,none
943,84,beginner
944,60,none
944,57,intermediate
944,63,beginner
945,97,intermediate
945,100,intermediate
945,96,none
946,57,intermediate
946,60,none
946,63,none
947,140,beginner
947,135,none
947,137,none
948,136,beginner
948,137,beginner
948,140,none
949,154,none
949,150,beginner
949,153,beginner
950,153,none
950,150,none
950,154,intermediate
951,134,intermediate
951,128,none
951,132,none
952,143,none
952,142,none
952,141,none
953,145,none
953,144,beginner
953,143,none
954,144,intermediate
954,143,none
954,141,none
955,72,none
955,73,beginner
955,71,none
956,73,none
956,71,none
956,72,none
957,72,beginner
957,71,intermediate
957,73,none
958,6,none
958,3,advanced
958,1,none
959,53,none
959,52,intermediate
959,48,none
960,48,none
960,52,none
960,53,intermediate
961,1,beginner
961,6,none
961,3,advanced
962,52,none
962,53,none
962,48,none
963,62,none
963,60,beginner
963,57,intermediate
964,65,beginner
964,67,none
964,68,none
965,56,none
965,48,beginner
965,54,none
966,8,advanced
966,2,intermediate
967,2,beginner
968,8,advanced
969,56,beginner
969,54,beginner
969,48,none
970,26,beginner
970,25,beginner
971,34,none
971,33,beginner
971,32,none
972,10,none
972,20,advanced
972,11,none
973,25,none
973,26,intermediate
974,65,intermediate
974,67,beginner
974,68,intermediate
975,67,none
975,68,none
975,66,none
976,66,none
976,68,intermediate
976,67,beginner
977,74,none
977,73,none
977,72,none
978,1,none
978,2,none
978,8,none
979,3,beginner
979,2,none
979,1,beginner
980,54,none
980,48,intermediate
980,51,none
981,51,none
981,54,beginner
981,48,advanced
982,49,none
982,52,none
982,54,beginner
983,13,intermediate
983,16,none
983,11,intermediate
984,49,beginner
984,54,beginner
984,52,intermediate
985,32,beginner
986,29,advanced
986,32,beginner
987,32,beginner
987,29,beginner
988,19,intermediate
989,105,none
989,104,beginner
989,109,none
990,125,intermediate
990,127,none
990,126,beginner
991,126,none
991,124,intermediate
991,127,none
992,1,none
992,5,intermediate
992,7,none
993,29,none
993,33,none
993,32,beginner
994,10,beginner
994,18,none
994,11,beginner
995,1,beginner
995,8,none
995,7,none
996,31,none
996,35,intermediate
996,32,none
997,1,intermediate
997,2,advanced
997,8,none
998,8,advanced
998,2,none
998,1,none
999,57,none
999,59,none
999,60,beginner
1000,58,none
1000,59,none
1000,57,intermediate
1001,58,beginner
1001,60,beginner
1001,57,advanced
1002,127,none
1002,126,beginner
1002,124,advanced
1003,126,beginner
1003,124,none
1003,127,none
1004,107,beginner
1004,105,beginner
1004,104,beginner
1005,127,advanced
1005,126,none
1005,124,none
1006,20,intermediate
1006,11,beginner
1006,15,none
1007,47,none
1007,36,beginner
1007,38,beginner
1008,20,beginner
1008,15,advanced
1008,11,none
1009,44,intermediate
1009,47,none
1009,38,beginner
1010,20,advanced
1010,11,none
1010,15,none
1011,123,none
1011,120,none
1011,121,advanced
1012,59,beginner
1012,63,intermediate
1012,58,beginner
1013,72,intermediate
1013,73,intermediate
1013,75,beginner
1014,72,none
1014,73,none
1014,75,advanced
1015,136,none
1015,135,intermediate
1015,138,intermediate
1016,134,intermediate
1016,131,none
1016,128,none
1017,137,none
1017,135,beginner
1017,138,none
1018,137,none
1018,135,none
1018,138,none
1019,7,none
1019,3,none
1019,1,advanced
1020,31,intermediate
1020,29,none
1020,30,beginner
1021,3,none
1021,1,advanced
1021,7,none
1022,3,none
1022,5,none
1022,7,beginner
1023,8,none
1023,6,beginner
1023,7,none
1024,11,none
1024,13,none
1024,17,beginner
1025,46,beginner
1025,38,intermediate
1025,36,intermediate
1026,22,beginner
1026,24,none
1027,36,beginner
1027,38,beginner
1027,46,none
1028,31,none
1028,32,beginner
1028,33,intermediate
1029,22,intermediate
1030,24,beginner
1030,25,none
1030,27,intermediate
1031,28,none
1031,25,none
1031,27,none
1032,25,none
1032,23,none
1032,24,none
1033,23,beginner
1033,24,advanced
1033,25,none
1034,59,beginner
1035,59,beginner
1035,58,beginner
1036,58,beginner
1037,59,none
1037,58,intermediate
1038,59,intermediate
1038,58,none
1039,117,beginner
1039,119,none
1039,118,none
1040,116,intermediate
1040,119,beginner
1040,118,beginner
1041,123,beginner
1041,122,beginner
1041,120,intermediate
1042,75,beginner
1042,74,beginner
1042,72,none
1043,66,beginner
1043,65,beginner
1043,68,beginner
1044,66,beginner
1044,65,none
1044,68,none
1045,73,none
1045,72,intermediate
1045,74,beginner
1046,66,none
1046,68,none
1046,65,beginner
1047,57,beginner
1047,60,none
1047,59,none
1048,57,advanced
1048,60,intermediate
1048,59,none
1049,118,none
1049,119,advanced
1049,117,beginner
1050,117,beginner
1050,116,beginner
1050,119,intermediate
1051,111,none
1051,112,none
1051,114,intermediate
1052,110,beginner
1052,114,beginner
1052,112,advanced
1053,85,none
1053,83,none
1053,84,intermediate
1054,86,none
1054,84,none
1054,83,intermediate
1055,85,none
1055,84,beginner
1055,83,beginner
1056,85,beginner
1056,83,none
1056,86,none
1057,78,beginner
1057,76,none
1057,79,beginner
1058,76,beginner
1058,79,beginner
1058,78,beginner
1059,63,beginner
1059,60,none
1059,59,intermediate
1060,54,none
1060,49,none
1060,56,advanced
1061,49,beginner
1061,54,advanced
1061,53,beginner
1062,54,beginner
1062,56,beginner
1062,53,none
1063,66,none
1063,69,none
1063,65,advanced
1064,67,beginner
1064,66,beginner
1064,69,beginner
1065,69,intermediate
1065,66,beginner
1065,65,none
1066,79,beginner
1066,76,beginner
1066,77,none
1067,77,intermediate
1067,79,intermediate
1067,76,none
1068,69,intermediate
1068,67,beginner
1068,70,beginner
1069,119,intermediate
1070,127,none
1070,124,none
1070,126,advanced
1071,108,intermediate
1072,119,beginner
1073,18,none
1073,14,intermediate
1073,20,intermediate
1074,34,intermediate
1075,10,intermediate
1075,19,beginner
1075,18,intermediate
1076,34,advanced
1077,53,none
1077,49,beginner
1077,54,intermediate
1078,40,beginner
1078,41,none
1078,42,none
1079,31,none
1079,32,none
1079,30,beginner
1080,10,none
1080,14,none
1080,11,beginner
1081,15,none
1081,13,beginner
1081,20,beginner
1082,120,beginner
1082,122,beginner
1082,121,beginner
1083,116,none
1083,118,none
1083,117,beginner
1084,116,none
1084,118,none
1084,117,beginner
1085,84,none
1085,83,beginner
1085,86,none
1086,65,none
1086,66,none
1086,70,beginner
1087,86,none
1087,85,intermediate
1087,83,advanced
1088,66,beginner
1088,65,beginner
1088,70,none
1089,33,none
1089,30,none
1089,32,none
1090,44,beginner
1091,24,beginner
1091,25,beginner
1091,26,beginner
1092,25,intermediate
1092,26,none
1092,23,none
1093,82,beginner
1093,84,intermediate
1093,86,none
1094,99,none
1094,103,beginner
1094,96,beginner
1095,82,intermediate
1095,85,beginner
1095,86,intermediate
1096,51,none
1096,56,none
1096,48,beginner
1097,56,none
1097,51,intermediate
1097,48,beginner
1098,23,beginner
1098,27,intermediate
1099,23,none
1099,27,advanced
1100,27,beginner
1100,23,none
1101,72,none
1101,73,beginner
1101,71,none
1102,80,intermediate
1102,76,beginner
1102,77,none
1103,73,beginner
1103,71,none
1103,72,beginner
1104,84,beginner
1104,82,none
1104,85,intermediate
1105,39,beginner
1105,37,beginner
1105,44,none
1106,74,none
1106,72,advanced
1106,73,none
1107,65,none
1107,67,intermediate
1107,69,beginner
1108,42,beginner
1108,40,none
1108,37,none
1109,38,beginner
1109,47,none
1109,36,beginner
1110,36,beginner
1110,44,none
1110,47,none
1111,30,beginner
1111,31,beginner
1111,33,none
1112,31,advanced
1112,30,beginner
1112,33,intermediate
1113,126,none
1113,125,none
1113,127,beginner
1114,120,none
1114,121,intermediate
1114,122,none
1115,127,intermediate
1115,125,beginner
1115,126,none
1116,106,none
1116,104,none
1116,107,beginner
1117,116,intermediate
1117,119,none
1118,116,intermediate
1118,119,beginner
1119,119,advanced
1120,126,beginner
1120,124,intermediate
1120,125,advanced
1121,126,intermediate
1121,124,beginner
1121,125,none
1122,114,advanced
1122,111,none
1122,113,intermediate
1123,124,none
1123,125,intermediate
1123,126,beginner
1124,84,none
1124,85,beginner
1124,82,beginner
1125,84,beginner
1125,85,none
1125,82,advanced
1126,19,intermediate
1126,10,beginner
1126,13,none
1127,13,none
1127,19,none
1127,10,none
1128,31,none
1128,32,beginner
1128,33,beginner
1129,19,none
1129,20,intermediate
1129,13,beginner
1130,65,beginner
1130,69,intermediate
1131,69,intermediate
1132,22,intermediate
1132,24,none
1133,8,none
1133,7,advanced
1134,24,none
1135,36,none
1135,44,none
1135,39,beginner
1136,110,beginner
1136,113,none
1136,111,intermediate
1137,143,intermediate
1137,142,none
1137,144,beginner
1138,96,advanced
1138,100,intermediate
1138,103,beginner
1139,96,beginner
1139,103,advanced
1139,100,beginner
1140,72,none
1140,73,none
1140,71,none
1141,96,none
1141,103,intermediate
1141,100,none
1142,72,beginner
1142,73,none
1142,75,beginner
1143,70,advanced
1144,88,beginner
1144,85,none
1144,84,none
1145,88,beginner
1145,85,beginner
1145,84,intermediate
1146,91,intermediate
1146,95,beginner
1146,89,beginner
1147,74,advanced
1148,1,none
1148,5,none
1148,3,intermediate
1149,31,advanced
1149,33,none
1149,35,intermediate
1150,1,none
1150,5,beginner
1150,9,beginner
1151,33,none
1151,32,intermediate
1151,30,none
1152,33,intermediate
1152,30,none
1152,31,none
1153,5,none
1153,1,none
1153,8,beginner
1154,106,beginner
1154,104,beginner
1154,105,beginner
1155,105,none
1155,104,none
1155,106,advanced
1156,105,none
1156,104,beginner
1156,106,beginner
1157,105,beginner
1157,104,intermediate
1157,106,intermediate
1158,20,none
1158,13,advanced
1158,11,none
1159,22,beginner
1159,23,none
1159,26,none
1160,11,advanced
1160,21,beginner
1160,20,none
1161,11,advanced
1161,21,none
1161,20,none
1162,11,beginner
1162,21,none
1162,20,intermediate
1163,31,none
1163,32,beginner
1163,34,beginner
1164,34,none
1164,32,beginner
1164,31,none
1165,3,intermediate
1165,8,none
1165,9,advanced
1166,32,none
1166,31,intermediate
1166,33,intermediate
1167,3,none
1167,9,none
1167,5,beginner
1168,78,beginner
1168,80,none
1168,77,none
1169,59,none
1169,61,intermediate
1169,57,beginner
1170,61,none
1170,59,beginner
1170,57,advanced
1171,78,beginner
1171,80,none
1171,77,none
1172,1,none
1172,5,beginner
1172,3,beginner
1173,12,none
1173,20,none
1173,19,none
1174,12,none
1174,11,intermediate
1174,20,none
1175,23,none
1175,22,advanced
1175,25,none
1176,49,none
1176,54,beginner
1176,56,intermediate
1177,4,none
1177,3,intermediate
1177,5,beginner
1178,48,beginner
1178,54,intermediate
1178,49,beginner
1179,44,beginner
1179,37,none
1179,42,none
1180,37,beginner
1180,44,none
1180,41,none
1181,53,intermediate
1181,49,beginner
1181,54,intermediate
1182,60,none
1182,64,intermediate
1182,57,none
1183,57,beginner
1183,60,none
1183,58,none
1184,17,beginner
1184,14,intermediate
1184,20,none
1185,25,beginner
1185,22,none
1186,14,none
1186,10,none
1186,21,none
1187,25,intermediate
1187,22,beginner
1188,20,intermediate
1188,10,none
1188,17,none
1189,3,none
1189,1,none
1189,7,none
1190,1,none
1190,3,none
1190,7,intermediate
1191,7,advanced
1191,3,beginner
1191,1,advanced
1192,124,none
1192,126,none
1193,114,none
1193,113,beginner
1193,110,none
1194,126,intermediate
1194,124,beginner
1195,126,beginner
1196,152,advanced
1196,151,none
1196,154,none
1197,141,none
1197,142,none
1197,144,none
1198,135,intermediate
1198,136,none
1198,140,none
1199,140,none
1199,135,beginner
1199,136,none
1200,144,intermediate
1200,141,beginner
1200,142,beginner
1201,31,none
1201,29,beginner
1201,33,beginner
1202,19,beginner
1202,13,none
1203,98,intermediate
1203,103,beginner
1203,96,beginner
1204,154,beginner
1204,150,none
1204,151,beginner
1205,154,intermediate
1205,150,none
1205,151,beginner
1206,148,beginner
1206,147,none
1206,146,none
1207,147,intermediate
1207,148,none
1207,146,none
1208,124,beginner
1208,127,none
1208,125,none
1209,118,none
1209,116,intermediate
1209,117,beginner
1210,127,beginner
1210,126,none
1210,125,none
1211,37,beginner
1211,43,beginner
1211,38,none
1212,13,intermediate
1212,14,none
1212,18,beginner
1213,36,beginner
1213,43,none
1213,38,none
1214,14,beginner
1214,13,intermediate
1214,18,none
1215,42,beginner
1215,43,none
1215,39,none
1216,10,beginner
1216,17,intermediate
1217,17,none
1218,17,intermediate
1218,10,beginner
1219,49,advanced
1219,55,beginner
1219,48,none
1220,40,beginner
1220,37,intermediate
1221,84,none
1221,88,beginner
1221,86,none
1222,60,none
1222,59,intermediate
1222,58,none
1223,86,none
1223,88,none
1223,85,none
1224,8,intermediate
1224,4,none
1224,1,intermediate
1225,4,advanced
1225,8,none
1225,5,none
1226,50,beginner
1226,48,none
1226,54,none
1227,18,beginner
1227,13,beginner
1227,11,beginner
1228,48,none
1228,50,intermediate
1228,54,beginner
1229,31,intermediate
1229,33,intermediate
1229,32,beginner
1230,36,beginner
1230,37,none
1230,43,beginner
1231,9,beginner
1231,5,none
1232,36,none
1232,43,none
1232,37,intermediate
1233,37,none
1233,43,beginner
1233,36,beginner
1234,9,none
1234,5,advanced
1235,49,none
1235,48,none
1235,56,advanced
1236,2,none
1236,8,none
1236,3,none
1237,15,beginner
1237,10,beginner
1237,20,none
1238,3,none
1238,1,beginner
1238,8,intermediate
1239,55,intermediate
1239,49,none
1239,54,none
1240,48,beginner
1240,54,beginner
1240,49,intermediate
1241,25,none
1241,23,beginner
1241,24,beginner
1242,3,none
1242,1,none
1242,2,none
1243,23,beginner
1243,25,none
1243,27,none
1244,23,none
1244,24,none
1244,27,intermediate
1245,122,none
1245,123,intermediate
1245,120,none
1246,9,beginner
1246,3,none
1247,36,intermediate
1247,39,none
1247,44,none
1248,23,beginner
1248,25,beginner
1248,26,none
1249,3,beginner
1249,23,none
1250,119,beginner
1250,116,none
1250,117,beginner
1251,123,none
1251,121,none
1251,120,beginner
1252,104,none
1252,109,none
1252,108,none
1253,123,none
1253,120,none
1253,121,none
1254,85,none
1254,86,beginner
1254,88,none
1255,73,intermediate
1255,71,beginner
1256,116,beginner
1256,118,none
1256,117,none
1257,97,intermediate
1257,103,intermediate
1257,96,beginner
1258,59,beginner
1258,58,beginner
1258,60,none
1259,59,none
1259,57,none
1259,60,none
1260,96,none
1260,103,none
1260,97,none
1261,99,beginner
1261,97,none
1261,96,none
1262,111,none
1262,110,none
1262,113,none
1263,125,none
1263,126,intermediate
1263,124,none
1264,112,none
1264,111,beginner
1264,110,beginner
1265,134,beginner
1265,129,none
1265,128,beginner
1266,150,beginner
1266,153,none
1266,154,beginner
1267,134,none
1267,128,none
1267,129,none
1268,38,beginner
1268,44,none
1268,46,none
1269,20,beginner
1269,10,none
1269,21,intermediate
1270,46,beginner
1270,44,none
1270,36,beginner
1271,3,none
1271,9,advanced
1271,1,beginner
1272,44,beginner
1272,37,none
1272,38,intermediate
1273,14,beginner
1273,11,none
1273,10,beginner
1274,53,none
1274,48,beginner
1275,6,intermediate
1275,8,intermediate
1276,119,beginner
1276,116,none
1276,118,beginner
1277,116,none
1277,119,beginner
1277,118,none
1278,125,none
1278,124,none
1278,126,beginner
1279,5,intermediate
1279,3,beginner
1279,9,beginner
1280,4,beginner
1280,5,beginner
1280,9,intermediate
1281,8,intermediate
1281,4,none
1281,3,intermediate
1282,31,beginner
1282,29,intermediate
1282,33,beginner
1283,25,advanced
1283,24,intermediate
1283,27,beginner
1284,23,none
1284,24,beginner
1284,25,none
1285,29,beginner
1285,31,intermediate
1285,33,beginner
1286,31,intermediate
1286,32,advanced
1286,30,none
1287,10,none
1287,14,none
1287,17,intermediate
1288,30,none
1288,29,beginner
1288,31,beginner
1289,134,none
1289,128,none
1289,133,beginner
1290,103,none
1290,100,beginner
1290,97,beginner
1291,88,beginner
1291,85,beginner
1292,100,none
1292,103,beginner
1292,96,none
1293,67,intermediate
1293,65,beginner
1293,68,none
1294,88,beginner
1295,22,beginner
1296,23,beginner
1296,22,beginner
1297,21,beginner
1297,19,none
1297,20,none
1298,43,none
1298,38,beginner
1298,36,beginner
1299,148,beginner
1299,147,none
1299,149,none
1300,150,none
1300,151,intermediate
1300,154,advanced
1301,154,none
1301,152,beginner
1301,151,intermediate
1302,33,beginner
1302,35,beginner
1303,33,beginner
1304,25,intermediate
1304,24,none
1304,23,intermediate
1305,1,none
1305,8,none
1305,5,none
1306,123,beginner
1306,120,beginner
1307,109,none
1307,104,intermediate
1307,108,beginner
1308,116,none
1308,118,none
1308,117,beginner
1309,109,intermediate
1309,108,beginner
1309,104,none
1310,109,advanced
1310,108,none
1310,104,none
1311,108,intermediate
1311,104,beginner
1311,109,beginner
1312,146,beginner
1312,148,beginner
1312,147,none
1313,146,intermediate
1313,147,none
1313,149,beginner
1314,150,beginner
1314,151,intermediate
1314,152,none
1315,31,intermediate
1315,29,none
1315,32,intermediate
1316,24,none
1316,27,beginner
1316,25,none
1317,27,beginner
1317,23,none
1317,24,advanced
1318,23,intermediate
1318,24,none
1318,25,none
1319,50,none
