user_id,domain_id,education_status,current_level,country_code,career_goal_id,learning_style_id,profile_picture_url
2408,1,Freshman,Mid,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4245
2409,2,Sophomore,Junior,MA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4246
2410,3,Senior,Senior,SA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4247
2411,1,Junior,Beginner,EG,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4248
2412,3,Freshman,Beginner,EG,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4249
2413,1,Junior,Junior,EG,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4253
2414,1,Freshman,Beginner,JO,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4255
2415,3,Freshman,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4256
2416,1,Senior,Beginner,EG,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4257
2417,1,Sophomore,Junior,MA,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4259
2418,1,Senior,Beginner,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4261
2419,3,Senior,Beginner,AE,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4266
2420,2,Senior,Junior,EG,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4269
2421,2,Junior,Beginner,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4270
2422,3,Freshman,Beginner,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4271
2423,2,Graduate,Beginner,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4274
2424,4,Sophomore,Mid,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4276
2425,3,Senior,Junior,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4278
2426,1,Freshman,Mid,SA,5,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4280
2427,4,Sophomore,Senior,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4281
2428,2,Graduate,Mid,AE,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4283
2429,1,Graduate,Junior,MA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4284
2430,1,Senior,Mid,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4285
2431,2,Graduate,Junior,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4287
2432,1,Graduate,Junior,JO,4,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4289
2433,2,Sophomore,Beginner,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4290
2434,1,Sophomore,Beginner,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4291
2435,2,Senior,Beginner,SA,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4292
2436,1,Freshman,Beginner,EG,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4294
2437,3,Senior,Beginner,EG,3,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4296
2438,1,Junior,Junior,MA,2,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4302
2439,1,Graduate,Beginner,AE,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4304
2440,1,Freshman,Junior,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4306
2441,2,Sophomore,Beginner,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4308
2442,2,Junior,Beginner,EG,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4309
2443,2,Junior,Junior,JO,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4312
2444,1,Graduate,Junior,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4314
2445,3,Sophomore,Junior,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4318
2446,2,Freshman,Beginner,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4319
2447,1,Sophomore,Junior,SA,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4321
2448,3,Graduate,Mid,EG,4,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4323
2449,2,Junior,Beginner,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4326
2450,2,Graduate,Beginner,JO,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4331
2451,1,Senior,Beginner,SA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4332
2452,1,Junior,Junior,EG,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4333
2453,2,Graduate,Beginner,AE,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4334
2454,1,Freshman,Beginner,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4336
2455,1,Freshman,Junior,SA,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4338
2456,4,Freshman,Beginner,SA,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4340
2457,2,Senior,Mid,EG,5,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4341
2458,1,Sophomore,Junior,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4345
2459,1,Freshman,Beginner,AE,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4350
2460,3,Senior,Beginner,MA,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4351
2461,1,Freshman,Beginner,SA,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4352
2462,1,Senior,Mid,EG,4,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4359
2463,1,Freshman,Beginner,EG,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4360
2464,3,Sophomore,Beginner,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4361
2465,2,Graduate,Mid,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4363
2466,1,Freshman,Mid,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4365
2467,1,Graduate,Beginner,SA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4368
2468,2,Freshman,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4370
2469,2,Sophomore,Mid,EG,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4371
2470,2,Graduate,Mid,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4372
2471,1,Senior,Beginner,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4373
2472,3,Freshman,Junior,MA,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4374
2473,4,Freshman,Mid,SA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4375
2474,2,Senior,Beginner,JO,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4377
2475,1,Sophomore,Mid,JO,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4378
2476,2,Junior,Mid,JO,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4380
2477,1,Freshman,Beginner,EG,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4381
2478,1,Senior,Junior,MA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4382
2479,1,Junior,Beginner,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4383
2480,4,Freshman,Beginner,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4384
2481,1,Graduate,Junior,SA,5,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4387
2482,3,Senior,Junior,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4389
2483,2,Graduate,Beginner,EG,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4392
2484,2,Sophomore,Mid,EG,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4393
2485,1,Junior,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4394
2486,2,Senior,Junior,AE,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4395
2487,1,Freshman,Beginner,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4398
2488,2,Freshman,Beginner,SA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4403
2489,1,Junior,Junior,MA,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4404
2490,1,Graduate,Beginner,SA,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4406
2491,2,Graduate,Beginner,SA,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4408
2492,1,Senior,Beginner,MA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4412
2493,1,Senior,Beginner,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4413
2494,4,Graduate,Mid,SA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4416
2495,1,Senior,Beginner,JO,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4417
2496,1,Graduate,Mid,MA,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4419
2497,1,Junior,Beginner,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4420
2498,1,Senior,Junior,EG,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4422
2499,2,Graduate,Beginner,MA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4423
2500,1,Senior,Beginner,EG,2,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4424
2501,2,Freshman,Beginner,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4425
2502,2,Freshman,Mid,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4427
2503,1,Sophomore,Mid,SA,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4429
2504,4,Graduate,Beginner,AE,5,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4435
2505,4,Sophomore,Junior,JO,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4436
2506,1,Graduate,Beginner,AE,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4438
2507,1,Senior,Junior,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4441
2508,1,Graduate,Junior,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4442
2509,1,Freshman,Beginner,AE,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4443
2510,2,Senior,Mid,SA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4446
2511,2,Freshman,Junior,MA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4452
2512,1,Senior,Beginner,JO,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4453
2513,1,Graduate,Mid,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4455
2514,1,Graduate,Junior,EG,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4457
2515,4,Freshman,Junior,AE,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4458
2516,4,Junior,Senior,MA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4462
2517,1,Graduate,Mid,EG,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4463
2518,2,Junior,Beginner,JO,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4464
2519,2,Senior,Junior,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4465
2520,2,Junior,Beginner,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4466
2521,2,Freshman,Mid,SA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4467
2522,3,Sophomore,Mid,AE,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4472
2523,1,Sophomore,Beginner,JO,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4473
2524,1,Freshman,Beginner,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4474
2525,4,Sophomore,Beginner,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4479
2526,1,Freshman,Junior,AE,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4480
2527,1,Graduate,Beginner,EG,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4484
2528,3,Junior,Beginner,SA,2,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4488
2529,3,Sophomore,Junior,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4489
2530,2,Graduate,Beginner,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4493
2531,3,Sophomore,Beginner,AE,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4496
2532,2,Senior,Mid,AE,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4502
2533,1,Freshman,Junior,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4503
2534,2,Freshman,Mid,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4505
2535,3,Graduate,Junior,EG,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4509
2536,3,Senior,Junior,SA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4519
2537,1,Junior,Mid,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4520
2538,1,Senior,Beginner,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4521
2539,3,Senior,Junior,AE,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4523
2540,1,Junior,Mid,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4525
2541,1,Junior,Beginner,EG,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4526
2542,3,Senior,Beginner,AE,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4529
2543,2,Sophomore,Mid,MA,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4530
2544,1,Sophomore,Junior,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4532
2545,1,Senior,Beginner,EG,4,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4535
2546,1,Sophomore,Junior,SA,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4537
2547,3,Junior,Mid,EG,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4543
2548,2,Junior,Junior,AE,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4546
2549,1,Sophomore,Beginner,JO,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4554
2550,1,Junior,Beginner,SA,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4558
2551,1,Freshman,Beginner,AE,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4560
2552,1,Junior,Junior,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4564
2553,1,Senior,Beginner,EG,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4568
2554,2,Graduate,Mid,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4569
2555,1,Sophomore,Junior,JO,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4570
2556,1,Sophomore,Beginner,MA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4573
2557,2,Junior,Mid,AE,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4578
2558,1,Junior,Mid,MA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4581
2559,1,Graduate,Junior,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4584
2560,1,Graduate,Junior,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4587
2561,1,Senior,Junior,EG,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4588
2562,1,Freshman,Junior,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4589
2563,3,Senior,Senior,JO,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4592
2564,1,Sophomore,Junior,MA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4594
2565,3,Junior,Junior,JO,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4595
2566,3,Senior,Beginner,SA,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4596
2567,1,Junior,Junior,EG,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4599
2568,1,Junior,Junior,EG,3,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4600
2569,1,Senior,Junior,EG,4,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4604
2570,1,Senior,Junior,AE,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4605
2571,2,Graduate,Junior,SA,4,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4608
2572,1,Freshman,Beginner,MA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4611
2573,3,Graduate,Beginner,JO,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4612
2574,2,Freshman,Mid,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4613
2575,3,Senior,Beginner,EG,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4615
2576,3,Freshman,Beginner,AE,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4616
2577,2,Sophomore,Mid,EG,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4618
2578,4,Graduate,Junior,AE,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4619
2579,4,Graduate,Beginner,SA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4620
2580,1,Graduate,Mid,EG,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4622
2581,1,Junior,Junior,SA,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4624
2582,1,Junior,Mid,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4625
2583,1,Senior,Junior,JO,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4627
2584,2,Senior,Beginner,EG,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4628
2585,1,Junior,Mid,JO,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4632
2586,2,Graduate,Junior,AE,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4633
2587,3,Junior,Beginner,AE,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4634
2588,1,Freshman,Mid,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4636
2589,2,Graduate,Junior,SA,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4639
2590,1,Junior,Junior,SA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4643
2591,3,Senior,Beginner,SA,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4645
2592,2,Junior,Junior,AE,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4646
2593,1,Sophomore,Junior,SA,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4647
2594,2,Junior,Junior,JO,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4650
2595,1,Graduate,Beginner,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4654
2596,3,Junior,Junior,JO,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4655
2597,2,Senior,Beginner,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4656
2598,1,Freshman,Mid,JO,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4658
2599,2,Sophomore,Junior,MA,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4664
2600,3,Graduate,Junior,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4665
2601,3,Senior,Junior,SA,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4667
2602,2,Sophomore,Beginner,AE,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4668
2603,3,Junior,Beginner,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4669
2604,1,Sophomore,Junior,SA,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4671
2605,3,Freshman,Mid,EG,5,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4674
2606,3,Sophomore,Mid,JO,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4677
2607,1,Sophomore,Beginner,JO,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4678
2608,1,Junior,Mid,AE,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4679
2609,1,Junior,Beginner,AE,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4682
2610,1,Graduate,Junior,AE,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4683
2611,1,Junior,Mid,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4684
2612,1,Sophomore,Mid,SA,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4685
2613,2,Freshman,Mid,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4686
2614,1,Junior,Beginner,MA,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4688
2615,1,Graduate,Mid,AE,4,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4690
2616,2,Graduate,Beginner,SA,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4692
2617,1,Sophomore,Junior,AE,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4696
2618,1,Junior,Junior,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4698
2619,3,Junior,Beginner,AE,4,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4700
2620,4,Graduate,Beginner,SA,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4702
2621,2,Junior,Beginner,EG,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4703
2622,1,Sophomore,Beginner,SA,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4707
2623,1,Freshman,Junior,AE,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4709
2624,4,Sophomore,Mid,SA,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4710
2625,2,Junior,Junior,SA,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4711
2626,3,Sophomore,Beginner,AE,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4714
2627,2,Senior,Junior,AE,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4716
2628,1,Senior,Junior,JO,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4718
2629,1,Junior,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4719
2630,3,Junior,Mid,MA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4722
2631,3,Freshman,Beginner,SA,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4724
2632,1,Sophomore,Mid,AE,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4726
2633,2,Freshman,Mid,AE,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4727
2634,1,Junior,Beginner,EG,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4728
2635,4,Junior,Mid,EG,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4729
2636,1,Graduate,Mid,AE,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4730
2637,3,Freshman,Junior,SA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4732
2638,1,Junior,Beginner,AE,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4733
2639,2,Senior,Mid,SA,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4734
2640,2,Graduate,Junior,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4737
2641,1,Sophomore,Beginner,EG,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4740
2642,3,Graduate,Beginner,AE,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4741
2643,3,Sophomore,Junior,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4745
2644,3,Senior,Beginner,AE,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4746
2645,1,Sophomore,Junior,EG,6,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4747
2646,3,Freshman,Mid,AE,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4749
2647,2,Sophomore,Mid,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4750
2648,2,Sophomore,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4751
2649,2,Graduate,Beginner,AE,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4752
2650,2,Senior,Mid,SA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4753
2651,1,Sophomore,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4755
2652,1,Freshman,Mid,MA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4759
2653,1,Graduate,Beginner,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4760
2654,1,Senior,Beginner,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4761
2655,1,Senior,Mid,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4764
2656,1,Junior,Junior,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4765
2657,3,Freshman,Beginner,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4767
2658,2,Graduate,Beginner,EG,5,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4769
2659,1,Graduate,Junior,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4772
2660,3,Freshman,Junior,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4773
2661,4,Senior,Mid,AE,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4774
2662,3,Sophomore,Mid,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4776
2663,3,Freshman,Beginner,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4777
2664,4,Graduate,Beginner,EG,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_4781
