mentee_id,technology_id,experience_level
2379,116,beginner
2379,119,beginner
2379,118,beginner
2380,84,beginner
2380,81,beginner
2380,57,beginner
2380,60,intermediate
2380,59,intermediate
2380,58,none
2380,63,beginner
2381,126,none
2381,124,beginner
2381,106,beginner
2381,109,advanced
2381,104,intermediate
2381,107,intermediate
2382,20,intermediate
2382,10,intermediate
2382,13,none
2382,17,none
2382,32,beginner
2382,33,beginner
2382,29,beginner
2383,73,beginner
2383,72,advanced
2383,75,intermediate
2383,71,beginner
2383,60,beginner
2383,58,beginner
2384,49,beginner
2384,54,beginner
2384,56,intermediate
2384,50,beginner
2384,24,none
2384,25,intermediate
2384,23,beginner
2384,27,beginner
2384,28,none
2385,56,none
2385,48,beginner
2385,54,beginner
2385,51,intermediate
2385,52,beginner
2385,5,intermediate
2385,8,beginner
2385,9,beginner
2386,134,intermediate
2386,131,beginner
2386,128,intermediate
2386,132,beginner
2386,149,beginner
2386,146,beginner
2386,147,beginner
2386,148,beginner
2387,123,beginner
2387,121,intermediate
2387,122,beginner
2387,120,beginner
2387,127,beginner
2387,126,beginner
2387,125,intermediate
2387,124,beginner
2388,8,intermediate
2388,4,beginner
2388,11,beginner
2388,14,beginner
2388,10,none
2388,21,beginner
2388,17,beginner
2389,8,beginner
2389,5,intermediate
2389,3,beginner
2389,7,beginner
2389,9,beginner
2389,33,intermediate
2389,32,intermediate
2389,30,intermediate
2389,54,beginner
2389,52,none
2390,135,beginner
2390,140,beginner
2390,131,advanced
2390,134,beginner
2390,128,none
2390,130,beginner
2390,132,intermediate
2391,36,beginner
2391,38,intermediate
2391,37,intermediate
2391,43,intermediate
2391,33,beginner
2391,31,none
2391,32,beginner
2391,29,beginner
2392,49,beginner
2392,54,beginner
2392,48,beginner
2392,51,intermediate
2392,52,beginner
2392,10,intermediate
2392,17,intermediate
2393,20,none
2393,11,beginner
2393,13,intermediate
2393,19,beginner
2393,49,beginner
2393,48,intermediate
2393,55,beginner
2393,42,beginner
2393,44,beginner
2393,36,intermediate
2393,39,none
2394,5,beginner
2394,3,beginner
2394,1,beginner
2394,9,beginner
2394,33,intermediate
2394,31,beginner
2394,30,beginner
2394,20,beginner
2394,11,beginner
2394,19,intermediate
2395,54,intermediate
2395,51,beginner
2395,10,beginner
2395,19,intermediate
2396,154,beginner
2396,151,beginner
2396,150,beginner
2396,153,beginner
2396,152,intermediate
2396,138,intermediate
2396,136,none
2396,135,beginner
2396,137,intermediate
2397,11,beginner
2397,20,beginner
2397,10,intermediate
2397,17,beginner
2397,56,beginner
2397,53,intermediate
2398,80,intermediate
2398,76,none
2398,79,intermediate
2398,77,beginner
2398,89,intermediate
2398,95,none
2398,94,none
2398,92,beginner
2399,116,beginner
2399,117,none
2399,118,beginner
2399,119,beginner
2399,127,beginner
2399,124,beginner
2400,76,beginner
2400,80,intermediate
2400,79,intermediate
2400,78,beginner
2400,103,beginner
2400,97,none
2400,96,beginner
2400,98,beginner
2401,121,none
2401,123,beginner
2401,122,beginner
2401,104,beginner
2401,109,beginner
2401,106,none
2401,105,beginner
2401,126,beginner
2401,127,none
2401,125,beginner
2402,72,none
2402,75,beginner
2402,85,beginner
2402,84,intermediate
2402,81,intermediate
2403,97,intermediate
2403,100,beginner
2403,73,intermediate
2403,72,beginner
2403,71,beginner
2403,74,beginner
2403,89,beginner
2403,90,none
2404,66,intermediate
2404,65,beginner
2404,67,beginner
2404,69,intermediate
2404,70,beginner
2404,76,intermediate
2404,77,beginner
2405,127,beginner
2405,124,advanced
2405,110,advanced
2405,111,beginner
2405,112,beginner
2406,116,intermediate
2406,117,beginner
2406,119,beginner
2406,118,beginner
2406,104,beginner
2406,109,beginner
2406,108,beginner
2407,110,beginner
2407,113,none
2407,123,beginner
2407,121,beginner
2407,120,beginner
2408,36,intermediate
2408,40,beginner
2408,54,intermediate
2408,49,none
2408,56,none
2408,53,beginner
2408,23,none
2408,25,beginner
2408,22,beginner
2409,57,beginner
2409,59,beginner
2409,58,beginner
2409,96,beginner
2409,103,intermediate
2409,99,beginner
2410,121,intermediate
2410,123,none
2410,120,advanced
2410,122,beginner
2410,126,none
2410,124,none
2411,48,intermediate
2411,53,beginner
2411,25,intermediate
2411,24,intermediate
2411,23,intermediate
2411,26,none
2411,28,beginner
2411,1,beginner
2411,7,beginner
2412,117,beginner
2412,116,beginner
2412,118,beginner
2412,119,intermediate
2412,111,beginner
2412,114,beginner
2412,110,intermediate
2412,115,beginner
2412,112,beginner
2413,23,intermediate
2413,24,beginner
2413,27,beginner
2413,42,beginner
2413,38,beginner
2413,37,beginner
2413,43,beginner
2414,25,intermediate
2414,24,intermediate
2414,23,beginner
2414,26,intermediate
2414,56,beginner
2414,49,beginner
2414,54,beginner
2414,52,intermediate
2414,53,beginner
2414,13,none
2414,20,intermediate
2414,14,beginner
2414,21,beginner
2414,16,beginner
2415,114,intermediate
2415,115,none
2415,126,none
2415,127,beginner
2415,125,beginner
2415,121,beginner
2415,123,none
2415,122,intermediate
2416,13,none
2416,10,beginner
2416,21,none
2416,32,beginner
2416,34,none
2417,5,none
2417,1,none
2417,6,intermediate
2417,48,beginner
2417,49,beginner
2417,51,beginner
2418,23,beginner
2418,24,beginner
2418,25,beginner
2418,28,beginner
2418,13,beginner
2418,20,beginner
2418,17,beginner
2419,127,beginner
2419,124,beginner
2419,104,beginner
2419,107,beginner
2420,86,beginner
2420,84,intermediate
2420,81,intermediate
2420,60,intermediate
2420,57,beginner
2420,62,beginner
2420,97,advanced
2420,103,beginner
2420,102,beginner
2421,57,beginner
2421,59,beginner
2421,60,intermediate
2421,61,beginner
2421,80,intermediate
2421,76,intermediate
2421,79,beginner
2421,65,intermediate
2421,66,beginner
2421,67,beginner
2421,69,beginner
2422,117,intermediate
2422,118,none
2422,126,beginner
2422,127,intermediate
2422,124,intermediate
2422,125,none
2423,80,intermediate
2423,77,intermediate
2423,60,none
2423,58,none
2424,134,beginner
2424,131,beginner
2424,128,intermediate
2424,133,beginner
2424,129,beginner
2424,151,intermediate
2424,154,none
2424,153,beginner
2424,150,none
2425,126,beginner
2425,127,intermediate
2425,124,beginner
2425,125,beginner
2425,114,beginner
2425,110,intermediate
2425,115,beginner
2425,106,beginner
2425,104,intermediate
2425,108,beginner
2426,1,intermediate
2426,3,beginner
2426,4,none
2426,49,none
2426,50,none
2426,31,intermediate
2426,29,beginner
2427,151,advanced
2427,154,intermediate
2427,152,advanced
2427,138,advanced
2427,135,beginner
2427,140,beginner
2428,76,beginner
2428,79,none
2428,60,advanced
2428,57,advanced
2428,59,intermediate
2428,61,advanced
2429,24,intermediate
2429,25,intermediate
2429,23,intermediate
2429,27,beginner
2429,22,intermediate
2429,8,beginner
2429,9,intermediate
2429,44,beginner
2429,39,beginner
2430,8,intermediate
2430,1,none
2430,6,intermediate
2430,32,intermediate
2430,34,intermediate
2431,89,beginner
2431,94,beginner
2431,90,beginner
2431,86,intermediate
2431,85,beginner
2431,84,beginner
2431,83,beginner
2431,87,beginner
2432,1,beginner
2432,9,beginner
2432,49,beginner
2432,48,beginner
2432,56,intermediate
2432,53,beginner
2433,85,intermediate
2433,84,none
2433,86,beginner
2433,87,beginner
2433,82,beginner
2433,76,intermediate
2433,80,beginner
2433,79,beginner
2433,78,beginner
2434,11,beginner
2434,18,intermediate
2434,31,beginner
2434,33,intermediate
2434,29,intermediate
2435,84,beginner
2435,86,intermediate
2435,85,none
2435,81,intermediate
2435,73,beginner
2435,72,none
2435,75,intermediate
2436,33,intermediate
2436,35,beginner
2436,49,beginner
2436,56,intermediate
2436,54,none
2436,53,beginner
2436,50,beginner
2437,127,beginner
2437,126,intermediate
2437,124,intermediate
2437,125,intermediate
2437,123,beginner
2437,120,beginner
2438,11,beginner
2438,14,intermediate
2438,15,beginner
2438,8,intermediate
2438,7,intermediate
2438,42,beginner
2438,36,none
2438,46,beginner
2439,36,beginner
2439,42,beginner
2439,38,intermediate
2439,47,beginner
2439,43,beginner
2439,20,beginner
2439,10,intermediate
2439,13,beginner
2439,15,beginner
2439,17,beginner
2440,13,beginner
2440,19,beginner
2440,37,beginner
2440,45,beginner
2441,67,intermediate
2441,65,beginner
2441,68,none
2441,76,beginner
2441,80,beginner
2441,78,none
2442,84,beginner
2442,86,none
2442,85,beginner
2442,83,none
2442,65,beginner
2442,68,beginner
2443,96,beginner
2443,97,beginner
2443,103,beginner
2443,100,beginner
2443,80,beginner
2443,76,intermediate
2443,77,none
2443,78,beginner
2443,72,none
2443,73,beginner
2443,75,beginner
2443,71,beginner
2443,74,intermediate
2444,1,beginner
2444,4,beginner
2444,49,intermediate
2444,48,beginner
2444,56,beginner
2444,55,beginner
2444,11,beginner
2444,14,intermediate
2444,16,intermediate
2445,104,beginner
2445,106,beginner
2445,108,beginner
2445,117,beginner
2445,119,beginner
2446,96,none
2446,101,beginner
2446,66,beginner
2446,65,intermediate
2446,70,advanced
2446,94,beginner
2446,89,beginner
2446,93,beginner
2447,33,intermediate
2447,31,intermediate
2447,29,advanced
2447,44,beginner
2447,38,intermediate
2447,43,beginner
2447,25,beginner
2447,22,intermediate
2448,123,beginner
2448,121,beginner
2448,122,beginner
2448,120,beginner
2448,126,advanced
2448,124,advanced
2449,72,beginner
2449,73,beginner
2449,74,beginner
2449,75,beginner
2449,80,beginner
2449,76,intermediate
2449,77,beginner
2450,95,beginner
2450,94,beginner
2450,92,beginner
2450,60,beginner
2450,57,beginner
2450,59,beginner
2450,61,beginner
2450,66,beginner
2450,67,none
2450,65,beginner
2450,70,beginner
2451,49,beginner
2451,54,none
2451,48,intermediate
2451,53,beginner
2451,20,beginner
2451,18,none
2452,10,beginner
2452,13,beginner
2452,20,beginner
2452,21,beginner
2452,18,intermediate
2452,5,intermediate
2452,3,beginner
2452,4,intermediate
2453,96,beginner
2453,97,beginner
2453,103,intermediate
2453,102,beginner
2453,98,beginner
2453,73,beginner
2453,72,none
2453,75,advanced
2453,74,beginner
2454,44,advanced
2454,37,beginner
2454,40,beginner
2454,23,none
2454,27,beginner
2454,20,beginner
2454,16,beginner
2455,11,beginner
2455,13,beginner
2455,10,beginner
2455,17,beginner
2455,37,beginner
2455,44,none
2455,36,advanced
2455,47,beginner
2455,31,beginner
2455,33,beginner
2455,32,beginner
2455,30,beginner
2456,141,intermediate
2456,145,beginner
2456,149,none
2456,146,beginner
2456,147,beginner
2456,148,beginner
2457,72,intermediate
2457,73,none
2457,71,advanced
2457,80,intermediate
2457,78,beginner
2458,5,intermediate
2458,1,beginner
2458,2,none
2458,14,none
2458,17,intermediate
2459,8,beginner
2459,5,intermediate
2459,7,none
2459,31,advanced
2459,32,beginner
2459,30,none
2460,126,beginner
2460,127,intermediate
2460,125,intermediate
2460,121,beginner
2460,123,none
2460,120,beginner
2461,25,beginner
2461,23,intermediate
2461,24,beginner
2461,26,intermediate
2461,22,beginner
2461,8,intermediate
2461,3,beginner
2461,7,beginner
2462,37,none
2462,38,intermediate
2462,44,beginner
2462,46,intermediate
2462,39,beginner
2462,11,beginner
2462,10,none
2462,12,intermediate
2463,23,beginner
2463,28,intermediate
2463,11,intermediate
2463,13,beginner
2463,18,beginner
2463,56,beginner
2463,49,beginner
2463,53,none
2464,117,beginner
2464,116,beginner
2464,118,intermediate
2464,119,beginner
2464,110,intermediate
2464,114,beginner
2464,111,intermediate
2464,113,beginner
2465,66,none
2465,65,intermediate
2465,67,beginner
2465,69,beginner
2465,86,beginner
2465,84,beginner
2465,88,beginner
2466,20,intermediate
2466,16,beginner
2466,32,beginner
2466,33,beginner
2466,31,intermediate
2466,29,advanced
2466,35,beginner
2467,24,intermediate
2467,23,none
2467,27,beginner
2467,42,beginner
2467,37,beginner
2467,38,intermediate
2467,47,beginner
2468,67,beginner
2468,65,none
2468,66,beginner
2468,69,intermediate
2468,70,none
2468,80,beginner
2468,76,beginner
2468,79,beginner
2469,89,beginner
2469,94,beginner
2469,90,intermediate
2469,73,intermediate
2469,72,beginner
2469,75,beginner
2469,71,beginner
2469,74,intermediate
2470,80,beginner
2470,76,beginner
2470,79,intermediate
2470,60,beginner
2470,57,intermediate
2470,62,intermediate
2471,3,beginner
2471,8,beginner
2471,2,intermediate
2471,32,intermediate
2471,30,beginner
2472,123,intermediate
2472,121,beginner
2472,120,beginner
2472,111,beginner
2472,110,beginner
2472,115,beginner
2472,127,intermediate
2472,126,intermediate
2472,125,intermediate
2472,124,beginner
2473,154,intermediate
2473,151,none
2473,152,intermediate
2473,153,beginner
2473,131,intermediate
2473,133,intermediate
2474,60,intermediate
2474,58,beginner
2474,89,beginner
2474,94,none
2474,95,intermediate
2474,93,none
2474,85,beginner
2474,86,intermediate
2474,84,none
2474,82,beginner
2474,87,beginner
2475,42,none
2475,44,beginner
2475,38,beginner
2475,43,beginner
2475,47,beginner
2475,33,intermediate
2475,32,none
2475,31,beginner
2475,34,advanced
2476,84,none
2476,81,beginner
2476,59,beginner
2476,60,beginner
2476,58,beginner
2477,32,beginner
2477,33,none
2477,31,beginner
2477,35,beginner
2477,29,none
2477,13,beginner
2477,16,none
2478,56,intermediate
2478,49,beginner
2478,54,beginner
2478,51,beginner
2478,44,beginner
2478,42,intermediate
2478,43,beginner
2479,11,beginner
2479,13,intermediate
2479,12,beginner
2479,1,none
2479,8,none
2479,7,beginner
2479,25,beginner
2479,23,beginner
2479,24,beginner
2479,27,beginner
2479,26,beginner
2480,134,beginner
2480,132,intermediate
2480,135,intermediate
2480,136,beginner
2480,140,beginner
2481,5,beginner
2481,8,none
2481,1,none
2481,9,none
2481,4,advanced
2481,33,beginner
2481,34,none
2482,121,beginner
2482,120,beginner
2482,111,intermediate
2482,110,intermediate
2482,113,beginner
2482,127,none
2482,126,beginner
2482,124,beginner
2482,125,intermediate
2483,94,beginner
2483,89,beginner
2483,95,beginner
2483,91,beginner
2483,73,beginner
2483,72,none
2483,71,beginner
2483,85,intermediate
2483,81,advanced
2484,94,intermediate
2484,95,beginner
2484,89,none
2484,91,beginner
2484,85,beginner
2484,84,intermediate
2484,86,intermediate
2484,82,beginner
2485,24,beginner
2485,26,intermediate
2485,3,beginner
2485,1,beginner
2485,8,intermediate
2485,6,beginner
2485,48,beginner
2485,56,beginner
2485,49,beginner
2485,51,beginner
2486,96,intermediate
2486,100,intermediate
2486,84,intermediate
2486,85,beginner
2486,86,beginner
2486,81,intermediate
2487,31,intermediate
2487,33,intermediate
2487,29,beginner
2487,3,beginner
2487,2,none
2487,10,beginner
2487,13,intermediate
2487,21,none
2488,103,none
2488,100,beginner
2488,95,beginner
2488,94,beginner
2488,89,beginner
2488,90,beginner
2488,93,beginner
2489,5,none
2489,4,none
2489,49,intermediate
2489,48,beginner
2489,54,beginner
2489,52,intermediate
2490,10,beginner
2490,14,beginner
2490,20,beginner
2490,17,none
2490,25,beginner
2490,24,beginner
2490,23,beginner
2490,27,beginner
2490,28,beginner
2491,72,intermediate
2491,73,intermediate
2491,74,intermediate
2491,75,beginner
2491,103,none
2491,96,none
2491,101,intermediate
2492,56,none
2492,48,beginner
2492,54,intermediate
2492,51,intermediate
2492,52,beginner
2492,23,intermediate
2492,24,none
2492,25,intermediate
2492,26,intermediate
2492,3,beginner
2492,8,beginner
2492,6,none
2493,14,none
2493,21,beginner
2493,25,intermediate
2493,24,none
2493,23,intermediate
2493,27,beginner
2493,33,beginner
2493,30,beginner
2494,135,beginner
2494,137,beginner
2494,128,none
2494,130,beginner
2495,33,beginner
2495,32,beginner
2495,29,beginner
2495,3,intermediate
2495,1,none
2495,8,intermediate
2495,7,none
2495,9,beginner
2496,8,beginner
2496,4,beginner
2496,48,intermediate
2496,55,beginner
2497,24,beginner
2497,28,intermediate
2497,3,none
2497,1,beginner
2497,5,beginner
2497,6,beginner
2498,3,beginner
2498,8,beginner
2498,6,beginner
2498,33,beginner
2498,32,none
2498,30,beginner
2499,66,intermediate
2499,67,beginner
2499,65,beginner
2499,70,intermediate
2499,69,beginner
2499,60,intermediate
2499,57,beginner
2499,59,intermediate
2499,61,beginner
2499,58,none
2500,25,beginner
2500,23,beginner
2500,26,beginner
2500,44,beginner
2500,38,beginner
2500,43,beginner
2500,32,beginner
2500,33,beginner
2500,34,intermediate
2501,95,none
2501,89,beginner
2501,91,beginner
2501,103,none
2501,96,none
2501,97,beginner
2501,100,beginner
2502,72,none
2502,73,beginner
2502,75,intermediate
2502,74,intermediate
2502,95,intermediate
2502,94,beginner
2502,92,intermediate
2503,37,intermediate
2503,42,intermediate
2503,38,intermediate
2503,47,beginner
2503,24,none
2503,25,beginner
2503,26,intermediate
2504,128,beginner
2504,131,beginner
2504,134,beginner
2504,132,beginner
2504,149,intermediate
2504,146,intermediate
2504,148,beginner
2504,154,intermediate
2504,151,intermediate
2504,153,beginner
2504,152,beginner
2505,141,beginner
2505,144,intermediate
2505,135,beginner
2505,136,none
2505,138,beginner
2505,140,intermediate
2506,56,beginner
2506,48,beginner
2506,53,beginner
2506,25,beginner
2506,28,intermediate
2507,32,intermediate
2507,31,intermediate
2507,29,beginner
2507,36,beginner
2507,37,beginner
2507,41,beginner
2508,36,beginner
2508,44,beginner
2508,45,beginner
2508,48,beginner
2508,49,intermediate
2508,54,beginner
2508,51,beginner
2509,49,beginner
2509,52,beginner
2509,38,intermediate
2509,42,beginner
2509,46,beginner
2510,66,beginner
2510,70,none
2510,72,beginner
2510,73,beginner
2510,74,none
2510,75,intermediate
2510,71,none
2510,95,beginner
2510,90,none
2511,89,beginner
2511,95,beginner
2511,94,beginner
2511,93,beginner
2511,60,intermediate
2511,57,beginner
2511,59,beginner
2511,64,intermediate
2512,33,beginner
2512,30,beginner
2512,42,none
2512,37,beginner
2512,36,intermediate
2512,46,beginner
2513,23,beginner
2513,25,beginner
2513,24,intermediate
2513,26,none
2513,48,beginner
2513,49,intermediate
2513,56,beginner
2513,50,intermediate
2513,52,advanced
2514,23,beginner
2514,25,beginner
2514,24,beginner
2514,22,intermediate
2514,11,beginner
2514,20,beginner
2514,15,beginner
2515,141,none
2515,142,beginner
2515,143,beginner
2515,144,beginner
2515,128,beginner
2515,134,beginner
2515,131,beginner
2515,133,beginner
2515,129,beginner
2515,154,intermediate
2515,151,none
2515,153,none
2515,152,intermediate
2516,149,beginner
2516,146,beginner
2516,148,advanced
2516,147,advanced
2516,135,beginner
2516,138,advanced
2516,136,beginner
2516,140,beginner
2517,3,beginner
2517,5,beginner
2517,6,beginner
2517,23,beginner
2517,25,beginner
2517,28,beginner
2518,67,beginner
2518,65,beginner
2518,69,beginner
2518,60,beginner
2518,57,beginner
2518,59,beginner
2518,63,beginner
2519,76,intermediate
2519,80,beginner
2519,79,beginner
2519,78,none
2519,77,beginner
2519,73,beginner
2519,72,beginner
2519,74,beginner
2519,75,beginner
2519,71,none
2520,94,beginner
2520,95,beginner
2520,89,beginner
2520,92,intermediate
2520,90,beginner
2520,97,beginner
2520,103,intermediate
2520,96,intermediate
2520,102,intermediate
2520,101,none
2521,86,intermediate
2521,88,beginner
2521,59,beginner
2521,57,intermediate
2521,61,beginner
2521,72,beginner
2521,71,beginner
2522,106,beginner
2522,108,beginner
2522,116,beginner
2522,117,intermediate
2522,119,beginner
2522,118,none
2523,23,none
2523,25,beginner
2523,28,intermediate
2523,1,none
2523,8,beginner
2523,2,beginner
2524,24,intermediate
2524,25,none
2524,23,beginner
2524,28,beginner
2524,14,advanced
2524,13,beginner
2524,16,beginner
2525,131,beginner
2525,128,beginner
2525,132,intermediate
2525,142,beginner
2525,141,beginner
2525,144,none
2526,5,beginner
2526,8,beginner
2526,3,beginner
2526,2,beginner
2526,25,beginner
2526,24,intermediate
2526,23,beginner
2526,26,beginner
2526,31,none
2526,32,beginner
2526,33,advanced
2526,34,intermediate
2527,13,beginner
2527,10,beginner
2527,11,none
2527,19,beginner
2527,32,beginner
2527,31,advanced
2527,33,beginner
2527,29,intermediate
2528,127,beginner
2528,125,beginner
2528,104,none
2528,106,none
2528,109,intermediate
2528,108,intermediate
2528,107,intermediate
2529,121,beginner
2529,122,beginner
2529,114,beginner
2529,110,none
2529,113,beginner
2530,73,beginner
2530,72,beginner
2530,71,beginner
2530,75,intermediate
2530,74,beginner
2530,89,intermediate
2530,94,beginner
2530,95,none
2530,90,beginner
2531,110,intermediate
2531,111,beginner
2531,114,beginner
2531,113,beginner
2531,126,beginner
2531,127,beginner
2531,125,beginner
2531,124,beginner
2532,57,beginner
2532,59,beginner
2532,60,intermediate
2532,61,beginner
2532,84,beginner
2532,85,intermediate
2532,86,none
2532,88,intermediate
2533,44,intermediate
2533,36,beginner
2533,38,beginner
2533,39,beginner
2533,49,beginner
2533,48,beginner
2533,54,none
2533,50,beginner
2534,96,beginner
2534,97,none
2534,99,intermediate
2534,73,beginner
2534,74,beginner
2535,114,intermediate
2535,115,beginner
2535,127,beginner
2535,126,beginner
2535,124,intermediate
2536,110,intermediate
2536,114,intermediate
2536,111,beginner
2536,115,beginner
2536,123,beginner
2536,120,beginner
2537,13,advanced
2537,11,intermediate
2537,10,intermediate
2537,19,advanced
2537,23,intermediate
2537,25,beginner
2537,27,beginner
2538,44,beginner
2538,40,beginner
2538,33,intermediate
2538,31,beginner
2538,30,beginner
2539,117,beginner
2539,116,intermediate
2539,118,beginner
2539,119,beginner
2539,106,intermediate
2539,104,none
2539,109,beginner
2539,108,beginner
2540,42,none
2540,36,intermediate
2540,37,advanced
2540,40,intermediate
2540,54,beginner
2540,51,intermediate
2541,33,beginner
2541,31,intermediate
2541,34,none
2541,48,beginner
2541,54,beginner
2541,56,beginner
2541,53,beginner
2542,121,beginner
2542,123,intermediate
2542,120,beginner
2542,117,intermediate
2542,116,beginner
2542,118,beginner
2542,119,intermediate
2543,73,beginner
2543,72,beginner
2543,74,intermediate
2543,71,beginner
2543,75,intermediate
2543,67,advanced
2543,69,intermediate
2544,38,beginner
2544,44,beginner
2544,42,intermediate
2544,39,intermediate
2544,5,intermediate
2544,8,beginner
2544,6,intermediate
2545,32,beginner
2545,33,beginner
2545,31,intermediate
2545,29,beginner
2545,23,intermediate
2545,25,beginner
2545,24,none
2545,27,intermediate
2546,33,beginner
2546,31,beginner
2546,32,beginner
2546,29,beginner
2546,3,intermediate
2546,1,beginner
2546,6,none
2547,117,none
2547,116,beginner
2547,118,intermediate
2547,119,none
2547,121,beginner
2547,123,none
2547,122,beginner
2547,120,beginner
2548,89,beginner
2548,94,none
2548,92,beginner
2548,72,beginner
2548,73,beginner
2548,71,beginner
2548,75,none
2549,48,beginner
2549,56,beginner
2549,53,beginner
2549,32,intermediate
2549,31,beginner
2549,30,beginner
2550,23,beginner
2550,25,none
2550,24,advanced
2550,28,intermediate
2550,8,none
2550,5,beginner
2550,6,beginner
2551,37,beginner
2551,40,intermediate
2551,31,none
2551,33,none
2551,32,beginner
2551,35,intermediate
2552,33,intermediate
2552,30,beginner
2552,20,intermediate
2552,11,beginner
2552,17,beginner
2553,31,beginner
2553,34,intermediate
2553,24,intermediate
2553,23,beginner
2553,26,beginner
2554,89,none
2554,91,beginner
2554,96,beginner
2554,97,intermediate
2554,103,none
2554,100,intermediate
2554,99,intermediate
2554,66,beginner
2554,65,beginner
2554,67,none
2554,68,beginner
2554,69,none
2555,36,intermediate
2555,44,beginner
2555,45,beginner
2555,24,intermediate
2555,26,intermediate
2556,37,beginner
2556,36,beginner
2556,40,beginner
2556,48,intermediate
2556,54,beginner
2556,52,beginner
2557,97,intermediate
2557,103,beginner
2557,96,beginner
2557,98,none
2557,86,intermediate
2557,85,advanced
2557,84,beginner
2557,82,advanced
2557,81,beginner
2558,33,intermediate
2558,31,beginner
2558,34,intermediate
2558,11,none
2558,10,advanced
2558,13,beginner
2558,16,intermediate
2559,48,beginner
2559,49,intermediate
2559,50,beginner
2559,37,none
2559,36,none
2559,46,beginner
2560,31,none
2560,33,beginner
2560,32,advanced
2560,30,beginner
2560,14,intermediate
2560,11,beginner
2560,16,beginner
2561,31,beginner
2561,32,none
2561,33,beginner
2561,30,beginner
2561,13,beginner
2561,14,beginner
2561,11,beginner
2561,17,beginner
2561,21,beginner
2562,20,none
2562,11,intermediate
2562,12,beginner
2562,25,beginner
2562,23,beginner
2562,24,beginner
2562,27,beginner
2563,116,intermediate
2563,117,none
2563,118,beginner
2563,119,beginner
2563,126,beginner
2563,127,advanced
2563,124,intermediate
2563,110,beginner
2563,114,none
2563,113,none
2564,32,beginner
2564,30,beginner
2564,38,none
2564,36,beginner
2564,47,intermediate
2565,121,beginner
2565,123,beginner
2565,120,beginner
2565,122,beginner
2565,127,beginner
2565,126,beginner
2565,125,intermediate
2565,124,beginner
2566,111,beginner
2566,113,intermediate
2566,121,none
2566,123,beginner
2566,122,beginner
2567,37,none
2567,42,advanced
2567,38,beginner
2567,39,none
2567,43,beginner
2567,1,beginner
2567,3,none
2567,8,intermediate
2567,7,beginner
2568,56,beginner
2568,49,none
2568,55,beginner
2568,5,beginner
2568,8,none
2568,6,none
2569,20,intermediate
2569,14,none
2569,11,beginner
2569,17,beginner
2569,44,beginner
2569,42,beginner
2569,46,beginner
2570,1,beginner
2570,5,advanced
2570,3,intermediate
2570,6,intermediate
2570,49,none
2570,54,none
2570,48,intermediate
2570,52,intermediate
2571,95,none
2571,94,beginner
2571,89,intermediate
2571,93,beginner
2571,90,intermediate
2571,66,beginner
2571,65,beginner
2571,67,beginner
2571,70,beginner
2571,57,none
2571,62,beginner
2572,48,beginner
2572,49,beginner
2572,54,beginner
2572,50,beginner
2572,11,intermediate
2572,10,intermediate
2572,14,beginner
2572,15,none
2572,18,beginner
2573,109,intermediate
2573,104,beginner
2573,108,intermediate
2573,123,beginner
2573,121,beginner
2573,120,beginner
2573,122,beginner
2574,72,none
2574,73,beginner
2574,71,intermediate
2574,75,none
2574,76,none
2574,80,beginner
2574,79,none
2574,77,none
2575,121,beginner
2575,123,intermediate
2575,120,intermediate
2575,122,beginner
2575,111,beginner
2575,114,intermediate
2575,115,beginner
2576,121,beginner
2576,123,beginner
2576,122,beginner
2576,120,intermediate
2576,110,beginner
2576,111,intermediate
2576,113,none
2577,94,none
2577,93,intermediate
2577,84,advanced
2577,86,beginner
2577,85,beginner
2577,88,beginner
2577,67,intermediate
2577,66,beginner
2577,65,intermediate
2577,70,intermediate
2578,142,intermediate
2578,141,beginner
2578,144,beginner
2578,143,intermediate
2578,149,beginner
2578,148,none
2579,131,beginner
2579,130,beginner
2579,135,intermediate
2579,138,beginner
2579,139,beginner
2579,142,beginner
2579,143,beginner
2580,5,beginner
2580,1,beginner
2580,6,none
2580,10,advanced
2580,14,intermediate
2580,12,beginner
2581,38,intermediate
2581,37,beginner
2581,36,beginner
2581,43,beginner
2581,56,beginner
2581,54,none
2581,48,intermediate
2581,55,beginner
2582,25,beginner
2582,24,beginner
2582,23,beginner
2582,26,intermediate
2582,28,beginner
2582,32,advanced
2582,33,intermediate
2582,31,beginner
2582,34,intermediate
2582,30,none
2583,56,none
2583,48,beginner
2583,49,beginner
2583,50,beginner
2583,52,none
2583,33,none
2583,32,beginner
2583,34,intermediate
2584,72,intermediate
2584,73,beginner
2584,74,beginner
2584,60,none
2584,59,beginner
2584,57,beginner
2584,63,beginner
2584,58,beginner
2584,94,none
2584,95,beginner
2584,92,intermediate
2585,14,beginner
2585,11,beginner
2585,21,beginner
2585,5,intermediate
2585,2,beginner
2586,57,none
2586,60,beginner
2586,62,beginner
2586,89,beginner
2586,94,beginner
2586,95,beginner
2586,93,intermediate
2586,90,beginner
2587,117,beginner
2587,116,none
2587,119,beginner
2587,118,beginner
2587,127,beginner
2587,126,none
2587,124,beginner
2588,42,beginner
2588,39,beginner
2588,32,intermediate
2588,31,intermediate
2588,29,advanced
2589,94,intermediate
2589,95,beginner
2589,92,none
2589,80,intermediate
2589,76,intermediate
2589,77,none
2589,79,beginner
2590,23,beginner
2590,24,beginner
